PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2023-04-15
Release Date, 2023-04-16
Source file, P566.cwu.nam14.pos
Offset from source file, 57.23 mm North, -67.12 mm East, -73.81 mm Vertical
Reference position, 36.3244546368 North Latitude, -119.2292875535 East Longitude, 78.15511 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2010-09-28,46.47, -54.11, -45.09, 1.97, 1.62, 7.09, repro,
2010-09-29,45.66, -54.11, -43.54, 1.92, 1.57, 7.01, repro,
2010-09-30,44.88, -54.45, -41.43, 1.94, 1.58, 7.04, repro,
2010-10-01,43.51, -54.17, -49.80, 1.94, 1.58, 7.09, repro,
2010-10-02,44.68, -55.24, -49.44, 1.92, 1.58, 7.03, repro,
2010-10-03,44.36, -54.55, -40.51, 1.95, 1.59, 7.1, repro,
2010-10-04,45.65, -54.03, -50.23, 1.97, 1.6, 7.18, repro,
2010-10-05,45.91, -54.04, -45.69, 1.93, 1.57, 7.08, repro,
2010-10-06,45.99, -54.27, -50.45, 1.93, 1.58, 7.08, repro,
2010-10-07,46.91, -54.91, -57.42, 1.91, 1.56, 6.94, repro,
2010-10-08,44.57, -53.86, -57.94, 2.04, 1.63, 7.33, repro,
2010-10-09,46.83, -54.60, -53.96, 1.97, 1.59, 7.2, repro,
2010-10-10,45.72, -54.03, -50.73, 1.99, 1.59, 7.21, repro,
2010-10-11,46.11, -55.03, -51.02, 2, 1.62, 7.35, repro,
2010-10-12,46.87, -54.08, -53.96, 1.9, 1.56, 6.92, repro,
2010-10-13,46.52, -54.70, -57.37, 1.97, 1.58, 7.1, repro,
2010-10-14,47.23, -54.75, -50.68, 1.93, 1.6, 7.15, repro,
2010-10-15,46.38, -53.39, -48.87, 1.96, 1.62, 7.31, repro,
2010-10-16,46.96, -54.37, -47.52, 1.93, 1.56, 7.01, repro,
2010-10-17,44.80, -53.83, -49.58, 1.95, 1.58, 7.07, repro,
2010-10-18,46.97, -55.30, -63.86, 1.97, 1.61, 7.13, repro,
2010-10-19,46.39, -55.54, -47.99, 1.96, 1.59, 7.09, repro,
2010-10-20,46.21, -55.11, -48.61, 1.92, 1.57, 6.99, repro,
2010-10-21,46.77, -55.47, -47.15, 1.96, 1.61, 7.13, repro,
2010-10-22,46.11, -55.59, -47.90, 1.94, 1.57, 7.02, repro,
2010-10-23,46.78, -55.10, -49.91, 2, 1.6, 7.16, repro,
2010-10-24,46.45, -55.32, -52.75, 1.98, 1.61, 7.26, repro,
2010-10-25,46.38, -56.61, -48.25, 2, 1.63, 7.27, repro,
2010-10-26,46.72, -56.87, -50.36, 1.9, 1.58, 6.99, repro,
2010-10-27,47.19, -55.05, -50.13, 1.93, 1.58, 7.06, repro,
2010-10-28,47.31, -55.52, -55.99, 1.91, 1.57, 7, repro,
2010-10-29,47.78, -54.86, -50.43, 1.89, 1.56, 6.93, repro,
2010-10-30,47.34, -55.90, -49.99, 1.91, 1.56, 6.98, repro,
2010-10-31,46.75, -55.53, -57.36, 2.07, 1.72, 7.64, repro,
2010-11-01,46.21, -55.97, -57.76, 1.98, 1.66, 7.29, repro,
2010-11-02,47.87, -55.14, -61.17, 1.91, 1.56, 7, repro,
2010-11-03,47.92, -54.27, -57.05, 1.91, 1.55, 6.98, repro,
2010-11-04,47.03, -54.60, -53.44, 1.91, 1.56, 6.98, repro,
2010-11-05,47.04, -54.83, -52.24, 1.98, 1.63, 7.21, repro,
2010-11-06,46.93, -55.60, -48.24, 1.93, 1.56, 7.05, repro,
2010-11-07,46.69, -55.48, -50.59, 1.91, 1.56, 6.98, repro,
2010-11-08,47.82, -56.38, -46.82, 1.9, 1.57, 7.02, repro,
2010-11-09,47.86, -55.39, -52.18, 1.91, 1.56, 6.99, repro,
2010-11-10,47.47, -54.44, -50.90, 1.92, 1.55, 7, repro,
2010-11-11,47.36, -56.51, -56.39, 1.93, 1.55, 7.02, repro,
2010-11-12,46.81, -55.15, -59.30, 1.94, 1.55, 7.02, repro,
2010-11-13,46.35, -56.02, -62.13, 2.07, 1.73, 7.69, repro,
2010-11-14,47.64, -54.88, -58.51, 1.96, 1.61, 7.17, repro,
2010-11-15,48.48, -54.95, -48.38, 1.95, 1.59, 7.13, repro,
2010-11-16,47.74, -54.48, -52.34, 2.03, 1.62, 7.42, repro,
2010-11-17,47.66, -55.06, -52.84, 2.13, 1.63, 7.72, repro,
2010-11-18,47.47, -55.01, -55.34, 2.01, 1.59, 7.31, repro,
2010-11-19,46.48, -54.65, -53.40, 2.01, 1.61, 7.25, repro,
2010-11-20,47.53, -55.35, -54.15, 1.94, 1.58, 7.09, repro,
2010-11-21,46.39, -55.62, -52.92, 2.05, 1.66, 7.4, repro,
2010-11-22,46.76, -55.42, -48.42, 2.05, 1.65, 7.39, repro,
2010-11-23,46.64, -55.77, -54.91, 1.98, 1.59, 7.17, repro,
2010-11-24,46.88, -55.52, -53.11, 1.95, 1.57, 7.09, repro,
2010-11-25,47.39, -56.13, -55.99, 1.94, 1.57, 7.08, repro,
2010-11-26,48.84, -55.59, -57.96, 1.97, 1.58, 7.15, repro,
2010-11-27,48.27, -55.77, -52.70, 2.01, 1.6, 7.35, repro,
2010-11-28,47.40, -56.19, -51.48, 2.02, 1.6, 7.38, repro,
2010-11-29,46.94, -55.88, -59.83, 1.99, 1.6, 7.32, repro,
2010-11-30,47.78, -56.70, -61.64, 1.95, 1.57, 7.13, repro,
2010-12-01,48.14, -55.77, -61.61, 1.95, 1.58, 7.18, repro,
2010-12-02,48.18, -55.77, -60.51, 1.97, 1.58, 7.19, repro,
2010-12-03,47.79, -55.71, -59.48, 2.03, 1.6, 7.46, repro,
2010-12-04,49.43, -56.22, -57.48, 2.02, 1.6, 7.42, repro,
2010-12-05,46.19, -55.54, -52.89, 2.07, 1.6, 7.55, repro,
2010-12-06,47.62, -55.84, -60.39, 1.96, 1.57, 7.17, repro,
2010-12-07,47.94, -56.15, -61.47, 1.97, 1.6, 7.28, repro,
2010-12-08,46.81, -55.38, -61.69, 2, 1.59, 7.35, repro,
2010-12-09,47.88, -55.71, -56.40, 1.96, 1.55, 7.11, repro,
2010-12-10,48.26, -56.00, -55.25, 1.99, 1.59, 7.35, repro,
2010-12-11,48.42, -56.44, -55.48, 1.96, 1.58, 7.2, repro,
2010-12-12,47.71, -56.20, -59.92, 1.96, 1.55, 7.12, repro,
2010-12-13,47.75, -55.64, -52.58, 1.96, 1.55, 7.13, repro,
2010-12-14,47.73, -56.31, -49.53, 2.02, 1.59, 7.38, repro,
2010-12-15,48.33, -56.65, -50.24, 2, 1.59, 7.31, repro,
2010-12-16,47.45, -56.03, -58.87, 1.93, 1.55, 7.05, repro,
2010-12-17,46.01, -56.14, -55.77, 1.99, 1.55, 7.05, repro,
2010-12-18,48.17, -55.71, -53.94, 1.92, 1.53, 6.92, repro,
2010-12-19,47.45, -56.28, -50.57, 1.96, 1.55, 7.13, repro,
2010-12-20,48.46, -57.39, -53.52, 1.95, 1.55, 7.09, repro,
2010-12-21,48.03, -56.03, -57.78, 1.95, 1.56, 7.13, repro,
2010-12-22,46.97, -55.83, -57.62, 2.03, 1.59, 7.21, repro,
2010-12-23,47.50, -55.86, -58.35, 2.05, 1.64, 7.38, repro,
2010-12-24,47.95, -55.68, -61.46, 1.96, 1.56, 7.15, repro,
2010-12-25,48.48, -55.47, -57.28, 1.94, 1.52, 6.99, repro,
2010-12-26,49.42, -56.17, -61.61, 1.95, 1.53, 7.06, repro,
2010-12-27,49.24, -55.72, -67.15, 1.95, 1.55, 7.11, repro,
2010-12-28,48.44, -55.32, -62.36, 1.98, 1.59, 7.25, repro,
2010-12-29,49.20, -56.54, -55.40, 2.02, 1.6, 7.32, repro,
2010-12-30,48.93, -56.22, -55.96, 2, 1.58, 7.27, repro,
2010-12-31,48.52, -55.92, -58.98, 1.96, 1.56, 7.16, repro,
2011-01-01,47.68, -55.55, -56.53, 1.96, 1.56, 7.18, repro,
2011-01-02,48.56, -55.01, -65.94, 2.05, 1.64, 7.46, repro,
2011-01-03,48.74, -56.17, -64.03, 1.98, 1.6, 7.29, repro,
2011-01-04,48.48, -56.14, -62.31, 2.02, 1.58, 7.23, repro,
2011-01-05,50.01, -55.84, -67.32, 1.94, 1.52, 7, repro,
2011-01-06,49.51, -57.07, -69.23, 2, 1.6, 7.24, repro,
2011-01-07,48.70, -55.70, -62.01, 1.96, 1.56, 7.14, repro,
2011-01-08,48.61, -55.33, -63.17, 1.95, 1.56, 7.07, repro,
2011-01-09,48.62, -55.93, -64.27, 1.93, 1.52, 7, repro,
2011-01-10,48.99, -56.36, -62.96, 1.99, 1.61, 7.29, repro,
2011-01-11,49.83, -56.01, -66.27, 2.03, 1.67, 7.55, repro,
2011-01-12,50.76, -55.73, -77.67, 1.95, 1.54, 7.06, repro,
2011-01-13,50.15, -55.56, -73.65, 1.98, 1.57, 7.13, repro,
2011-01-14,50.38, -56.28, -70.79, 1.97, 1.57, 7.16, repro,
2011-01-15,50.40, -56.23, -66.42, 1.96, 1.57, 7.15, repro,
2011-01-16,49.88, -57.39, -62.62, 1.97, 1.57, 7.11, repro,
2011-01-17,51.23, -56.82, -59.01, 1.94, 1.53, 7.03, repro,
2011-01-18,49.65, -56.52, -65.14, 1.96, 1.56, 7.15, repro,
2011-01-19,49.92, -56.14, -65.73, 2, 1.6, 7.29, repro,
2011-01-20,50.00, -56.31, -64.25, 1.96, 1.57, 7.15, repro,
2011-01-21,50.03, -56.62, -64.41, 1.97, 1.57, 7.16, repro,
2011-01-22,50.08, -57.00, -55.32, 1.97, 1.57, 7.15, repro,
2011-01-23,50.20, -56.97, -56.59, 1.99, 1.6, 7.3, repro,
2011-01-24,49.96, -57.50, -63.20, 1.97, 1.6, 7.25, repro,
2011-01-25,51.00, -56.84, -64.34, 1.98, 1.6, 7.3, repro,
2011-01-26,51.18, -57.40, -67.91, 2.16, 1.74, 8, repro,
2011-01-27,51.05, -56.79, -69.23, 2.01, 1.65, 7.46, repro,
2011-01-28,50.58, -56.83, -65.47, 1.93, 1.52, 7.01, repro,
2011-01-29,49.98, -57.05, -64.83, 1.92, 1.51, 6.98, repro,
2011-01-30,51.41, -56.65, -64.13, 1.93, 1.51, 7, repro,
2011-01-31,50.27, -57.43, -68.21, 1.98, 1.6, 7.29, repro,
2011-02-01,50.52, -57.89, -70.02, 1.99, 1.61, 7.34, repro,
2011-02-02,50.64, -58.37, -72.85, 1.98, 1.6, 7.29, repro,
2011-02-03,50.66, -57.76, -74.71, 1.94, 1.56, 7.05, repro,
2011-02-04,50.52, -57.00, -68.76, 2.04, 1.68, 7.51, repro,
2011-02-05,50.39, -57.78, -64.59, 1.99, 1.6, 7.31, repro,
2011-02-06,50.06, -57.85, -67.19, 2.08, 1.79, 7.97, repro,
2011-02-07,49.96, -57.94, -70.14, 2.01, 1.65, 7.44, repro,
2011-02-08,50.64, -57.80, -67.28, 1.99, 1.6, 7.3, repro,
2011-02-09,52.27, -56.96, -65.53, 1.92, 1.52, 6.97, repro,
2011-02-10,51.35, -57.64, -66.68, 1.98, 1.61, 7.3, repro,
2011-02-11,50.89, -57.94, -64.12, 1.99, 1.61, 7.35, repro,
2011-02-12,51.85, -58.05, -67.63, 2.01, 1.66, 7.46, repro,
2011-02-13,52.02, -57.92, -64.49, 1.94, 1.56, 7.14, repro,
2011-02-14,50.77, -58.60, -65.42, 1.95, 1.57, 7.22, repro,
2011-02-15,50.91, -58.10, -65.52, 2.01, 1.63, 7.37, repro,
2011-02-16,50.96, -59.19, -56.52, 2.02, 1.68, 7.65, repro,
2011-02-17,49.92, -59.22, -62.63, 1.96, 1.57, 7.25, repro,
2011-02-18,50.88, -57.79, -63.18, 1.96, 1.56, 7.2, repro,
2011-02-19,51.53, -58.67, -71.99, 1.94, 1.54, 7.09, repro,
2011-02-20,50.59, -58.19, -64.02, 1.92, 1.53, 7.03, repro,
2011-02-21,52.39, -58.85, -62.80, 1.94, 1.52, 7.06, repro,
2011-02-22,50.83, -59.16, -63.71, 1.96, 1.56, 7.15, repro,
2011-02-23,50.69, -58.66, -65.32, 1.98, 1.59, 7.25, repro,
2011-02-24,50.48, -58.25, -63.24, 1.92, 1.51, 6.96, repro,
2011-02-25,50.24, -59.60, -60.62, 1.92, 1.51, 7, repro,
2011-02-26,50.96, -59.01, -59.33, 1.93, 1.52, 7.06, repro,
2011-02-27,50.33, -59.28, -58.19, 1.95, 1.53, 7.1, repro,
2011-02-28,51.25, -58.75, -68.25, 1.94, 1.52, 7.05, repro,
2011-03-01,50.09, -57.87, -72.74, 1.93, 1.51, 6.99, repro,
2011-03-02,51.79, -58.82, -67.70, 1.92, 1.5, 7, repro,
2011-03-03,52.45, -58.41, -66.55, 1.94, 1.52, 7.06, repro,
2011-03-04,51.31, -58.55, -73.21, 1.93, 1.52, 7.05, repro,
2011-03-05,51.60, -57.99, -72.63, 1.94, 1.53, 7.08, repro,
2011-03-06,52.18, -57.91, -74.37, 1.94, 1.52, 7.04, repro,
2011-03-07,51.63, -58.69, -60.10, 1.93, 1.51, 7.01, repro,
2011-03-08,52.41, -59.45, -63.39, 1.92, 1.51, 7.01, repro,
2011-03-09,51.74, -58.57, -72.00, 1.93, 1.51, 7.05, repro,
2011-03-10,51.32, -58.97, -67.93, 1.93, 1.52, 7.07, repro,
2011-03-11,51.28, -59.02, -67.34, 1.94, 1.52, 7.08, repro,
2011-03-12,51.80, -58.61, -69.21, 1.94, 1.51, 7.04, repro,
2011-03-13,50.96, -59.50, -67.12, 1.96, 1.53, 7.15, repro,
2011-03-14,51.80, -59.24, -70.43, 2, 1.57, 7.22, repro,
2011-03-15,52.58, -59.55, -72.85, 1.99, 1.58, 7.27, repro,
2011-03-16,52.11, -60.10, -70.80, 2.05, 1.61, 7.35, repro,
2011-03-17,51.37, -59.29, -70.94, 2.1, 1.63, 7.52, repro,
2011-03-18,51.04, -58.88, -69.87, 2.22, 1.65, 7.82, repro,
2011-03-19,50.98, -60.00, -64.20, 2.06, 1.62, 7.47, repro,
2011-03-20,51.05, -59.58, -62.90, 1.97, 1.54, 7.12, repro,
2011-03-21,51.79, -59.93, -65.12, 2.1, 1.63, 7.49, repro,
2011-03-22,52.18, -58.93, -65.41, 2.06, 1.59, 7.33, repro,
2011-03-23,50.78, -59.30, -63.30, 2.01, 1.55, 7.16, repro,
2011-03-24,52.26, -58.90, -60.53, 1.98, 1.56, 7.18, repro,
2011-03-25,50.99, -59.60, -65.47, 2.01, 1.54, 7.18, repro,
2011-03-26,51.46, -59.46, -63.54, 2, 1.55, 7.19, repro,
2011-03-27,51.81, -60.18, -71.53, 1.95, 1.51, 7.06, repro,
2011-03-28,51.64, -60.09, -70.18, 1.95, 1.52, 7.06, repro,
2011-03-29,52.26, -59.75, -71.37, 1.99, 1.54, 7.23, repro,
2011-03-30,52.11, -60.29, -70.49, 1.98, 1.54, 7.21, repro,
2011-03-31,51.07, -60.03, -73.34, 2.21, 1.61, 7.74, repro,
2011-04-01,52.37, -59.55, -69.30, 2, 1.55, 7.19, repro,
2011-04-02,52.79, -59.29, -65.29, 2.05, 1.57, 7.28, repro,
2011-04-03,52.63, -60.85, -69.32, 2.07, 1.58, 7.38, repro,
2011-04-04,52.14, -60.15, -65.50, 2.06, 1.59, 7.4, repro,
2011-04-05,52.23, -60.40, -68.23, 2.03, 1.6, 7.44, repro,
2011-04-06,50.66, -60.79, -63.34, 2, 1.55, 7.3, repro,
2011-04-07,52.43, -60.96, -63.10, 1.96, 1.52, 7.12, repro,
2011-04-08,51.76, -60.23, -59.55, 2.01, 1.55, 7.18, repro,
2011-04-09,52.84, -58.06, -63.03, 2.02, 1.56, 7.22, repro,
2011-04-10,51.66, -59.83, -69.07, 1.98, 1.57, 7.24, repro,
2011-04-11,51.75, -59.86, -73.02, 2.06, 1.63, 7.39, repro,
2011-04-12,51.59, -60.26, -70.41, 2, 1.59, 7.24, repro,
2011-04-13,51.60, -59.67, -70.37, 1.94, 1.51, 7.03, repro,
2011-04-14,51.63, -59.25, -70.26, 1.93, 1.52, 7.07, repro,
2011-04-15,52.22, -60.13, -75.53, 1.94, 1.52, 7.09, repro,
2011-04-16,50.39, -59.62, -71.19, 1.93, 1.51, 7.04, repro,
2011-04-17,52.60, -60.26, -65.75, 1.94, 1.51, 7.07, repro,
2011-04-18,52.96, -61.08, -65.96, 1.93, 1.51, 7.02, repro,
2011-04-19,52.01, -59.34, -65.73, 1.94, 1.51, 7.08, repro,
2011-04-20,50.71, -60.90, -67.74, 1.95, 1.52, 7.16, repro,
2011-04-21,51.56, -58.89, -70.83, 1.98, 1.56, 7.36, repro,
2011-04-22,50.88, -60.25, -70.70, 1.93, 1.52, 7.1, repro,
2011-04-23,51.87, -61.65, -65.77, 1.94, 1.51, 7.1, repro,
2011-04-24,52.63, -61.46, -61.43, 1.93, 1.51, 7.06, repro,
2011-04-25,51.81, -60.73, -64.15, 1.95, 1.52, 7.12, repro,
2011-04-26,52.45, -60.08, -67.82, 1.93, 1.51, 7.08, repro,
2011-04-27,51.63, -59.92, -68.20, 1.94, 1.52, 7.11, repro,
2011-04-28,52.30, -60.84, -71.22, 1.93, 1.51, 7.06, repro,
2011-04-29,52.79, -61.27, -65.18, 1.94, 1.51, 7.07, repro,
2011-04-30,51.81, -60.07, -68.60, 1.93, 1.52, 7.09, repro,
2011-05-01,51.46, -59.99, -69.31, 1.94, 1.52, 7.08, repro,
2011-05-02,51.26, -60.34, -70.04, 1.92, 1.51, 7.05, repro,
2011-05-03,51.06, -60.36, -70.37, 1.96, 1.56, 7.23, repro,
2011-05-04,51.93, -60.39, -69.32, 1.97, 1.55, 7.19, repro,
2011-05-05,51.58, -60.29, -69.45, 1.97, 1.55, 7.21, repro,
2011-05-06,51.48, -58.45, -65.02, 1.96, 1.55, 7.18, repro,
2011-05-07,51.47, -59.57, -57.78, 1.96, 1.55, 7.23, repro,
2011-05-08,51.18, -60.14, -59.88, 1.98, 1.6, 7.44, repro,
2011-05-09,52.18, -61.08, -61.58, 1.96, 1.55, 7.24, repro,
2011-05-10,52.98, -60.71, -65.96, 1.95, 1.55, 7.22, repro,
2011-05-11,52.04, -60.26, -62.40, 1.93, 1.52, 7.09, repro,
2011-05-12,51.67, -59.69, -66.95, 1.93, 1.52, 7.09, repro,
2011-05-13,52.81, -59.60, -73.05, 1.94, 1.52, 7.11, repro,
2011-05-14,52.36, -60.22, -68.97, 1.98, 1.57, 7.29, repro,
2011-05-15,50.25, -60.92, -67.24, 1.97, 1.54, 7.24, repro,
2011-05-16,52.55, -61.20, -69.46, 1.96, 1.55, 7.22, repro,
2011-05-17,51.01, -62.36, -62.62, 1.98, 1.55, 7.24, repro,
2011-05-18,51.78, -60.88, -68.57, 1.99, 1.56, 7.31, repro,
2011-05-19,51.54, -61.36, -66.86, 1.99, 1.59, 7.43, repro,
2011-05-20,51.66, -60.78, -68.00, 1.97, 1.54, 7.24, repro,
2011-05-21,52.11, -60.62, -62.97, 1.97, 1.56, 7.27, repro,
2011-05-22,52.91, -60.16, -69.42, 1.98, 1.55, 7.26, repro,
2011-05-23,52.27, -60.86, -61.99, 1.98, 1.56, 7.29, repro,
2011-05-24,51.77, -61.09, -65.37, 1.98, 1.56, 7.26, repro,
2011-05-25,52.39, -60.40, -67.64, 1.98, 1.56, 7.27, repro,
2011-05-26,52.25, -60.31, -66.58, 1.96, 1.55, 7.23, repro,
2011-05-27,52.56, -61.03, -65.66, 1.97, 1.55, 7.24, repro,
2011-05-28,53.84, -61.01, -62.29, 1.97, 1.56, 7.28, repro,
2011-05-29,52.65, -61.07, -64.69, 1.99, 1.56, 7.33, repro,
2011-05-30,51.50, -60.97, -65.40, 1.98, 1.55, 7.28, repro,
2011-05-31,53.40, -60.80, -64.79, 1.97, 1.54, 7.25, repro,
2011-06-01,52.41, -62.33, -68.93, 1.96, 1.55, 7.27, repro,
2011-06-02,52.68, -62.23, -64.68, 1.97, 1.55, 7.24, repro,
2011-06-03,52.48, -60.40, -65.46, 1.97, 1.55, 7.26, repro,
2011-06-04,52.13, -60.97, -68.70, 1.97, 1.54, 7.22, repro,
2011-06-05,50.68, -62.86, -70.81, 1.98, 1.55, 7.27, repro,
2011-06-06,51.84, -61.37, -64.93, 1.97, 1.54, 7.22, repro,
2011-06-07,53.12, -61.44, -66.35, 1.96, 1.54, 7.21, repro,
2011-06-08,52.99, -62.46, -63.58, 1.97, 1.55, 7.23, repro,
2011-06-09,53.33, -61.21, -68.41, 1.97, 1.54, 7.2, repro,
2011-06-10,53.95, -61.17, -66.73, 1.98, 1.55, 7.26, repro,
2011-06-11,54.82, -61.95, -59.78, 1.97, 1.54, 7.24, repro,
2011-06-12,53.52, -61.42, -60.05, 1.97, 1.55, 7.28, repro,
2011-06-13,54.13, -62.66, -58.46, 1.97, 1.56, 7.28, repro,
2011-06-14,52.68, -61.13, -62.42, 1.95, 1.55, 7.21, repro,
2011-06-15,54.04, -60.28, -71.52, 1.96, 1.54, 7.2, repro,
2011-06-16,52.57, -62.48, -62.98, 1.97, 1.55, 7.28, repro,
2011-06-17,55.10, -61.96, -61.40, 1.97, 1.55, 7.25, repro,
2011-06-18,54.00, -62.58, -65.83, 1.97, 1.56, 7.3, repro,
2011-06-19,53.49, -62.87, -57.31, 1.97, 1.55, 7.26, repro,
2011-06-20,53.69, -62.10, -63.10, 1.97, 1.55, 7.22, repro,
2011-06-21,53.34, -61.64, -59.61, 1.97, 1.55, 7.23, repro,
2011-06-22,53.26, -61.05, -63.69, 1.98, 1.57, 7.27, repro,
2011-06-23,54.06, -63.74, -62.28, 1.98, 1.56, 7.31, repro,
2011-06-24,53.15, -63.13, -61.66, 1.97, 1.56, 7.24, repro,
2011-06-25,53.19, -63.57, -56.04, 1.97, 1.56, 7.25, repro,
2011-06-26,51.90, -62.26, -66.31, 1.98, 1.59, 7.36, repro,
2011-06-27,52.95, -62.54, -62.98, 2.02, 1.58, 7.49, repro,
2011-06-28,53.77, -62.44, -59.71, 1.98, 1.55, 7.25, repro,
2011-06-29,53.11, -63.55, -60.43, 1.98, 1.55, 7.28, repro,
2011-06-30,53.90, -62.38, -66.01, 1.97, 1.56, 7.25, repro,
2011-07-01,53.07, -62.85, -65.38, 1.95, 1.55, 7.19, repro,
2011-07-02,53.10, -63.18, -64.00, 1.97, 1.55, 7.25, repro,
2011-07-03,52.88, -61.91, -63.13, 1.99, 1.55, 7.26, repro,
2011-07-04,55.11, -62.16, -66.03, 1.98, 1.55, 7.29, repro,
2011-07-05,52.84, -62.75, -62.13, 1.99, 1.55, 7.27, repro,
2011-07-06,51.97, -62.34, -64.57, 1.97, 1.57, 7.34, repro,
2011-07-07,52.04, -62.82, -63.40, 1.97, 1.55, 7.27, repro,
2011-07-08,55.15, -62.12, -62.69, 1.97, 1.54, 7.24, repro,
2011-07-09,54.25, -62.89, -64.89, 1.98, 1.55, 7.27, repro,
2011-07-10,55.54, -62.79, -60.27, 1.97, 1.55, 7.29, repro,
2011-07-11,55.29, -62.98, -65.41, 1.95, 1.54, 7.19, repro,
2011-07-12,53.55, -63.66, -67.78, 1.96, 1.54, 7.18, repro,
2011-07-13,54.32, -62.98, -70.05, 1.97, 1.55, 7.23, repro,
2011-07-14,55.34, -62.62, -66.60, 1.97, 1.54, 7.24, repro,
2011-07-15,55.11, -63.36, -65.64, 1.97, 1.55, 7.29, repro,
2011-07-16,53.84, -63.28, -63.05, 1.97, 1.55, 7.27, repro,
2011-07-17,53.87, -63.19, -66.09, 1.96, 1.54, 7.15, repro,
2011-07-18,54.40, -64.60, -72.54, 1.97, 1.55, 7.24, repro,
2011-07-19,54.22, -62.74, -65.91, 1.97, 1.55, 7.23, repro,
2011-07-20,55.11, -62.09, -65.25, 1.97, 1.56, 7.24, repro,
2011-07-21,55.26, -63.54, -58.47, 1.98, 1.55, 7.24, repro,
2011-07-22,54.46, -63.99, -62.41, 1.96, 1.54, 7.17, repro,
2011-07-23,53.82, -63.94, -62.52, 1.96, 1.54, 7.16, repro,
2011-07-24,53.91, -63.78, -70.18, 1.96, 1.56, 7.29, repro,
2011-07-25,53.96, -62.88, -68.35, 1.98, 1.56, 7.28, repro,
2011-07-26,53.80, -62.96, -64.91, 1.97, 1.55, 7.26, repro,
2011-07-27,54.01, -63.09, -64.65, 2.02, 1.57, 7.49, repro,
2011-07-28,55.08, -63.64, -66.70, 1.99, 1.58, 7.3, repro,
2011-07-29,55.32, -64.26, -65.37, 1.96, 1.55, 7.25, repro,
2011-07-30,54.66, -64.44, -65.53, 1.96, 1.56, 7.26, repro,
2011-07-31,55.28, -63.78, -68.64, 1.97, 1.55, 7.26, repro,
2011-08-01,54.84, -64.77, -66.58, 1.96, 1.55, 7.25, repro,
2011-08-02,52.48, -63.73, -71.47, 1.96, 1.54, 7.2, repro,
2011-08-03,53.79, -64.24, -65.99, 2.02, 1.61, 7.44, repro,
2011-08-04,55.68, -64.47, -67.21, 1.95, 1.54, 7.2, repro,
2011-08-05,54.84, -63.38, -67.52, 1.96, 1.55, 7.23, repro,
2011-08-06,55.25, -64.68, -63.36, 1.99, 1.57, 7.32, repro,
2011-08-07,53.75, -63.49, -59.46, 1.95, 1.53, 7.18, repro,
2011-08-08,54.81, -64.61, -62.43, 1.96, 1.55, 7.21, repro,
2011-08-09,55.54, -63.72, -66.26, 1.95, 1.54, 7.2, repro,
2011-08-10,55.55, -64.56, -74.53, 2.01, 1.57, 7.35, repro,
2011-08-11,56.22, -63.22, -67.91, 2.06, 1.58, 7.63, repro,
2011-08-12,54.22, -63.70, -63.54, 2.04, 1.59, 7.58, repro,
2011-08-13,54.46, -63.85, -66.70, 1.98, 1.57, 7.3, repro,
2011-08-14,53.50, -63.96, -64.35, 2.01, 1.58, 7.37, repro,
2011-08-15,53.39, -63.94, -66.53, 2.01, 1.58, 7.4, repro,
2011-08-16,54.23, -63.92, -66.84, 1.99, 1.57, 7.31, repro,
2011-08-17,54.93, -64.40, -68.34, 1.99, 1.57, 7.31, repro,
2011-08-18,54.51, -64.60, -65.49, 1.95, 1.55, 7.23, repro,
2011-08-19,53.53, -66.01, -59.33, 1.96, 1.56, 7.25, repro,
2011-08-20,54.59, -65.00, -63.91, 1.97, 1.56, 7.25, repro,
2011-08-21,55.48, -65.02, -68.26, 1.98, 1.56, 7.29, repro,
2011-08-22,56.61, -65.31, -64.64, 1.97, 1.56, 7.27, repro,
2011-08-23,54.54, -64.16, -65.43, 2.02, 1.6, 7.41, repro,
2011-08-24,55.27, -64.92, -63.55, 1.95, 1.55, 7.22, repro,
2011-08-25,55.77, -64.70, -61.65, 1.97, 1.56, 7.24, repro,
2011-08-26,54.79, -65.94, -66.85, 2.02, 1.63, 7.5, repro,
2011-08-27,55.05, -64.48, -64.59, 2, 1.57, 7.35, repro,
2011-08-28,55.24, -64.45, -65.81, 2.01, 1.58, 7.37, repro,
2011-08-29,53.84, -65.10, -67.69, 2, 1.57, 7.35, repro,
2011-08-30,55.81, -64.92, -62.88, 2.06, 1.59, 7.54, repro,
2011-08-31,54.65, -65.61, -63.54, 2.04, 1.58, 7.51, repro,
2011-09-01,54.85, -65.22, -68.64, 2.04, 1.59, 7.59, repro,
2011-09-02,54.44, -64.62, -64.40, 2.03, 1.57, 7.47, repro,
2011-09-03,55.37, -64.66, -61.78, 1.96, 1.54, 7.21, repro,
2011-09-04,55.04, -65.25, -57.85, 1.94, 1.54, 7.17, repro,
2011-09-05,55.73, -65.26, -59.95, 1.96, 1.55, 7.21, repro,
2011-09-06,53.66, -65.43, -61.36, 1.97, 1.55, 7.23, repro,
