x	y
-121.887	37.878
-121.870	37.867
-121.843	37.853
-121.816	37.835
-121.798	37.815
-121.778	37.789
-121.755	37.763
-121.735	37.744
-121.712	37.717
-121.693	37.700
-121.678	37.680
-121.662	37.664
-121.642	37.645
-121.629	37.625
-121.611	37.598
-121.590	37.568
-121.573	37.541
-121.557	37.512
-121.543	37.492
-121.539	37.478
-121.532	37.449
-121.521	37.408
-121.512	37.378
-121.503	37.354
-121.496	37.336
-121.493	37.325
-121.491	37.305
-121.490	37.284
