x	y
-122.945	38.733
-122.926	38.714
-122.907	38.697
-122.893	38.682
-122.877	38.666
-122.857	38.646
-122.833	38.622
-122.800	38.586
-122.764	38.547
-122.741	38.522
-122.697	38.474
-122.671	38.441
-122.641	38.395
-122.617	38.358
-122.584	38.323
-122.548	38.288
-122.520	38.258
-122.501	38.239
-122.479	38.212
-122.466	38.196
-122.447	38.178
-122.423	38.161
