affinity,SiO2_wt_percent,TiO2_wt_percent,Al2O3_wt_percent,Fe2O3_wt_percent,FeO_wt_percent,CaO_wt_percent,MgO_wt_percent,MnO_wt_percent,K2O_wt_percent,Na2O_wt_percent,P2O5(wt%),La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Sc_ppm,V_ppm,Cr_ppm,Co_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Ga_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Sn_ppm,Cs_ppm,Ba_ppm,Hf_ppm,Ta_ppm,Pb_ppm,Th_ppm,U_ppm,143Nd/144Nd,87Sr/86Sr,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb
IAB,51.88,1.27,17.59,NA,NA,9.07,7.02,0.15,0.74,3.41,0.34,13.75,30.42,NA,4.7,19.7,1.55,NA,1.04,NA,NA,NA,NA,3.23,0.45,NA,197,210,NA,78,NA,73,NA,18.8,353.5,25,161,5.5,NA,NA,169,3.14,0.38,3.6,1.73,0.51,0.512939,0.703353,18.254,15.473,38.134
IAB,51.96,0.97,16.35,NA,NA,10.22,4.94,0.23,0.42,2.31,0.1,3.2,7.8,NA,6.4,2.16,0.85,NA,0.51,NA,NA,NA,NA,2.1,0.33,40,363,15,34,16,57,101,18,9.8,222,21,39,0.32,NA,0.53,134,1.22,0.02,3,0.496,0.191,0.512878,0.7039,18.685,15.573,38.438
IAB,52,0.45,16.66,NA,NA,8.89,9.12,0.12,0.41,3.84,0.04,1.3,3.9,NA,2.7,0.84,0.32,NA,0.21,NA,NA,NA,NA,0.95,0.17,40,244,391,37,134,NA,NA,NA,5,319,10,32,0,NA,0.04,215,0.8,0.09,0.05,0.16,0.05,NA,0.70351,18.9,15.58,38.47
IAB,52.04,1.04,18.79,NA,NA,9.75,5.19,0.15,0.73,2.95,0.19,10.47,19.96,NA,3.7,14.5,1.07,NA,0.47,NA,NA,NA,NA,2.58,0.35,NA,225,135,NA,43.1,NA,65,NA,18.9,325.1,24,102,3.8,NA,NA,263,2.05,0.16,4.5,2.02,0.67,0.512928,0.703621,18.407,15.546,38.396
IAB,52.22,1.09,17.98,NA,NA,8.13,6.49,0.13,0.96,3.77,0.28,12.73,28.21,NA,3.9,16.2,1.48,NA,0.67,NA,NA,NA,NA,3.22,0.39,NA,194,192,NA,94,NA,61,NA,21.3,327.2,24,143,5.8,NA,NA,190,2.97,0.42,3.3,1.56,0.68,0.512928,0.703441,18.273,15.499,38.177
IAB,52.55,0.89,19.69,2.89,4.99,9.95,5.1,0.13,1.4,2.18,0.23,8,10.8,NA,12.7,4.3,1.3,NA,0.8,NA,NA,NA,NA,3.02,0.56,32,317,31,NA,23,135,72,18,45,544,35,38,2,NA,NA,263,1.21,0.43,8,0.44,NA,0.513033,0.70397,NA,NA,NA
IAB,45.68,0.63,14.44,NA,NA,6.15,8.38,0.17,1.21,4.05,0.06,2.89,7.68,1.15,5.95,1.91,0.68,2.42,0.44,2.81,0.6,1.78,0.29,1.77,0.28,NA,NA,NA,NA,NA,NA,NA,NA,11.5,200,18.5,45.9,0.57,NA,NA,58,1.3,0.04,0.98,0.23,0.06,0.513048,0.706267,18.157,15.486,37.816
IAB,46.39,2.27,15.66,4.88,5.12,10.44,10.63,0.17,1.01,2.87,0.56,28,70.7,NA,36.7,7.4,2.39,NA,0.91,NA,NA,NA,NA,2.87,0.43,29,229,529,NA,281,60,67,14,26,728,29,190,55,NA,NA,526,4.34,3.84,0,5.06,NA,NA,NA,NA,NA,NA
IAB,46.96,0.966,16.16,10.59,NA,14.53,7.57,0.172,1.005,1.82,0.196,17.98,40,NA,23.28,5.098,1.558,4.66,NA,3.83,NA,2.028,NA,1.779,0.249,36,313,108,NA,55,88,64,NA,18.8,1233,21.4,66.1,3.96,NA,NA,345,NA,NA,3.4,6,2.98,0.512915,0.70446,19.034,15.684,38.61
IAB,46.98,1,16.38,NA,NA,14.81,7.15,0.17,0.98,1.97,0.19,16.7,37.1,5,22.1,4.7,1.5,4.2,0.6,3.4,0.7,1.7,0.3,1.6,0.2,NA,324,121,42,64,75,70,17,17,1216,21,76.5,4.3,NA,0.8,277,2,0.2,2,4.5,2.6,NA,NA,NA,NA,NA
IAB,47.17,0.963,15.58,11.3,NA,14.43,7.06,0.183,0.515,2.12,0.124,8.87,20.4,NA,14.7,3.638,1.19,3.82,NA,3.46,NA,1.984,NA,1.78,0.259,44,334,75,NA,45,145,74,NA,5.6,1022,20.8,45.8,3,NA,NA,253,NA,NA,1.4,2,0.701,0.512979,0.70446,18.666,15.623,38.35
IAB,47.19,0.9,15.67,NA,NA,11.75,10.79,0.16,0.47,2.26,0.13,5.9,13.9,NA,9,2.44,0.91,NA,0.54,NA,NA,NA,NA,1.84,0.31,49.4,NA,635,42.5,349,NA,98,NA,10,253,17,62,4,NA,0.4,100,1.76,0.19,NA,1.663,0.679,0.512872,0.70528,19.286,15.708,38.885
IAB,47.29,0.852,15.57,11.14,NA,13.87,7.45,0.187,1.027,1.97,0.178,18.4,40.6,NA,23.52,4.919,1.49,4.42,NA,3.64,NA,1.968,NA,1.797,0.263,40,308,108,NA,55,191,59,NA,13.9,1396,20.8,60,1.99,NA,NA,336,NA,NA,0.97,5,1.59,0.51301,0.70447,18.741,15.611,38.36
IAB,47.46,1.022,14.86,NA,NA,12.62,10.02,0.172,0.791,2.31,0.172,11.32,25.1,NA,15.57,3.833,1.225,3.88,NA,3.59,NA,2.025,NA,1.82,0.261,37,274,435,NA,166,109,68,16,13.1,586,20.7,73.3,6.66,NA,NA,216,NA,NA,2.5,2.9,1.45,0.512918,0.70461,19.179,15.703,38.777
IAB,47.89,0.97,15.07,NA,NA,10.78,11.65,0.17,0.63,2.45,0.18,11.1,23,NA,14.4,3.36,1.12,NA,0.59,NA,NA,NA,NA,1.79,0.28,25,NA,519,44.3,226,NA,71,NA,15,357,18,84,7,NA,0.6,173,2.19,0.47,NA,2.638,1.185,0.512882,0.70481,19.366,15.714,38.916
IAB,47.96,1.015,15.14,NA,NA,12.61,9.91,0.167,0.806,2.15,0.169,11.76,24.8,NA,15.9,3.914,1.257,4.08,NA,3.67,NA,2.053,NA,1.841,0.269,40,297,469,NA,183,141,79,17,12.3,589,21.9,73,6.29,NA,NA,205,NA,NA,3,2.7,1.42,0.512913,0.70459,19.12,15.674,38.7
IAB,48.05,2.66,15.06,NA,NA,8.44,7.54,0.14,1.31,3.83,0.49,20.8,41.8,NA,24.7,5.66,2.05,NA,0.9,NA,NA,NA,NA,1.29,0.19,18.1,NA,146,52.4,121,NA,NA,NA,9,578,22,175,29,NA,NA,116,4.08,2.1,NA,1.83,0.89,0.512994,0.7028,18.793,15.57,38.3
IAB,48.05,0.89,16.04,10.77,NA,13.44,6.61,0.159,0.739,2.43,0.24,26.2,52.3,NA,27.42,5.413,1.614,4.79,NA,3.85,NA,2.075,NA,1.884,0.28,35,309,146,NA,62,75,70,NA,9.4,1432,21.8,74,4.5,NA,NA,353,NA,NA,1.41,6,2.11,0.512944,0.70478,18.843,15.606,38.553
IAB,48.1,0.82,12.75,NA,NA,12.69,8.34,0.22,2.29,2.2,0.24,27.9,48.9,NA,NA,5.6,1.7,NA,0.6,NA,NA,NA,NA,1.5,NA,39.1,NA,239,42.3,50,NA,NA,NA,53.7,1110,NA,81,NA,NA,1.5,556,2.3,0.4,NA,6.1,1.9,0.512696,0.704257,19.528,15.656,39.314
IAB,48.32,0.973,18.4,10.91,NA,12.21,4.99,0.17,1.158,2.39,0.219,18.9,39.7,NA,23.5,5.156,1.612,4.92,NA,4.09,NA,2.279,NA,2.071,0.303,24.3,342,11,NA,33,148,70,NA,16.5,1237,25,80.4,5.74,NA,NA,411,NA,NA,1.8,6,1.72,0.512961,0.70472,19.043,15.697,38.79
IAB,48.99,0.986,16.76,10.3,NA,12.63,6.26,0.16,1.007,2.44,0.182,21.6,41.8,NA,25.12,5.27,1.604,5.02,NA,4.2,NA,2.14,NA,1.823,0.267,36,308,71,NA,52,150,61,NA,12.2,1145,24.5,72.8,3.77,NA,NA,434,NA,NA,1.11,5,2.49,0.512943,0.70444,18.908,15.643,38.565
IAB,49.02,1.08,15.81,NA,NA,10.08,8.95,0.18,0.48,3.95,0.28,10,22.6,NA,13.1,3.04,1.06,3.06,NA,2.84,NA,1.59,NA,1.49,NA,NA,NA,494,NA,159,NA,69,21,5.2,534,12,80,2,NA,NA,161,NA,NA,7,1,NA,NA,0.70387,NA,NA,NA
IAB,49.24,0.78,19.79,NA,NA,11.15,6.2,0.19,0.47,2.31,0.14,4.05,9.83,NA,6.64,1.77,0.68,2.09,0.4,2.43,NA,1.54,NA,1.47,0.23,40.6,NA,22,55.9,9,57,77,NA,2,493,14,43,1,NA,0.2,58,1.32,0.07,NA,0.783,0.343,0.512983,0.7032,18.664,15.558,38.245
IAB,49.28,2.42,17.07,2.46,8.33,8.32,6.22,0.17,1.29,3.97,0.48,25,74,NA,37.1,9.4,2.7,NA,1.24,NA,NA,NA,NA,3.52,0.56,28,205,131,NA,60,52,82,23,24,498,38,256,38,NA,NA,296,6.2,2.86,2,3.46,NA,NA,NA,NA,NA,NA
IAB,49.49,0.804,18.42,NA,NA,11.71,7.1,0.178,0.584,2.52,0.105,9.53,20.63,NA,11.4,2.876,0.903,3.37,NA,3.6,NA,2.291,NA,2.21,NA,27,151,126,NA,37,45,85,18,18.3,271,22.7,74.7,4,NA,NA,136,NA,NA,4.2,3,1.353,0.51254,0.70623,20.032,15.831,39.509
IAB,49.56,0.84,19.49,NA,NA,11.22,5.5,0.15,0.24,2.19,0.12,5,11.2,NA,8.1,2.07,0.77,NA,NA,NA,NA,NA,NA,1.55,0.24,NA,NA,47,NA,17,NA,NA,NA,8,340,17,48,NA,NA,NA,157,1.3,0.12,NA,0.7,NA,0.512933,0.704,18.745,15.589,38.454
IAB,49.72,0.97,16.71,4.95,4.03,11.46,6.62,0.17,1.81,2.53,0.45,39,80,9.6,38,7.8,2,7,0.96,4.9,0.91,2.46,0.36,2.17,0.31,NA,259,44,33,43,NA,NA,NA,53,700,26,129,16,NA,3.7,819,3.2,0.92,16,11.1,2.88,NA,NA,NA,NA,NA
IAB,49.79,0.918,18.79,10.29,NA,10.95,4.43,0.173,0.675,3.5,0.211,14.56,28.9,NA,15.94,3.822,1.268,4.1,NA,3.9,NA,2.27,NA,2.122,0.315,20.7,261,32,NA,35,83,83,NA,12.1,500,23.4,84.7,6.24,NA,NA,256,NA,NA,6.6,4,1.43,0.512902,0.7051,19.33,15.713,38.96
IAB,49.79,0.766,17.82,NA,NA,9.35,6.7,0.175,1.158,3.45,0.148,13.26,25.2,NA,13.47,3.125,1.036,3.19,NA,3,NA,1.748,NA,1.643,0.243,37,166,293,NA,123,34,80,17,19.2,552,17.7,66.4,4.22,NA,NA,278,NA,NA,3.5,4,1.12,NA,0.70523,19.422,15.739,39.03
IAB,50,1.28,17.4,NA,NA,10.17,8.07,0.22,0.29,2.32,0.18,3.9,12.2,NA,8.8,2.9,1.04,NA,0.64,NA,NA,NA,NA,2.4,0.41,37,279,204,34,87,NA,NA,NA,4,210,27,86,2.3,NA,0.02,30,2.3,0.05,0.8,0.24,0.05,NA,NA,18.54,15.55,38.16
IAB,50.06,0.85,15.56,NA,NA,9.73,10.37,0.16,0.43,2.36,0.12,5.7,13.4,NA,10,2.6,0.94,NA,0.61,NA,NA,NA,NA,2.2,0.34,34,251,719,NA,234,NA,NA,NA,12,197,18,71,4.4,NA,0.59,112,2.09,0.21,NA,1.328,0.698,0.512907,0.704407,NA,NA,NA
IAB,50.11,0.629,18.01,2.28,8.07,11.21,7.77,0.191,0.101,1.41,0.069,1.1,2.9,NA,2.6,0.9,0.34,NA,0.25,NA,NA,NA,NA,1.55,0.24,43,323,140,41,49,42,100,15,1.1,184,13,20,0.9,1.1,0,42,0.55,NA,3.4,0,NA,NA,NA,NA,NA,NA
IAB,50.37,0.69,18.65,NA,NA,11.65,5.78,0.18,0.055,1.82,0.02,1.02,2.95,0.53,3.03,1.12,0.51,1.58,0.32,2.19,0.45,1.41,0.23,1.48,0.22,40.6,293,54,33,20,114,74,16.5,2,116,13,37,0.22,NA,0.06,66,0.69,0.02,1.19,0.12,0.03,NA,NA,NA,NA,NA
IAB,50.39,1.12,15.79,7.91,3.52,7.66,4.69,0.295,1.44,3.76,0.234,7.9,18.2,NA,11.9,3.2,0.97,NA,0.57,NA,NA,NA,NA,2.15,0.37,32,403,15,31,13,142,140,22,31.6,336,24,75,1.5,1.3,1.4,280,1.78,NA,3.5,1.02,NA,NA,NA,NA,NA,NA
IAB,50.4,0.85,17.8,3.04,8.06,11.4,5.25,0.21,0.22,2.17,0.05,1.31,4.6,0.75,4.25,1.51,0.76,2.06,0.43,2.79,0.64,1.74,0.27,1.89,0.28,NA,NA,NA,NA,NA,NA,NA,NA,2.99,279,16.7,27.6,0.23,NA,0.22,109,0.91,0.021,1.42,0.13,0.0691,0.513091,0.703443,18.303,15.497,38.077
IAB,50.42,1.07,17.65,2.54,8.34,10.45,4.95,0.207,0.587,2.32,0.177,5.9,14.2,NA,11.1,3.3,1.14,NA,0.83,NA,NA,NA,NA,3.51,0.55,40,389,18,33,4,95,115,19,10.4,333,33,73,2,1.7,1,157,2.28,NA,5.1,0.63,NA,NA,NA,NA,NA,NA
IAB,50.5,0.73,20.2,NA,NA,11.15,3.55,0.19,0.89,2.58,0.17,7.45,15.76,2.34,10.73,2.79,0.99,3.17,0.563,3.16,0.667,1.87,0.291,1.86,0.288,NA,257,6,NA,12,NA,76,NA,19.9,395,18.1,59.2,1.13,NA,0.463,165,1.6,0.088,1.79,0.881,0.383,0.512987,NA,NA,NA,NA
IAB,50.54,0.92,17.03,NA,NA,10.24,7.95,0.17,0.4,2.5,0.11,4.9,12.1,NA,8.8,2.54,0.95,NA,0.62,NA,NA,NA,NA,2.21,0.36,40,295,300,NA,109,NA,NA,NA,11,206,18,66,3.7,NA,0.39,98,1.88,0.16,NA,0.957,0.486,NA,0.704338,19.326,15.722,38.908
IAB,50.59,2.41,15.03,2.75,6.19,9.67,4.62,0.18,1.19,2.71,0.52,12.9,27.1,NA,12.4,2.9,0.95,NA,0.47,NA,NA,NA,NA,1.5,0.23,21,265,100,31,54,176,80,15,23,357,31,160,3.9,1.3,2.4,497,1.38,NA,6,1.36,NA,0.51244,NA,NA,NA,NA
IAB,50.92,0.79,17.03,4.56,4.35,10.98,6.8,0.17,1.02,2.48,0.29,18.9,39.9,NA,18,3.58,1.47,NA,0.62,NA,NA,NA,NA,1.98,0.32,37,NA,27,NA,58,NA,NA,NA,20,631,20,90,12,NA,0.82,296,2.13,0.37,NA,3,1.2,NA,0.70405,NA,NA,NA
IAB,50.98,0.85,18.79,2.62,7.68,12.28,4.19,0.19,0.28,2.06,0.05,2.26,6.45,1.07,5.53,1.81,0.689,2.36,0.403,2.68,0.577,1.75,0.242,1.67,0.263,34.8,329,24.3,42.3,20.5,97.8,84.8,19,4.83,205,15.6,27.5,0.37,NA,0.35,86,0.95,0.024,1.69,0.245,0.12,NA,NA,NA,NA,NA
IAB,51.02,0.96,20.68,4,3.82,11.48,4.18,0.13,1.02,2.44,0.26,6,19.9,NA,16.4,NA,1.35,NA,0.7,NA,NA,NA,NA,2.29,0.41,33,308,107,NA,41,109,66,17,30,543,22,66,0,NA,NA,144,1.8,0.44,0,1.12,NA,0.513066,0.70283,NA,NA,NA
IAB,51.07,0.843,17.93,9.02,NA,10.66,5.78,0.155,1.074,2.87,0.23,20.9,32.8,NA,21.65,4.682,1.471,4.84,NA,4.18,NA,2.46,NA,2.26,0.341,26.5,251,98,NA,44,46,83,NA,22,645,28,96.9,6.2,NA,NA,323,NA,NA,4,6,2.11,0.512903,0.70486,19.217,15.717,38.84
IAB,51.14,1.19,16.83,NA,NA,4.06,6.69,0.16,1.81,4.52,0.24,9.3,21.4,NA,14.4,3.77,1.25,NA,0.7,NA,NA,NA,NA,2.28,0.34,25.9,228,224,30,86,39,75,14,50,862,24,117,1,NA,NA,1079,2.52,NA,8,1.1,0.8,NA,NA,NA,NA,NA
IAB,51.2,0.82,16.88,NA,NA,10.55,7.76,0.16,0.33,2.33,0.09,3.2,8.2,NA,8.3,2.24,0.83,NA,0.58,NA,NA,NA,NA,2.37,0.39,39,277,303,NA,75,NA,NA,NA,8,167,18,51,2.9,NA,NA,81,1.75,0.1,NA,0.481,0.263,0.512976,0.70391,19.155,15.695,38.766
IAB,51.25,0.91,16,3.84,4.94,10.84,6.55,0.16,1.94,2.52,0.38,48,92,11.2,42,7.9,2,6.2,0.86,4.67,0.86,2.32,0.36,2,0.34,NA,265,96,33,47,NA,NA,NA,65,751,25,147,19,NA,5,958,3.4,1.18,18,17.6,3.93,NA,NA,NA,NA,NA
IAB,51.37,0.68,16.15,NA,NA,11.47,6.19,0.22,0.29,2.19,0.05,2.23,6.34,1.04,5.15,1.64,0.62,2.1,0.39,2.72,0.61,1.59,0.24,1.69,0.26,40.3,245,60,36,19,142,76,NA,6,142,17,45,0.66,NA,0.28,91,0.96,0.04,3.87,0.51,0.17,NA,NA,NA,NA,NA
IAB,51.43,0.91,17.97,NA,NA,9.2,5.23,0.18,0.4,2.59,0.12,5.1,12.1,NA,8.6,2.68,0.95,NA,0.68,NA,NA,NA,NA,2.47,0.39,31,227,116,25.6,45,NA,98,NA,12,214,18,67,3.5,NA,0.54,128,2.13,0.13,NA,0.936,0.557,0.512892,0.704303,19.258,15.716,38.797
IAB,51.5,0.65,15.69,NA,NA,11.75,7.14,0.19,0.21,1.58,0.05,1.22,3.63,0.67,3.65,1.41,0.54,1.99,0.38,2.71,0.6,1.86,0.27,1.82,0.28,47.8,NA,107,46.1,42.4,133,78.3,NA,3.47,132,15.1,26.7,0.25,NA,0.21,69.9,1.04,0.03,1.42,0.17,0.08,NA,NA,NA,NA,NA
IAB,51.55,0.8,17.02,NA,NA,9.14,7.72,0.17,0.32,2.74,0.11,4.8,11.7,NA,8.6,2.3,0.87,NA,0.59,NA,NA,NA,NA,1.99,0.33,30,215,360,NA,139,NA,NA,NA,10,200,18,72,3.5,NA,0.49,117,2.38,0.17,NA,0.879,0.461,0.512918,0.704204,19.31,15.72,38.814
IAB,51.68,0.82,17.82,NA,NA,10.43,5.67,0.16,0.56,2.57,0.11,4.9,11.7,NA,9.6,2.47,0.89,NA,0.59,NA,NA,NA,NA,2.25,0.36,38,270,64,NA,37,NA,NA,NA,9,341,18,71,3,NA,0.36,102,1.91,0.1,NA,0.865,0.369,0.512843,0.703777,18.98,15.639,38.631
IAB,51.84,0.32,16.79,NA,NA,12.16,6.79,0.18,0.16,1.19,0.02,1.07,2.37,0.364,1.83,0.687,0.279,1.03,0.189,1.26,0.291,0.892,0.128,0.885,0.138,46.8,273,NA,76,24.7,NA,NA,11.8,2.51,133,8.31,11,0.59,NA,0.086,44.1,0.36,NA,0.89,0.164,0.081,NA,0.703898,19.258,15.618,38.9
IAB,51.89,1.49,16.2,NA,NA,10.07,6.11,0.18,0.28,4.07,0.21,8,21.9,NA,14.4,3.94,1.46,4.83,NA,4.92,NA,3.21,NA,2.99,NA,NA,NA,141,NA,35,NA,76,16,3,340,26,144,2,NA,NA,80,NA,NA,4,2,NA,NA,0.70336,NA,NA,NA
IAB,52,0.86,17.89,NA,NA,6.69,9.29,0.13,0.8,3.31,0.13,2.4,7.5,NA,5.7,1.8,0.75,NA,0.43,NA,NA,NA,NA,1.6,0.27,37,235,61,34,34,NA,NA,NA,9,242,19,53,2.2,NA,0.16,168,1.2,0.05,1.3,0.17,0.05,NA,NA,18.8,15.57,38.36
IAB,52.17,0.95,13.68,NA,NA,9.5,4.55,0.23,0.46,2.03,0.11,5.21,13.57,2.07,9.69,2.67,0.94,2.87,0.5,3.03,0.63,1.79,0.29,1.75,0.28,NA,NA,NA,NA,NA,NA,NA,NA,9.5,449,18.8,58.4,1.43,NA,NA,150,1.65,0.09,3.38,0.5,0.2,0.513063,0.703352,18.253,15.53,38.201
IAB,52.23,1.22,14.15,NA,NA,11.29,7.37,0.19,0.07,2.05,0.09,3.21,8.65,1.35,6.56,2.173,0.83,3.07,0.57,3.56,0.79,2.25,0.36,2.3,0.36,46.52,389,211,46,85,154,77,16,0.74,803.81,23.29,60.48,4.58,NA,0.01,21.47,1.61,0.34,0.25,0.27,0.09,0.513009,NA,NA,NA,NA
IAB,52.33,1.56,16.64,2.16,6.58,9.97,5.19,0.17,0.4,4.57,0.26,8,24.1,NA,16.3,4.26,1.5,4.88,NA,5.05,NA,3.06,NA,2.78,NA,NA,NA,101,NA,19,NA,73,20,5,427,27,172,3,NA,NA,79,NA,NA,5,3,NA,NA,0.70346,NA,NA,NA
IAB,52.36,1.07,19.33,4.37,5.97,10.14,3.46,0.18,0.54,2.38,0.21,5,13.3,NA,11.7,NA,1.24,NA,0.7,NA,NA,NA,NA,2.57,0.46,35,322,22,NA,13,89,87,18,7,296,26,69,0,NA,NA,83,2.1,0.14,0,0.52,NA,0.513058,0.7031,NA,NA,NA
IAB,52.88,0.788,18.65,0,9.48,10.6,4.88,0.186,0.141,2.12,0.097,1.4,4.7,NA,4.1,1.5,0.66,NA,0.45,NA,NA,NA,NA,1.81,0.28,38,309,60,25,18,83,119,16,1.3,240,18,29,1,1.2,0,72,0.77,NA,4.1,0,NA,NA,NA,NA,NA,NA
IAB,52.88,0.93,18.52,NA,NA,9.39,4.51,0.18,0.48,2.88,0.12,5.2,12.5,NA,8.9,2.88,1.03,NA,0.69,NA,NA,NA,NA,2.73,0.44,31,230,34,NA,22,NA,NA,NA,13,215,19,71,3,NA,0.47,125,2.1,0.15,NA,0.958,0.475,0.512864,0.704229,NA,NA,NA
IAB,52.88,0.64,17.68,NA,NA,10.3,6.14,0.13,0.47,3.54,0.06,2,7.92,NA,5.47,1.56,0.65,1.9,NA,2.02,NA,1.25,NA,1.15,NA,NA,NA,130,NA,40,NA,62,19,11,332,10,58,1,NA,NA,77,NA,NA,5,2,NA,NA,0.70349,NA,NA,NA
IAB,52.9,0.95,17.95,NA,NA,8.86,4.07,0.18,0.53,3.19,0.13,5.9,14.1,NA,10.6,3.14,1.11,NA,0.74,NA,NA,NA,NA,2.95,0.45,33,248,29,20.6,22,NA,99,NA,14,212,19,81,3.8,NA,0.6,133,2.43,0.18,NA,1.052,0.534,0.512877,0.704209,18.644,15.625,38.253
IAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,4.59,0.792,4.37,1.63,0.619,2.19,0.38,2.6,0.564,1.64,0.232,1.63,0.238,48.4,316,106,51.6,40.3,153,88.6,16,1.11,160,15.3,28.8,0.31,NA,0.032,31.5,0.974,0.025,1.75,0.167,0.076,0.513004,0.703604,18.629,15.579,38.368
IAB,47.1,0.84,19.2,4.51,5.48,7.54,6.01,0.2,0.89,3.44,0.08,1.24,4.3,NA,4.83,2,0.7,2.8,0.54,3.82,NA,NA,0.44,2.69,0.39,40.8,410,45.7,29.6,37,NA,120,32,NA,170,20,NA,NA,NA,0.14,302,1.21,NA,10,NA,NA,NA,NA,NA,NA,NA
IAB,47.12,0.87,15.69,2.93,6.89,11.12,11.32,0.16,0.98,2.18,0.22,8.87,20.4,NA,12,3.37,1.04,NA,0.53,NA,NA,NA,NA,1.76,0.265,39.6,324,1092,46.1,203,NA,NA,NA,15,198,19,56,2.5,NA,0.2,162,1.88,0.14,NA,1.36,0.4,NA,NA,NA,NA,NA
IAB,48.8,0.93,14.1,NA,NA,11.53,10.7,0.18,0.1,1.75,0.068,2.65,6.65,1.02,5.4,1.69,0.71,2.11,0.42,2.92,0.59,1.75,0.25,1.77,0.26,NA,NA,670,NA,227,NA,NA,NA,2,77,18,46,3.8,NA,NA,35,1.06,NA,NA,0.25,0.08,NA,NA,NA,NA,NA
IAB,49.1,1.25,15.9,NA,NA,10.1,9.8,0.16,0.61,3.7,0.28,9.7,23.6,NA,13.9,3.1,1.2,3,NA,2.7,NA,1.4,NA,1.2,NA,33,290,377,NA,160,74,69,19,5.3,581.9,14,88,3.2,NA,0.05,106,NA,NA,NA,NA,NA,0.512905,0.703804,18.724,15.608,38.522
IAB,49.83,0.77,16.6,3.07,5.3,8.53,12.53,0.15,0.38,2.73,0.05,5.2,11.7,NA,8.7,2.1,0.81,NA,0.4,NA,NA,NA,NA,1.6,0.32,32,NA,1014,46,280,NA,NA,NA,6,324,NA,95,11,NA,NA,106,1.5,0.07,NA,0.9,NA,NA,NA,NA,NA,NA
IAB,49.87,0.74,16.31,2.8,7.16,11.74,6.43,0.15,0.6,2.35,0.16,5.27,12.02,NA,NA,2.55,0.87,NA,0.38,NA,NA,NA,NA,1.84,0.33,40.9,NA,52,46.5,NA,NA,101,NA,9.42,167,NA,NA,NA,NA,0.24,122,1.5,2.3,NA,NA,NA,NA,0.70349,NA,NA,NA
IAB,49.91,1.163,14.49,12.25,NA,10.6,8.36,0.185,0.304,3.01,0.091,3.44,8.59,NA,6.6,1.98,0.76,2.78,NA,3.14,0.69,2.08,NA,2.07,0.32,51.8,372,307,NA,111,NA,NA,14.9,2.3,403,23.7,59,4.6,NA,NA,22,NA,NA,NA,NA,NA,NA,0.705921,NA,NA,NA
IAB,50.3,0.82,16.9,NA,NA,11.4,7.5,0.14,0.23,2.5,0.17,4.7,13.6,NA,8,2.3,0.9,NA,NA,2.8,NA,1.7,NA,1.5,NA,33,228,734,NA,240,83,76,18,3.3,373.2,19,75,0.5,NA,1.75,85,NA,NA,NA,NA,NA,0.512955,0.703593,18.754,15.603,38.539
IAB,51.7,0.75,16.2,6.94,4.01,11.8,6.73,0.2,0.46,1.26,0.13,3.08,7.05,NA,5.46,1.94,0.732,2.26,0.502,2.9,NA,NA,0.274,1.87,0.287,52,480,122,39.9,28,19,70,28,14,238,22,44,NA,NA,0.146,147,NA,0.891,5,0.357,NA,NA,NA,NA,NA,NA
IAB,52.32,0.8,16.42,5.61,3.15,9.18,9.33,0.19,0.21,2.62,0.11,8.5,20.2,NA,11.9,2.7,0.97,NA,0.38,NA,NA,NA,NA,1.8,0.21,27,NA,682,39,224,NA,NA,NA,4,385,18,98,8,NA,NA,113,2,0.17,NA,1.2,NA,NA,NA,NA,NA,NA
IAB,52.47,0.85,17.64,2.44,4.88,9.24,6.63,0.15,2.02,2.61,0.29,40,83,NA,31,6.1,1.7,NA,0.95,NA,NA,NA,NA,2.5,0.38,30.2,NA,226,33,64,NA,NA,NA,59,568,27,154,21,NA,NA,724,3.2,0.95,NA,13.3,NA,NA,NA,NA,NA,NA
IAB,52.6,0.865,14.04,9.87,NA,9.14,8.44,0.163,0.836,4.05,0.073,1.8,4.98,NA,4.51,1.55,0.63,2.28,0.41,NA,NA,NA,0.27,1.62,0.28,48.8,300,400,NA,121,NA,NA,11,46.8,194,18.6,42,3.1,NA,NA,185,NA,NA,NA,NA,NA,0.513007,0.706937,NA,NA,NA
IAB,52.89,0.78,16.67,9.11,NA,10.35,6.35,0.17,0.59,2.53,0.12,7.85,9.7,NA,NA,3.031,1,NA,0.46,NA,NA,NA,NA,2.356,0.29,44,269,134,30,31,121,71,NA,7,211,NA,102,4.04,NA,NA,100,1.1,NA,NA,0.9,NA,NA,NA,NA,NA,NA
IAB,53,1.11,16.1,9.22,NA,8.78,6.94,0.16,0.84,3.67,0.21,12.1,28.3,3.11,15.4,4.12,1.28,4.28,0.71,4.46,0.92,2.85,0.38,2.83,0.43,NA,NA,NA,NA,NA,NA,NA,NA,23.6,313,27,138,5.07,NA,1.03,195,3.15,0.28,NA,2.15,0.64,0.512946,0.703397,NA,NA,NA
