pl_name,pl_rade,pl_radeerr1,pl_bmasse,pl_bmassprov,pl_orbsmax,st_rad,sy_dist,disc_year,discoverymethod,disc_facility
Kepler-1247 b,2.33,0.21,6.04,M-R relationship,0.1091,0.82,1045.92,2016,Transit,Kepler
Kepler-68 e,11.2,,86.4493267,Msini,4.6,1.2564,144.166,2023,Radial Velocity,Roque de los Muchachos Observatory
Kepler-1406 b,1.1,0.18,1.37,M-R relationship,0.0987,1.12,572.403,2016,Transit,Kepler
Kepler-1682 b,2.88940836,,8.7,M-R relationship,0.1134,0.842301,1159.85,2020,Transit,Kepler
Kepler-174 d,2.19,0.13,5.43,M-R relationship,0.677,0.622,384.757,2014,Transit,Kepler
Kepler-326 b,1.52,0.16,44.6,Mass,0.032,0.801,487.675,2014,Transit,Kepler
GJ 3998 d,2.34,,6.07,Msini,0.189,0.5,18.1459,2025,Radial Velocity,Multiple Observatories
HD 205158 b,13.9,,124.58873554,Msini,0.177,1.87741,86.6159,2022,Radial Velocity,Multiple Observatories
HD 219134 h,12.7,,108.0622,Msini,3.11,0.77,6.53127,2015,Radial Velocity,Roque de los Muchachos Observatory
K2-183 c,2.3,0.2,5.9,M-R relationship,0.0932,0.87,329.041,2018,Transit,K2
NGTS-21 b,14.90794433,0.33626942,750.07504052,Mass,0.0236,0.86,592.891,2022,Transit,Next-Generation Transit Survey (NGTS)
Kepler-1519 b,7.06,0.81,39.6,M-R relationship,0.7655,0.91,1441.63,2016,Transit,Kepler
TCP J05074264+2447555 b,4.72,,20.0,Mass,0.94,1.42487,505.0,2018,Microlensing,Multiple Observatories
TOI-2459 b,2.9531,0.0916,9.03,M-R relationship,,0.6751,36.6113,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-784 b,1.58,0.34,3.12,M-R relationship,0.22111,1.32,1303.72,2016,Transit,Kepler
TOI-2641 b,18.10250383,5.17854908,122.6817651,Mass,0.0607,1.336,344.045,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-255 c,2.99,1.18,9.22,M-R relationship,0.092,0.933,1052.53,2014,Transit,Kepler
HD 51608 c,3.87,,14.31,Msini,0.3809,0.916136,35.0553,2019,Radial Velocity,La Silla Observatory
TIC 434398831 c,5.63,0.29,27.0,M-R relationship,0.06572,0.909,217.011,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3082 b,3.6621,0.1464,13.0,M-R relationship,,0.6847,113.048,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1037 b,1.28,0.09,2.18,M-R relationship,0.0198,0.78,446.914,2016,Transit,Kepler
TOI-2141 d,3.97,,14.9,Msini,0.2906,0.95,77.682,2025,Radial Velocity,Roque de los Muchachos Observatory
HD 88133 b,13.8,,324.1866,Mass,0.0479,2.2,73.6123,2004,Radial Velocity,W. M. Keck Observatory
TOI-1448 b,2.749,0.067,19.5,Mass,0.0567,0.38,73.3345,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TIC 294329732 b,2.07692266,0.22293792,4.97,M-R relationship,,0.920172,189.333,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
WISPIT 2 c,17.93436912,6.72538842,3178.28407,Mass,14.0,1.3,134.907,2026,Imaging,Multiple Observatories
K2-272 b,3.13,0.38,9.96,M-R relationship,0.1007,0.83,423.065,2018,Transit,K2
TOI-3474 b,14.67255574,0.36989636,193.87532827,Mass,0.0502,1.256,420.123,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-825 c,1.84,0.4,4.04,M-R relationship,0.0759,1.08,807.85,2016,Transit,Kepler
Kepler-382 b,1.32,0.63,2.3,M-R relationship,0.055,0.945,935.446,2014,Transit,Kepler
Kepler-266 b,2.48,1.2,6.71,M-R relationship,0.071,1.028,1370.79,2014,Transit,Kepler
Kepler-1962 b,1.21463929,,1.95,M-R relationship,0.0783,1.006,866.826,2021,Transit,Kepler
TOI-1266 d,1.74,,3.68,Mass,0.1513,0.4232,36.0118,2025,Transit Timing Variations,Transiting Exoplanet Survey Satellite (TESS)
Kepler-691 b,2.09,0.09,5.02,M-R relationship,0.0649,0.5,279.115,2016,Transit,Kepler
HD 142415 b,13.5,,530.7761,Msini,1.06,1.04,35.5318,2003,Radial Velocity,La Silla Observatory
WASP-167 b,17.71022,0.56045,2542.64,Mass,0.0365,1.79,423.552,2017,Transit,Multiple Observatories
K2-412 b,2.116,0.105,5.13,M-R relationship,0.0586,0.977,654.085,2022,Transit,K2
Kepler-1441 b,1.31,0.22,2.27,M-R relationship,0.2346,1.0,1110.48,2016,Transit,Kepler
CoRoT-28 b,10.704595,0.739794,153.82972,Mass,0.0603,1.78,766.183,2015,Transit,CoRoT
Kepler-88 d,13.1,,965.14699656,Msin(i)/sin(i),2.466329866,0.897,376.863,2020,Radial Velocity,W. M. Keck Observatory
Kepler-1755 b,5.91688317,,29.4,M-R relationship,0.1668,0.921,982.383,2021,Transit,Kepler
Teegarden's Star c,1.02,,1.05,Msini,0.0455,0.12,3.83078,2019,Radial Velocity,Calar Alto Observatory
HD 219828 b,4.59,,19.06970442,Msini,0.049,1.56,73.114,2007,Radial Velocity,La Silla Observatory
Kepler-835 b,2.79,0.54,8.2,M-R relationship,0.107,1.11,2406.33,2016,Transit,Kepler
Kepler-1666 c,3.23564749,,10.5,M-R relationship,0.2383,1.14586,1379.37,2020,Transit,Kepler
Kepler-1143 b,1.67,0.13,3.43,M-R relationship,0.0371,0.77,555.189,2016,Transit,Kepler
KOI-4777.01,0.51,0.03,99.2,Mass,0.008,0.4,172.245,2022,Transit,Kepler
Kepler-79 d,7.15,0.2,5.3,Mass,0.2937,1.316,1020.72,2014,Transit,Kepler
Kepler-190 b,1.56,0.11,3.05,M-R relationship,0.03,0.795,433.387,2014,Transit,Kepler
NGTS-17 b,13.89913607,1.23298788,242.82090295,Mass,0.0391,1.337,1040.28,2021,Transit,Next-Generation Transit Survey (NGTS)
Kepler-354 c,1.31,0.42,2.27,M-R relationship,0.115,0.674,554.064,2014,Transit,Kepler
TIC 198190129 b,2.92284949,0.21251203,8.87,M-R relationship,,0.640675,130.035,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1933 b,1.17984089,,1.76,M-R relationship,0.05605,1.008,328.007,2021,Transit,Kepler
OGLE-2014-BLG-0676L b,13.1,,988.44634577,Mass,2.04,,1880.0,2016,Microlensing,OGLE
Kepler-1041 b,2.94,0.62,8.96,M-R relationship,0.1688,1.08,1485.82,2016,Transit,Kepler
KIC 10525077 b,5.5,0.9,25.9,M-R relationship,,1.01,1461.15,2015,Transit,Kepler
K2-70 b,2.89,0.47,8.7,M-R relationship,0.1112,0.93,232.964,2016,Transit,K2
TOI-5704 b,3.2274,0.1873,10.5,M-R relationship,,0.7575,89.637,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
HATS-4 b,11.433,0.415,420.471,Mass,0.0362,0.925,416.459,2014,Transit,HATSouth
Kepler-121 b,2.34,1.27,6.08,M-R relationship,0.039,0.701,510.523,2014,Transit,Kepler
HD 163607 b,13.9,,249.051588,Msini,0.362,1.76,67.7855,2012,Radial Velocity,W. M. Keck Observatory
TOI-1453 b,1.173,0.059,2.32,Mass,,0.72,78.7415,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-395 c,1.32,0.09,2.3,M-R relationship,0.177,0.556,421.382,2014,Transit,Kepler
Kepler-1965 b,1.35415138,,2.4,M-R relationship,0.22971,0.837,521.791,2021,Transit,Kepler
DMPP-8 b,10.8,,81.09,Msini,0.3098,1.24,76.1335,2026,Radial Velocity,Multiple Observatories
Kepler-501 b,4.3,0.69,17.1,M-R relationship,0.0627,1.04,1125.24,2016,Transit,Kepler
TOI-892 b,11.99363,0.22418,301.9385,Mass,0.092,1.39,340.543,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1898 b,0.93353523,,0.76,M-R relationship,0.05063,1.125,360.921,2021,Transit,Kepler
Kepler-1274 b,1.42,0.1,2.6,M-R relationship,0.08161,2.17,614.648,2016,Transit,Kepler
G 9-40 b,1.9,0.065,4.0,Mass,0.0418,0.3026,27.9276,2019,Transit,K2
K2-46 b,2.05,0.24,4.86,M-R relationship,0.13821,1.29,449.237,2016,Transit,K2
K2-199 c,2.85,0.1,12.4,Mass,0.0662,0.682,107.518,2018,Transit,K2
TOI-2005 b,11.99360935,0.67253884,2034.1018048,Mass,0.16,2.02,328.475,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1065 b,3.73,0.64,13.4,M-R relationship,0.0455,0.93,1122.48,2016,Transit,Kepler
TOI-7394 B b,11.5,0.69,668.74,Mass,0.01913,0.609,189.986,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5811 B b,21.96960217,2.01761653,257.44100967,Mass,0.0731,3.73,170.135,2026,Transit,Multiple Observatories
HD 112300 b,12.2,,5031.22368281,Msini,1.33,65.8,62.07324,2023,Radial Velocity,Bohyunsan Optical Astronomical Observatory
TOI-5614 b,3.21759316,0.36584065,10.4,M-R relationship,,0.734919,223.016,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-793 b,1.37,0.28,2.45,M-R relationship,0.0491,0.97,985.699,2016,Transit,Kepler
Kepler-307 c,2.2,0.07,3.64,Mass,0.10896,0.814,575.581,2013,Transit,Kepler
Kepler-613 b,2.29,0.4,5.86,M-R relationship,0.1232,0.96,861.494,2016,Transit,Kepler
K2-138 g,3.013,0.303,4.32,Mass,0.23109,0.863,202.585,2021,Transit,K2
HD 128311 b,13.5,,562.24127,Msini,1.084,0.76,16.3292,2002,Radial Velocity,W. M. Keck Observatory
Kepler-20 b,1.773,0.053,9.7,Mass,0.04565,0.9164,282.563,2011,Transit,Kepler
Kepler-1634 b,3.19,0.52,10.3,M-R relationship,1.0525,0.89,617.339,2016,Transit,Kepler
Kepler-445 d,1.25,0.19,2.1,M-R relationship,0.0439,0.21,127.201,2015,Transit,Kepler
Kepler-1701 b,2.22186207,,5.57,M-R relationship,0.5738,0.840217,584.142,2020,Transit,Kepler
Kepler-1835 b,3.53387773,,12.2,M-R relationship,0.0997,0.961,1404.38,2021,Transit,Kepler
Kepler-1024 b,3.91,0.27,14.5,M-R relationship,0.3033,0.78,1087.4,2016,Transit,Kepler
Kepler-1545 b,2.7,0.22,7.75,M-R relationship,0.5442,0.8,729.964,2016,Transit,Kepler
Kepler-1774 b,3.18179549,,10.2,M-R relationship,0.29496,1.122,816.592,2021,Transit,Kepler
KOBE-1 b,2.91,,8.8,Msini,0.07006,0.619,23.9718,2025,Radial Velocity,Calar Alto Observatory
Kepler-1852 b,1.88610592,,4.22,M-R relationship,0.0762,0.826,772.481,2021,Transit,Kepler
Kepler-1196 b,2.23,0.37,5.6,M-R relationship,0.3179,0.97,922.333,2016,Transit,Kepler
TOI-1221 b,2.91,0.13,1112.3994245,Mass,0.387,1.031,138.411,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-324 c,3.15,0.33,6.2,Mass,0.26,0.84,501.574,2014,Transit,Kepler
Kepler-1122 b,2.04,0.27,4.82,M-R relationship,0.2315,0.89,1230.42,2016,Transit,Kepler
Kepler-1826 b,1.47519116,,2.78,M-R relationship,0.0213,0.486,336.952,2021,Transit,Kepler
HD 134606 c,3.37,,11.31,Msini,0.3007,1.158,26.7909,2024,Radial Velocity,Multiple Observatories
TIC 150070085 b,3.62,0.21,12.8,M-R relationship,,1.086,204.368,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
HIP 75092 b,13.5,,568.91284853,Msini,2.02,4.53,81.6696,2021,Radial Velocity,Multiple Observatories
Kepler-828 b,1.51,0.08,2.89,M-R relationship,0.01228,0.77,575.322,2016,Transit,Kepler
CoRoT-8 b,6.39,0.22,69.92,Mass,0.063,0.77,322.037,2010,Transit,CoRoT
HD 39091 b,12.3,,4481.3805387,Mass,3.28,1.17,18.2702,2001,Radial Velocity,Anglo-Australian Telescope
K2-136 b,1.014,0.05,4.3,Mass,0.0707,0.677,59.2474,2017,Transit,K2
K2-136 c,3.0,0.13,18.1,Mass,0.1185,0.677,59.2474,2017,Transit,K2
K2-136 d,1.565,0.077,3.0,Mass,0.1538,0.677,59.2474,2017,Transit,K2
pi Men c,2.0189,0.0465,3.63,Mass,0.06839,1.17,18.2702,2018,Transit,Transiting Exoplanet Survey Satellite (TESS)
LHS 1815 b,1.088,0.064,1.58,Mass,0.0404,0.501,29.8424,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
HIP 67522 b,9.9872018,0.23538859,71.4,M-R relationship,0.0748,1.38,127.28,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 5278 b,2.45,0.05,7.8,Mass,0.1202,1.194,57.5846,2021,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 5278 c,4.49,,18.4,Msini,0.2416,1.194,57.5846,2021,Radial Velocity,Paranal Observatory
TOI-1062 b,2.265,0.096,10.15,Mass,0.052,0.84,82.1733,2021,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1062 c,3.1,,9.78,Msini,0.08,0.84,82.1733,2021,Radial Velocity,La Silla Observatory
TOI-2285 b,1.77,0.12,19.5,Mass,0.1363,0.464,42.409,2021,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2109 b,15.098497,0.52682209,1595.49860314,Mass,0.01791,1.698,262.041,2021,Transit,Transiting Exoplanet Survey Satellite (TESS)
pi Men d,3.72,,13.38,Msini,0.506,1.19,18.2702,2022,Radial Velocity,La Silla Observatory
TOI-1107 b,14.57167491,0.56044903,1064.72516345,Mass,0.0561,1.81,281.314,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-707 b,2.416,0.098,6.42,M-R relationship,0.275,0.978,130.959,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-907.01,9.6158851,0.6116279,67.0,M-R relationship,0.055225481,2.059789,312.529,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
LHS 475 b,0.991,0.05,0.941,M-R relationship,0.02037,0.2789,12.4814,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-912 b,1.93,0.13,5.1,Mass,0.041,0.419,26.1072,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-913 b,2.4528,0.1269,6.59,M-R relationship,,0.7325,65.1769,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1105 b,3.05823658,0.96295513,9.58,M-R relationship,,0.755833,79.5225,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1230.01,2.38627705,0.25461704,6.29,M-R relationship,,1.15281,143.138,2021,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2322 c,1.874,0.066,18.1,Mass,0.1362,0.662,59.861,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2322 b,0.994,0.057,2.31,Mass,0.0924,0.662,59.861,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3353.01,2.6667555,0.230776,7.59,M-R relationship,0.060118218,1.0207,78.7577,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
NGTS-26 b,14.88552637,0.66132986,92.80589484,Mass,0.049,1.16,1093.69,2024,Transit,Next-Generation Transit Survey (NGTS)
TIC 46432937 b,13.31626907,0.33626942,1017.0509024,Mass,0.02065,0.5299,90.5369,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
HIP 67522 c,7.93595834,0.3474784,48.3,M-R relationship,0.1228,1.38,127.28,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-103 c,5.4539,0.177,58.47,Mass,0.6679,1.492,494.832,2014,Transit,Kepler
Kepler-546 b,7.0,1.93,39.1,M-R relationship,0.0502,1.15,1019.65,2016,Transit,Kepler
Kepler-103 b,3.4857,0.0567,11.67,Mass,0.133,1.492,494.832,2014,Transit,Kepler
Kepler-433 b,16.25,1.79,896.24,Mass,0.0679,2.26,1878.31,2015,Transit,Kepler
Kepler-1976 b,12.21,1.96,,Msini,0.0565,1.082,1314.51,2023,Transit Timing Variations,Kepler
Kepler-1157 b,1.09,0.04,1.32,M-R relationship,0.0448,0.71,342.144,2016,Transit,Kepler
Kepler-1610 b,1.61,0.19,3.22,M-R relationship,0.0777,0.87,864.331,2016,Transit,Kepler
Kepler-1245 c,1.44,0.13,2.67,M-R relationship,0.0372,0.83,805.936,2016,Transit,Kepler
Kepler-297 d,32.6,3.6,,Msini,0.523,0.897,692.14,2023,Transit,Kepler
Kepler-431 b,0.764,,0.37,M-R relationship,0.0719,1.092,486.546,2015,Transit,Kepler
DMPP-4 b,3.53,,12.2,Msini,0.04853,1.38,25.3284,2023,Radial Velocity,Multiple Observatories
Kepler-184 d,2.49,1.41,6.76,M-R relationship,0.179,0.873,610.326,2014,Transit,Kepler
Kepler-1140 b,2.77,0.45,8.1,M-R relationship,0.1478,0.73,656.48,2016,Transit,Kepler
TOI-1799 b,1.642,0.227,4.0,Mass,0.072502,0.957,62.1274,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1696 b,2.80982017,,8.29,M-R relationship,0.3244,1.19811,1506.36,2020,Transit,Kepler
Kepler-928 b,1.59,0.31,3.15,M-R relationship,0.0444,0.7,508.809,2016,Transit,Kepler
Kepler-153 c,2.53,1.52,6.94,M-R relationship,0.237,0.892,459.368,2014,Transit,Kepler
HD 73256 c,12.2,,5085.254512,Mass,3.8,0.944723,36.708,2023,Radial Velocity,La Silla Observatory
HD 175541 b,14.1,,190.06234,Msini,0.975,4.19,129.603,2007,Radial Velocity,W. M. Keck Observatory
HD 219134 g,3.28,,10.80622,Msini,0.3753,0.77,6.53127,2015,Radial Velocity,Multiple Observatories
Kepler-708 b,2.93,0.64,8.91,M-R relationship,0.0426,0.96,1394.22,2016,Transit,Kepler
WASP-54 b,17.71022,1.90553,187.5197,Mass,0.04988,1.76,251.303,2012,Transit,SuperWASP
K2-250 b,2.71257333,0.17934369,7.81,M-R relationship,0.04606,0.797,414.708,2018,Transit,K2
Kepler-1325 b,2.86,0.4,8.55,M-R relationship,0.2004,0.91,973.368,2016,Transit,Kepler
Kepler-703 b,8.2,3.71,51.1,M-R relationship,0.0535,1.27,1156.83,2016,Transit,Kepler
TOI-1533 c,7.5,,36.6,Mass,0.076,0.849,100.051,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-957 b,5.5,0.29,25.9,M-R relationship,0.0559,0.75,824.688,2016,Transit,Kepler
TOI-3856 b,13.59649359,0.28022452,171.62733978,Mass,0.0325,1.055,314.443,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1740 b,3.32321414,,11.0,M-R relationship,0.0779,0.905,1061.77,2021,Transit,Kepler
Kepler-176 d,2.51,1.32,1.72,Mass,0.163,0.891,527.321,2014,Transit,Kepler
K2-150 b,2.0,0.27,4.66,M-R relationship,0.0727,0.436,102.483,2018,Transit,K2
Kepler-307 b,2.43,0.09,7.44,Mass,0.09359,0.814,575.581,2013,Transit,Kepler
Kepler-755 c,1.26,0.05,2.13,M-R relationship,0.037,0.77,399.034,2016,Transit,Kepler
Kepler-607 c,2.76001201,,8.05,M-R relationship,0.21507,0.888,519.122,2021,Transit,Kepler
TOI-540 b,0.903,0.052,0.674,M-R relationship,0.01223,0.1895,14.0022,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-320 b,2.62,0.23,7.37,M-R relationship,0.0142,0.3,108.74,2020,Transit,K2
Kepler-1523 b,1.58,0.27,3.12,M-R relationship,0.01867,0.96,865.596,2016,Transit,Kepler
GJ 463 b,13.1,,1080.6165838,Mass,3.53,0.483,18.3554,2022,Radial Velocity,Multiple Observatories
Kepler-62 c,0.54,0.03,4.0,Mass,0.0929,0.64,300.874,2013,Transit,Kepler
HD 222582 b,12.6,,2660.2371,Msini,1.34,1.13,42.1586,1999,Radial Velocity,W. M. Keck Observatory
Kepler-210 c,3.62,0.19,12.8,M-R relationship,0.07,0.65,232.75,2014,Transit,Kepler
Kepler-1551 b,2.66,0.91,7.56,M-R relationship,0.1772,1.22,1463.72,2016,Transit,Kepler
TIC 188624430 b,3.64811843,0.288233,12.9,M-R relationship,,0.786574,300.743,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1174 b,1.59,0.31,3.15,M-R relationship,0.0732,1.04,1408.75,2016,Transit,Kepler
Kepler-269 c,1.69,0.8,3.5,M-R relationship,0.081,0.959,2257.32,2014,Transit,Kepler
Kepler-607 b,0.87,0.06,0.59,M-R relationship,0.0137,0.8,519.122,2016,Transit,Kepler
Kepler-1981 b,9.23,1.76,62.5,M-R relationship,1.3292,3.006,659.395,2023,Transit,Kepler
TOI-6041 c,10.5,,77.9,Msini,0.3721,0.879,72.4731,2025,Radial Velocity,Multiple Observatories
HD 109833 c,2.59,0.196,7.22,M-R relationship,,1.0,79.5561,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1082 b,1.12,0.18,1.46,M-R relationship,0.02571,1.14,739.557,2016,Transit,Kepler
Kepler-431 d,1.11,,1.41,M-R relationship,0.1045,1.092,486.546,2015,Transit,Kepler
WASP-170 b,12.285064,0.952765,508.528,Mass,0.0337,0.938,305.603,2018,Transit,SuperWASP-South
K2-74 b,2.31,0.19,5.95,M-R relationship,0.1402,0.98,377.822,2016,Transit,K2
TOI-1246 d,3.43139739,0.14960553,5.4,Mass,0.132,0.8649,169.422,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-372 d,1.69,0.73,3.5,M-R relationship,0.201,1.137,1493.95,2014,Transit,Kepler
HD 25723 b,13.3,,794.5710175,Msini,1.49,13.76,114.816,2020,Radial Velocity,Lick Observatory
TOI-7155 b,2.40821473,0.34326283,6.38,M-R relationship,,0.670748,144.751,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-84 b,2.23,0.1,40.0,Mass,0.0827,1.43,1023.9,2012,Transit,Kepler
Kepler-1555 b,1.61,0.46,3.22,M-R relationship,0.0805,1.06,2013.27,2016,Transit,Kepler
Kepler-1725 b,2.8125177,,8.31,M-R relationship,0.13263,1.085,558.652,2021,Transit,Kepler
TOI-2104 b,1.52898127,0.13889258,2.95,M-R relationship,,0.723757,76.7418,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-120 b,2.15,0.17,8.5,Mass,0.055,0.534,388.63,2014,Transit,Kepler
Kepler-627 b,3.73,1.6,13.4,M-R relationship,0.22661,1.49,984.307,2016,Transit,Kepler
Kepler-1326 b,4.18,1.51,16.3,M-R relationship,0.2743,1.74,698.326,2016,Transit,Kepler
TOI-1184 b,2.39,0.25,6.8,Mass,0.056027,0.69,58.5946,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
G 192-15 b,1.02,,1.03,Msini,0.01723,0.170718,9.53114,2025,Radial Velocity,Calar Alto Observatory
HATS-61 b,13.394755,0.751003,1080.622,Mass,0.07908,1.664,679.761,2018,Transit,HATSouth
Kepler-684 b,3.36,0.3,11.2,M-R relationship,0.064,0.86,1731.27,2016,Transit,Kepler
WASP-159 b,15.46842,1.00881,174.8065,Mass,0.0538,2.11,715.383,2018,Transit,SuperWASP-South
K2-26 b,2.67,0.46,7.61,M-R relationship,0.0962,0.52,99.0504,2016,Transit,K2
TIC 9344899 b,9.16,0.4,6170.0,Mass,0.0815,1.06,532.228,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-194 b,15.47960235,0.9863903,373.13054982,Mass,0.047,1.409,476.831,2025,Transit,SuperWASP
Kepler-1956 b,1.08940238,,1.32,M-R relationship,0.0563,0.682,360.468,2021,Transit,Kepler
K2-335 b,2.21,0.18,5.52,M-R relationship,,1.33,557.993,2021,Transit,K2
Kepler-352 c,1.24,0.1,2.07,M-R relationship,0.118,0.781,252.733,2014,Transit,Kepler
Kepler-1175 b,2.99,0.27,9.22,M-R relationship,0.2181,0.86,1121.89,2016,Transit,Kepler
TOI-2453 b,3.24380341,0.29909721,10.6,M-R relationship,,0.502498,81.9043,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3523 A b,15.9727975,0.41473229,435.42491759,Mass,0.03559,1.448,645.294,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1586 b,1.52,0.65,2.92,M-R relationship,0.12208,1.75,552.55,2016,Transit,Kepler
Kepler-30 b,3.9,0.2,11.3,Mass,0.18,0.95,914.221,2012,Transit,Kepler
Kepler-1285 b,0.97,0.1,0.871,M-R relationship,0.12758,1.28,422.269,2016,Transit,Kepler
NGTS-10 b,13.89913607,0.56044903,687.14846,Mass,0.0143,0.7,324.69865036,2020,Transit,Next-Generation Transit Survey (NGTS)
TOI-6158 b,10.4,2.7,135.0,Mass,0.03275,0.476,180.96,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-361 c,2.52,0.48,6.9,M-R relationship,0.3,1.343,930.32,2014,Transit,Kepler
TOI-5728 b,1.31,0.05,2.27,M-R relationship,,0.37,54.7045,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-568 b,2.26,0.08,5.73,M-R relationship,0.0794,0.53,130.645,2016,Transit,Kepler
Kepler-1923 b,1.95958179,,4.5,M-R relationship,0.2846,1.294,990.838,2021,Transit,Kepler
Kepler-1208 b,2.32,0.19,5.99,M-R relationship,0.0901,0.76,825.176,2016,Transit,Kepler
Kepler-406 c,0.85,0.03,2.71,Mass,0.05531,1.07,364.03,2014,Transit,Kepler
Kepler-1910 b,1.184,,1.78,M-R relationship,0.0536,0.639,,2021,Transit,Kepler
Kepler-1655 b,2.213,0.082,5.4,Mass,0.1029,1.03,213.26,2018,Transit,Kepler
HD 191939 g,3.74,,13.5,Msini,0.812,0.94,53.6089,2022,Radial Velocity,Multiple Observatories
HD 87816 c,12.4,,3877.5065654,Msini,10.14,9.0,133.233,2025,Radial Velocity,La Silla Observatory
Kepler-185 c,2.02,1.17,4.74,M-R relationship,0.139,0.806,466.735,2014,Transit,Kepler
Kepler-738 b,2.5,0.2,6.8,M-R relationship,0.1552,0.82,1113.65,2016,Transit,Kepler
TOI-1883 b,5.65,0.24,13.7,Mass,0.0423,0.506,115.369,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-658 b,1.63,0.06,3.29,M-R relationship,0.0188,0.6,388.384,2016,Transit,Kepler
HD 235088 b,1.982,0.072,4.15,Mass,0.0706,0.772,41.1706,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-93 b,1.478,0.019,4.66,Mass,0.05343,0.919,95.9115,2014,Transit,Kepler
Kepler-596 b,3.46,1.63,11.8,M-R relationship,0.15161,1.32,1023.85,2016,Transit,Kepler
K2-174 b,2.6,0.1,7.27,M-R relationship,0.126,0.676,99.9293,2018,Transit,K2
Kepler-1357 b,1.28,0.2,2.18,M-R relationship,0.041,0.9,1015.69,2016,Transit,Kepler
Kepler-1807 b,2.70393215,,7.77,M-R relationship,0.0988,1.496,1299.32,2021,Transit,Kepler
GJ 3378 b,1.32,,2.3,Msini,0.09673,0.275,7.72274,2026,Radial Velocity,Mauna Kea Observatory
Kepler-256 b,1.59,0.39,3.15,M-R relationship,0.027,1.301,1026.43,2014,Transit,Kepler
