Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1934,4,3.566,3.359,3.191,2.579,2.597,2.006,1.649,2.504,1.71,1.186,0.168,0.357,7.66,0.89,1.372,0
1934,5,3.78,3.459,3.231,2.606,2.63,2.03,1.594,2.526,1.865,1.201,0.229,0.436,7.58,0.94,1.219,0
1934,6,3.78,3.502,3.255,2.624,2.643,2.03,1.591,2.546,1.911,1.225,0.247,0.439,7.58,0.97,1.067,0
1934,7,3.78,3.511,3.271,2.637,2.652,2.03,1.661,2.586,1.85,1.241,0.241,0.369,7.63,0.88,1.128,0
1934,8,3.719,3.481,3.258,2.652,2.658,2.057,1.707,2.594,1.774,1.201,0.223,0.351,7.7,1.04,1.402,0
1934,9,3.627,3.459,3.307,2.697,2.713,2.121,1.783,2.621,1.676,1.186,0.152,0.338,7.7,1.11,1.615,0
1934,10,3.566,3.362,3.24,2.63,2.646,2.051,1.695,2.528,1.667,1.189,0.122,0.357,7.69,1.14,1.311,0
1934,11,3.78,3.45,3.267,2.646,2.664,2.06,1.655,2.552,1.795,1.207,0.183,0.405,7.63,1.03,1.372,0
1934,12,3.84,3.487,3.255,2.633,2.652,2.048,1.631,2.559,1.856,1.207,0.232,0.418,7.69,1.12,1.28,0
1935,1,4.084,3.545,3.304,2.691,2.713,2.118,1.713,2.629,1.832,1.186,0.241,0.405,7.75,0.84,1.28,0
1935,2,3.78,3.441,3.243,2.64,2.649,2.054,1.728,2.584,1.713,1.189,0.198,0.326,7.82,0.8,1.25,0
1935,3,3.749,3.399,3.243,2.63,2.646,2.045,1.731,2.565,1.668,1.198,0.155,0.314,7.68,0.84,1.494,0
1935,4,3.719,3.402,3.252,2.649,2.667,2.082,1.777,2.59,1.625,1.17,0.149,0.305,7.71,0.76,1.463,0
1935,5,3.658,3.466,3.243,2.63,2.652,2.063,1.661,2.564,1.805,1.18,0.223,0.402,7.7,0.86,1.311,0
1935,6,3.719,3.505,3.258,2.646,2.676,2.091,1.655,2.58,1.85,1.167,0.247,0.436,7.76,0.91,1.28,0
1935,7,3.78,3.536,3.286,2.664,2.685,2.085,1.676,2.606,1.86,1.201,0.25,0.408,7.79,1.03,1.341,0
1935,8,3.78,3.53,3.335,2.707,2.728,2.121,1.804,2.667,1.726,1.213,0.195,0.317,7.77,1.05,1.463,0
1935,9,3.627,3.447,3.298,2.673,2.691,2.085,1.814,2.63,1.633,1.213,0.149,0.271,7.68,0.96,1.494,0
1935,10,3.81,3.441,3.295,2.67,2.688,2.079,1.728,2.584,1.713,1.216,0.146,0.351,7.57,0.92,1.463,0
1935,11,3.749,3.429,3.246,2.609,2.633,2.018,1.588,2.508,1.841,1.228,0.183,0.43,7.58,0.87,1.219,0
1935,12,3.81,3.53,3.316,2.673,2.694,2.07,1.652,2.591,1.878,1.247,0.213,0.418,7.61,0.94,1.25,0
1936,1,3.688,3.487,3.243,2.621,2.64,2.036,1.67,2.578,1.817,1.207,0.244,0.366,7.69,0.84,1.25,0
1936,2,3.749,3.539,3.338,2.74,2.749,2.164,1.856,2.698,1.683,1.173,0.201,0.308,7.71,0.77,1.494,0
1936,3,3.566,3.368,3.225,2.627,2.646,2.063,1.771,2.57,1.597,1.161,0.143,0.293,7.65,0.74,1.341,0
1936,4,3.78,3.31,3.173,2.56,2.579,1.984,1.664,2.487,1.646,1.189,0.137,0.32,7.6,0.72,1.372,0
1936,5,3.688,3.435,3.234,2.624,2.643,2.051,1.692,2.564,1.743,1.183,0.201,0.36,7.73,0.87,1.158,0
1936,6,3.688,3.475,3.234,2.627,2.655,2.076,1.658,2.566,1.817,1.158,0.241,0.418,7.68,0.88,1.219,0
1936,7,3.749,3.527,3.28,2.661,2.685,2.091,1.679,2.603,1.848,1.189,0.247,0.411,7.56,0.92,1.341,0
1936,8,3.719,3.53,3.328,2.697,2.71,2.091,1.768,2.649,1.762,1.237,0.201,0.323,7.61,0.96,1.463,0
1936,9,3.658,3.469,3.344,2.71,2.722,2.1,1.847,2.658,1.622,1.244,0.125,0.253,7.49,0.89,1.676,0
1936,10,3.901,3.484,3.344,2.694,2.707,2.07,1.75,2.617,1.734,1.274,0.14,0.32,7.58,0.97,1.341,0
1936,11,3.901,3.493,3.31,2.658,2.682,2.051,1.637,2.565,1.856,1.259,0.183,0.415,7.51,0.96,1.219,0
1936,12,4.054,3.539,3.322,2.664,2.685,2.048,1.631,2.585,1.908,1.274,0.216,0.418,7.63,0.94,1.311,0
1937,1,3.719,3.466,3.246,2.609,2.63,2.012,1.676,2.571,1.79,1.234,0.219,0.335,7.57,0.93,1.219,0
1937,2,3.78,3.505,3.31,2.691,2.697,2.085,1.811,2.658,1.694,1.225,0.195,0.274,7.74,0.87,1.463,0
1937,3,3.78,3.408,3.261,2.676,2.685,2.106,1.841,2.624,1.567,1.155,0.146,0.265,7.65,0.72,1.646,0
1937,4,3.627,3.298,3.149,2.551,2.576,1.999,1.682,2.49,1.616,1.149,0.149,0.317,7.67,0.81,1.372,0
1937,5,3.688,3.408,3.228,2.624,2.649,2.067,1.689,2.548,1.719,1.161,0.18,0.378,7.61,0.76,1.128,0
1937,6,3.81,3.472,3.249,2.637,2.652,2.054,1.686,2.579,1.786,1.195,0.223,0.369,7.64,0.8,1.25,0
1937,7,3.932,3.569,3.325,2.701,2.716,2.103,1.743,2.656,1.826,1.222,0.244,0.36,7.51,0.9,1.372,0
1937,8,3.719,3.52,3.313,2.682,2.694,2.076,1.759,2.64,1.761,1.237,0.207,0.317,7.6,0.95,1.402,0
1937,9,3.658,3.438,3.307,2.682,2.691,2.076,1.811,2.624,1.627,1.231,0.131,0.265,7.56,0.9,1.646,0
1937,10,3.78,3.417,3.301,2.667,2.679,2.057,1.78,2.598,1.637,1.244,0.116,0.277,7.54,0.96,1.494,0
1937,11,3.84,3.472,3.301,2.664,2.685,2.067,1.695,2.584,1.777,1.234,0.171,0.372,7.51,0.97,1.25,0
1937,12,3.901,3.578,3.368,2.746,2.771,2.173,1.777,2.678,1.801,1.195,0.21,0.396,7.7,0.88,1.311,0
1938,1,3.962,3.511,3.304,2.682,2.697,2.088,1.728,2.62,1.783,1.216,0.207,0.36,7.7,0.89,1.311,0
1938,2,3.962,3.52,3.347,2.786,2.804,2.262,2.009,2.764,1.511,1.085,0.174,0.253,7.64,0.76,1.646,0
1938,3,3.84,3.402,3.283,2.71,2.725,2.167,1.945,2.674,1.457,1.116,0.119,0.223,7.68,0.78,1.676,0
1938,4,3.658,3.344,3.194,2.609,2.624,2.057,1.768,2.556,1.576,1.137,0.149,0.29,7.6,0.7,1.554,0
1938,5,3.719,3.426,3.228,2.627,2.649,2.073,1.704,2.565,1.722,1.155,0.198,0.369,7.56,0.72,1.25,0
1938,6,3.901,3.539,3.31,2.685,2.716,2.118,1.74,2.64,1.799,1.192,0.229,0.378,7.67,0.73,1.341,0
1938,7,3.901,3.545,3.331,2.691,2.704,2.076,1.725,2.635,1.82,1.256,0.213,0.351,7.6,0.87,1.372,0
1938,8,3.719,3.493,3.298,2.67,2.682,2.067,1.798,2.646,1.695,1.231,0.195,0.268,7.46,0.9,1.463,0
1938,9,3.536,3.414,3.283,2.661,2.673,2.067,1.811,2.612,1.603,1.216,0.131,0.256,7.48,1.0,1.615,0
1938,10,3.597,3.362,3.264,2.652,2.664,2.063,1.771,2.566,1.591,1.201,0.098,0.293,7.55,1.02,1.585,0
1938,11,3.627,3.383,3.219,2.594,2.612,2.006,1.655,2.519,1.728,1.213,0.165,0.351,7.53,1.01,1.341,0
1938,12,3.749,3.49,3.274,2.643,2.658,2.042,1.679,2.584,1.811,1.231,0.216,0.363,7.52,0.98,1.25,0
1939,1,4.023,3.469,3.249,2.612,2.627,2.009,1.676,2.572,1.793,1.241,0.219,0.332,7.51,1.0,1.25,0
1939,2,3.78,3.316,3.136,2.502,2.512,1.887,1.618,2.467,1.698,1.25,0.18,0.268,7.5,0.91,1.28,0
1939,3,3.536,3.274,3.149,2.518,2.527,1.905,1.649,2.462,1.625,1.244,0.125,0.256,7.55,0.99,1.341,0
1939,4,3.505,3.298,3.17,2.539,2.548,1.929,1.664,2.481,1.634,1.241,0.128,0.265,7.58,1.0,1.463,0
1939,5,3.658,3.402,3.206,2.563,2.579,1.948,1.615,2.508,1.787,1.259,0.195,0.332,7.46,0.98,1.341,0
1939,6,3.627,3.453,3.228,2.585,2.603,1.978,1.615,2.534,1.838,1.25,0.226,0.363,7.47,0.99,1.189,0
1939,7,3.688,3.472,3.249,2.618,2.624,1.999,1.664,2.568,1.808,1.25,0.223,0.335,7.47,0.95,1.28,0
1939,8,3.749,3.484,3.304,2.682,2.685,2.067,1.789,2.636,1.695,1.237,0.18,0.277,7.46,0.96,1.433,0
1939,9,3.719,3.49,3.365,2.749,2.749,2.134,1.926,2.708,1.564,1.231,0.125,0.207,7.44,1.0,1.676,0
1939,10,3.688,3.438,3.322,2.688,2.701,2.076,1.795,2.616,1.643,1.247,0.116,0.28,7.43,0.99,1.585,0
1939,11,3.81,3.523,3.365,2.725,2.725,2.082,1.737,2.63,1.786,1.283,0.158,0.344,7.63,0.82,1.463,0
1939,12,4.084,3.52,3.325,2.67,2.682,2.036,1.664,2.592,1.856,1.289,0.195,0.372,7.53,0.98,1.341,0
1940,1,3.932,3.594,3.383,2.758,2.768,2.149,1.85,2.722,1.744,1.234,0.21,0.299,7.55,0.9,1.494,0
1940,2,3.962,3.545,3.365,2.752,2.761,2.158,1.899,2.722,1.646,1.207,0.18,0.259,7.62,0.81,1.554,0
1940,3,3.688,3.423,3.298,2.713,2.722,2.146,1.92,2.672,1.503,1.152,0.125,0.226,7.75,0.75,1.585,0
1940,4,3.658,3.316,3.206,2.624,2.64,2.076,1.814,2.565,1.502,1.131,0.11,0.262,7.76,0.92,1.402,0
1940,5,3.81,3.395,3.222,2.615,2.627,2.033,1.737,2.566,1.658,1.189,0.174,0.296,7.72,0.95,1.402,0
1940,6,3.719,3.484,3.271,2.655,2.658,2.045,1.71,2.597,1.774,1.225,0.213,0.335,7.58,0.82,1.372,0
1940,7,3.719,3.514,3.289,2.658,2.667,2.045,1.731,2.622,1.783,1.244,0.226,0.314,7.69,0.98,1.433,0
1940,8,3.658,3.514,3.331,2.691,2.701,2.067,1.783,2.648,1.731,1.265,0.183,0.283,7.72,1.02,1.463,0
1940,9,3.627,3.481,3.374,2.731,2.743,2.109,1.899,2.69,1.582,1.265,0.107,0.21,7.7,1.02,1.585,0
1940,10,3.688,3.447,3.347,2.688,2.701,2.054,1.795,2.621,1.652,1.292,0.101,0.259,7.71,0.98,1.341,0
1940,11,3.871,3.499,3.341,2.682,2.701,2.057,1.713,2.606,1.786,1.283,0.158,0.344,7.73,1.0,1.372,0
1940,12,4.206,3.709,3.517,2.862,2.877,2.237,1.878,2.794,1.831,1.28,0.192,0.36,7.77,1.03,1.372,0
1941,1,3.932,3.655,3.469,2.865,2.883,2.298,2.006,2.83,1.649,1.17,0.186,0.293,7.81,0.75,1.615,0
1941,2,4.145,3.679,3.511,2.929,2.938,2.365,2.121,2.9,1.558,1.146,0.168,0.244,7.84,0.75,1.676,0
1941,3,3.84,3.591,3.466,2.877,2.896,2.323,2.121,2.856,1.47,1.143,0.125,0.201,7.73,0.8,1.768,0
1941,4,3.78,3.441,3.313,2.719,2.74,2.167,1.908,2.674,1.533,1.146,0.128,0.259,7.77,0.69,1.554,0
1941,5,3.962,3.444,3.28,2.67,2.691,2.103,1.78,2.612,1.664,1.177,0.165,0.323,7.75,0.71,1.494,0
1941,6,3.688,3.444,3.243,2.63,2.64,2.033,1.695,2.57,1.749,1.21,0.201,0.338,7.76,0.76,1.219,0
1941,7,3.81,3.572,3.353,2.722,2.728,2.103,1.811,2.692,1.761,1.25,0.219,0.293,7.6,0.89,1.372,0
1941,8,3.719,3.517,3.325,2.694,2.701,2.079,1.798,2.658,1.719,1.247,0.192,0.28,7.62,0.95,1.463,0
1941,9,3.627,3.505,3.389,2.752,2.761,2.134,1.899,2.702,1.606,1.256,0.116,0.235,7.56,0.94,1.646,0
1941,10,3.78,3.472,3.38,2.737,2.749,2.115,1.875,2.674,1.597,1.265,0.091,0.241,7.52,0.91,1.554,0
1941,11,3.901,3.539,3.392,2.752,2.768,2.14,1.823,2.681,1.716,1.253,0.146,0.317,7.56,0.96,1.311,0
1941,12,4.145,3.661,3.463,2.822,2.841,2.216,1.856,2.758,1.805,1.247,0.198,0.36,7.62,0.91,1.341,0
1942,1,3.871,3.578,3.371,2.761,2.777,2.182,1.844,2.711,1.734,1.189,0.207,0.338,7.81,0.83,1.341,0
1942,2,3.749,3.523,3.356,2.795,2.807,2.259,2.006,2.764,1.517,1.097,0.168,0.253,7.65,0.71,1.554,0
1942,3,3.871,3.353,3.246,2.63,2.637,2.027,1.804,2.578,1.549,1.219,0.107,0.223,7.64,0.76,1.585,0
1942,4,3.749,3.432,3.322,2.704,2.719,2.112,1.884,2.658,1.548,1.21,0.11,0.229,7.66,0.85,1.646,0
1942,5,3.688,3.395,3.219,2.597,2.609,1.996,1.664,2.53,1.731,1.222,0.177,0.332,7.59,0.73,1.219,0
1942,6,3.81,3.456,3.246,2.609,2.633,2.018,1.649,2.552,1.807,1.228,0.21,0.369,7.55,0.76,1.25,0
1942,7,3.871,3.527,3.322,2.673,2.685,2.048,1.71,2.618,1.817,1.274,0.204,0.338,7.54,0.83,1.341,0
1942,8,3.749,3.496,3.313,2.67,2.682,2.054,1.789,2.642,1.707,1.259,0.183,0.265,7.45,0.9,1.494,0
1942,9,3.597,3.444,3.319,2.697,2.704,2.088,1.856,2.65,1.588,1.231,0.125,0.232,7.51,0.95,1.585,0
1942,10,3.566,3.362,3.277,2.664,2.676,2.076,1.795,2.578,1.567,1.201,0.085,0.28,7.66,1.06,1.585,0
1942,11,3.658,3.405,3.264,2.637,2.646,2.027,1.686,2.546,1.719,1.237,0.14,0.341,7.64,1.01,1.372,0
1942,12,3.78,3.432,3.237,2.609,2.621,2.003,1.643,2.538,1.789,1.234,0.195,0.36,7.56,0.94,1.158,0
1943,1,3.901,3.539,3.319,2.713,2.719,2.121,1.792,2.666,1.747,1.198,0.219,0.329,7.6,0.84,1.189,0
1943,2,3.78,3.478,3.298,2.682,2.694,2.094,1.811,2.644,1.667,1.204,0.18,0.283,7.74,0.71,1.25,0
1943,3,3.78,3.402,3.277,2.676,2.682,2.091,1.847,2.624,1.555,1.186,0.125,0.244,7.8,0.83,1.554,0
1943,4,3.597,3.322,3.222,2.612,2.618,2.015,1.759,2.54,1.563,1.207,0.101,0.256,7.65,0.71,1.463,0
1943,5,3.627,3.395,3.231,2.612,2.621,2.015,1.71,2.552,1.685,1.216,0.165,0.305,7.73,0.9,1.311,0
1943,6,3.81,3.496,3.283,2.661,2.679,2.076,1.713,2.604,1.783,1.207,0.213,0.363,7.64,0.86,1.25,0
1943,7,3.871,3.533,3.316,2.679,2.697,2.079,1.722,2.628,1.811,1.237,0.216,0.357,7.64,1.01,1.311,0
1943,8,3.81,3.475,3.292,2.67,2.676,2.06,1.75,2.612,1.725,1.231,0.183,0.311,7.68,0.98,1.372,0
1943,9,3.627,3.45,3.338,2.719,2.725,2.109,1.884,2.667,1.566,1.228,0.113,0.226,7.64,1.04,1.463,0
1943,10,3.597,3.432,3.328,2.697,2.707,2.088,1.82,2.626,1.612,1.241,0.104,0.268,7.6,0.93,1.585,0
1943,11,3.719,3.463,3.307,2.67,2.682,2.06,1.695,2.579,1.768,1.247,0.155,0.366,7.58,0.9,1.402,0
1943,12,3.901,3.53,3.347,2.694,2.707,2.07,1.661,2.596,1.869,1.277,0.183,0.408,7.56,0.93,1.311,0
1944,1,3.84,3.481,3.28,2.646,2.658,2.033,1.695,2.588,1.786,1.247,0.201,0.338,7.54,0.8,1.158,0
1944,2,3.871,3.484,3.298,2.673,2.676,2.057,1.771,2.628,1.713,1.241,0.186,0.287,7.6,0.8,1.463,0
1944,3,3.597,3.368,3.237,2.627,2.63,2.024,1.765,2.566,1.603,1.213,0.131,0.259,7.64,0.74,1.372,0
1944,4,3.566,3.295,3.191,2.566,2.579,1.966,1.661,2.478,1.634,1.225,0.104,0.305,7.54,0.79,1.402,0
1944,5,3.719,3.405,3.24,2.627,2.64,2.039,1.701,2.553,1.704,1.201,0.165,0.338,7.65,0.99,1.402,0
1944,6,3.719,3.469,3.261,2.643,2.658,2.054,1.698,2.584,1.771,1.207,0.207,0.357,7.61,0.99,1.402,0
1944,7,3.81,3.563,3.331,2.697,2.725,2.115,1.774,2.668,1.789,1.216,0.232,0.341,7.66,1.14,1.372,0
1944,8,3.78,3.505,3.304,2.658,2.676,2.048,1.704,2.604,1.801,1.256,0.201,0.344,7.62,0.96,1.341,0
1944,9,3.719,3.481,3.347,2.71,2.716,2.085,1.811,2.646,1.67,1.262,0.134,0.274,7.67,0.97,1.433,0
1944,10,3.78,3.414,3.319,2.664,2.676,2.03,1.765,2.59,1.649,1.289,0.094,0.265,7.56,0.91,1.585,0
1944,11,3.84,3.502,3.341,2.688,2.707,2.073,1.704,2.603,1.798,1.268,0.162,0.369,7.48,0.9,1.402,0
1944,12,3.932,3.539,3.335,2.682,2.701,2.063,1.625,2.582,1.914,1.271,0.204,0.439,7.6,1.02,1.341,0
1945,1,3.719,3.49,3.289,2.652,2.667,2.048,1.673,2.582,1.817,1.241,0.201,0.375,7.68,0.89,1.311,0
1945,2,3.627,3.429,3.237,2.633,2.649,2.057,1.756,2.592,1.673,1.18,0.192,0.302,7.71,0.86,1.341,0
1945,3,3.597,3.304,3.185,2.579,2.585,1.984,1.737,2.52,1.567,1.201,0.119,0.247,7.72,0.89,1.402,0
1945,4,3.475,3.246,3.124,2.527,2.533,1.942,1.631,2.438,1.615,1.183,0.122,0.311,7.7,0.87,1.28,0
1945,5,3.78,3.365,3.194,2.576,2.6,2.003,1.625,2.495,1.74,1.192,0.171,0.378,7.77,0.82,1.341,0
1945,6,3.749,3.496,3.286,2.655,2.676,2.067,1.661,2.578,1.835,1.219,0.21,0.405,7.68,0.81,1.189,0
1945,7,3.871,3.551,3.325,2.701,2.713,2.097,1.747,2.649,1.804,1.228,0.226,0.351,7.48,0.95,1.372,0
1945,8,3.719,3.52,3.307,2.685,2.701,2.091,1.74,2.63,1.78,1.216,0.213,0.351,7.65,1.01,1.433,0
1945,9,3.688,3.496,3.35,2.728,2.743,2.137,1.835,2.666,1.661,1.213,0.146,0.302,7.61,1.05,1.554,0
1945,10,3.688,3.438,3.344,2.716,2.731,2.115,1.814,2.626,1.624,1.228,0.094,0.302,7.7,0.96,1.372,0
1945,11,3.78,3.453,3.298,2.661,2.676,2.051,1.689,2.571,1.764,1.247,0.155,0.363,7.61,0.96,1.219,0
1945,12,4.023,3.572,3.359,2.743,2.761,2.161,1.743,2.658,1.829,1.198,0.213,0.418,7.72,0.96,1.28,0
1946,1,3.78,3.453,3.234,2.633,2.661,2.088,1.686,2.57,1.767,1.146,0.219,0.402,7.72,0.89,1.25,0
1946,2,3.719,3.426,3.237,2.64,2.649,2.06,1.731,2.578,1.695,1.177,0.189,0.329,7.58,0.94,1.341,0
1946,3,3.536,3.316,3.188,2.576,2.588,1.987,1.695,2.506,1.621,1.201,0.128,0.293,7.56,0.96,1.372,0
1946,4,3.627,3.322,3.203,2.582,2.594,1.984,1.692,2.507,1.63,1.219,0.119,0.293,7.66,0.89,1.494,0
1946,5,3.78,3.456,3.258,2.621,2.646,2.03,1.649,2.552,1.807,1.228,0.198,0.381,7.83,0.88,1.189,0
1946,6,3.78,3.469,3.234,2.6,2.618,2.003,1.567,2.518,1.902,1.231,0.235,0.436,,,1.128,0
1946,7,3.749,3.536,3.304,2.664,2.688,2.07,1.661,2.598,1.875,1.234,0.232,0.408,7.72,1.14,1.219,0
1946,8,3.719,3.481,3.286,2.661,2.676,2.063,1.731,2.606,1.75,1.222,0.195,0.332,7.66,1.0,1.402,0
1946,9,3.658,3.472,3.322,2.71,2.725,2.124,1.829,2.65,1.643,1.198,0.149,0.296,7.69,1.02,1.646,0
1946,10,3.719,3.399,3.286,2.673,2.691,2.097,1.756,2.578,1.643,1.189,0.113,0.341,7.78,0.95,1.615,0
1946,11,3.871,3.469,3.325,2.694,2.719,2.112,1.71,2.59,1.759,1.213,0.143,0.402,7.68,0.91,1.28,0
1946,12,3.932,3.533,3.331,2.694,2.713,2.097,1.661,2.597,1.872,1.234,0.201,0.436,7.67,0.87,1.128,0
1947,1,3.932,3.508,3.271,2.64,2.652,2.033,1.661,2.584,1.847,1.237,0.238,0.372,7.66,0.9,1.189,0
1947,2,3.84,3.511,3.313,2.679,2.704,2.094,1.74,2.626,1.771,1.219,0.198,0.354,7.71,0.83,1.219,0
1947,3,3.719,3.438,3.295,2.682,2.691,2.088,1.765,2.602,1.673,1.207,0.143,0.323,7.77,0.9,1.433,0
1947,4,3.627,3.313,3.188,2.566,2.585,1.981,1.646,2.48,1.667,1.207,0.125,0.335,7.74,0.96,1.433,0
1947,5,3.84,3.469,3.28,2.64,2.664,2.045,1.689,2.579,1.78,1.234,0.189,0.357,7.64,0.95,1.311,0
1947,6,3.932,3.536,3.298,2.658,2.688,2.076,1.655,2.596,1.881,1.222,0.238,0.421,7.63,0.92,1.158,0
1947,7,3.81,3.493,3.252,2.621,2.646,2.042,1.622,2.558,1.871,1.21,0.241,0.421,7.78,1.04,1.128,0
1947,8,3.81,3.49,3.283,2.661,2.679,2.076,1.692,2.591,1.798,1.207,0.207,0.384,7.68,0.9,1.28,0
1947,9,3.688,3.438,3.292,2.673,2.688,2.088,1.789,2.614,1.649,1.204,0.146,0.299,7.75,0.99,1.433,0
1947,10,3.688,3.429,3.304,2.673,2.694,2.082,1.747,2.588,1.682,1.222,0.125,0.335,7.7,0.98,1.494,0
1947,11,3.81,3.438,3.261,2.615,2.64,2.021,1.585,2.512,1.853,1.241,0.177,0.436,7.66,0.99,1.25,0
1947,12,3.901,3.517,3.292,2.637,2.664,2.033,1.548,2.532,1.969,1.259,0.226,0.485,7.62,0.94,1.128,0
1948,1,4.054,3.551,3.331,2.688,2.713,2.091,1.692,2.622,1.859,1.241,0.219,0.399,7.59,0.86,1.28,0
1948,2,3.749,3.45,3.246,2.615,2.627,2.009,1.67,2.56,1.78,1.237,0.204,0.338,7.66,0.91,1.128,0
1948,3,3.688,3.38,3.228,2.612,2.63,2.033,1.704,2.542,1.676,1.195,0.152,0.329,7.79,0.87,1.341,0
1948,4,3.627,3.399,3.274,2.664,2.682,2.091,1.734,2.566,1.665,1.183,0.125,0.357,7.77,0.88,1.402,0
1948,5,3.627,3.383,3.21,2.612,2.633,2.054,1.673,2.528,1.71,1.155,0.174,0.381,7.66,0.79,1.341,0
1948,6,3.78,3.514,3.286,2.682,2.713,2.137,1.719,2.616,1.795,1.149,0.229,0.418,7.74,0.79,1.341,0
1948,7,3.78,3.563,3.307,2.701,2.719,2.134,1.71,2.636,1.853,1.173,0.256,0.424,7.7,1.0,1.219,0
1948,8,3.84,3.542,3.316,2.691,2.713,2.106,1.707,2.624,1.835,1.21,0.226,0.399,7.75,0.99,1.311,0
1948,9,3.688,3.484,3.328,2.701,2.719,2.106,1.774,2.629,1.71,1.222,0.155,0.332,7.66,0.91,1.311,0
1948,10,3.658,3.408,3.292,2.655,2.67,2.051,1.728,2.568,1.68,1.241,0.116,0.323,7.62,0.94,1.463,0
1948,11,3.749,3.459,3.28,2.633,2.661,2.042,1.612,2.536,1.847,1.237,0.18,0.43,7.61,0.95,1.189,0
1948,12,3.871,3.536,3.301,2.664,2.688,2.079,1.594,2.565,1.942,1.222,0.235,0.485,7.77,1.1,1.219,0
1949,1,3.84,3.493,3.264,2.637,2.661,2.057,1.643,2.568,1.85,1.207,0.229,0.415,7.77,0.99,1.189,0
1949,2,3.749,3.505,3.304,2.685,2.704,2.103,1.756,2.63,1.749,1.201,0.201,0.347,7.74,1.02,1.28,0
1949,3,3.749,3.426,3.274,2.682,2.694,2.118,1.835,2.63,1.591,1.155,0.152,0.283,7.78,0.8,1.463,0
1949,4,3.749,3.353,3.2,2.597,2.615,2.027,1.667,2.51,1.686,1.173,0.152,0.36,7.69,0.87,1.433,0
1949,5,3.81,3.466,3.261,2.64,2.67,2.082,1.643,2.554,1.823,1.18,0.204,0.439,7.76,0.9,1.311,0
1949,6,3.81,3.56,3.328,2.704,2.731,2.131,1.679,2.62,1.881,1.198,0.232,0.451,7.7,1.03,1.311,0
1949,7,3.749,3.554,3.307,2.673,2.694,2.082,1.695,2.624,1.859,1.225,0.247,0.387,7.68,1.0,1.341,0
1949,8,3.719,3.533,3.298,2.679,2.694,2.091,1.701,2.617,1.832,1.207,0.235,0.39,7.72,0.96,1.372,0
1949,9,3.719,3.505,3.341,2.728,2.743,2.149,1.804,2.654,1.701,1.192,0.165,0.344,7.72,0.97,1.646,0
1949,10,3.688,3.386,3.267,2.646,2.667,2.067,1.71,2.548,1.676,1.201,0.119,0.357,7.72,1.0,1.25,0
1949,11,3.81,3.463,3.28,2.652,2.676,2.073,1.667,2.565,1.796,1.207,0.183,0.405,7.68,1.02,1.158,0
1949,12,3.932,3.463,3.228,2.606,2.627,2.03,1.582,2.522,1.881,1.198,0.235,0.448,7.72,1.05,1.067,0
1950,1,3.932,3.487,3.252,2.624,2.652,2.051,1.606,2.546,1.881,1.201,0.235,0.445,7.85,0.96,1.219,0
1950,2,3.688,3.42,3.213,2.618,2.633,2.051,1.695,2.558,1.725,1.161,0.207,0.357,7.8,0.72,1.28,0
1950,3,3.566,3.325,3.17,2.557,2.573,1.975,1.634,2.48,1.691,1.195,0.155,0.341,7.7,0.88,1.372,0
1950,4,3.658,3.347,3.203,2.585,2.603,2.006,1.67,2.508,1.677,1.198,0.143,0.335,7.67,0.73,1.402,0
1950,5,3.993,3.487,3.261,2.615,2.652,2.039,1.615,2.551,1.872,1.222,0.226,0.424,7.58,0.81,1.097,0
1950,6,3.962,3.539,3.289,2.664,2.691,2.094,1.631,2.585,1.908,1.195,0.25,0.463,7.71,0.91,1.158,0
1950,7,3.871,3.606,3.35,2.722,2.743,2.137,1.716,2.661,1.89,1.213,0.256,0.421,7.66,0.94,1.28,0
1950,8,3.688,3.496,3.295,2.676,2.694,2.094,1.743,2.62,1.753,1.201,0.201,0.351,7.76,0.99,1.402,0
1950,9,3.688,3.469,3.31,2.704,2.719,2.131,1.814,2.642,1.655,1.18,0.158,0.317,7.74,0.93,1.615,0
1950,10,3.749,3.447,3.307,2.704,2.725,2.14,1.765,2.606,1.682,1.167,0.14,0.375,7.71,0.97,1.463,0
1950,11,3.871,3.487,3.313,2.697,2.725,2.134,1.692,2.59,1.795,1.18,0.174,0.442,7.76,1.01,1.25,0
1950,12,4.054,3.584,3.368,2.774,2.807,2.246,1.798,2.691,1.786,1.122,0.216,0.448,7.87,0.87,1.311,0
1951,1,3.84,3.523,3.267,2.664,2.685,2.103,1.698,2.61,1.825,1.164,0.256,0.405,7.82,0.81,1.097,0
1951,2,3.84,3.517,3.313,2.704,2.725,2.137,1.789,2.653,1.728,1.177,0.204,0.347,7.79,0.76,1.311,0
1951,3,3.658,3.417,3.249,2.633,2.652,2.051,1.71,2.564,1.707,1.198,0.168,0.341,7.72,0.81,1.402,0
1951,4,3.719,3.395,3.252,2.633,2.655,2.057,1.695,2.545,1.7,1.195,0.143,0.363,7.66,0.87,1.311,0
1951,5,3.962,3.508,3.295,2.673,2.701,2.103,1.719,2.614,1.789,1.192,0.213,0.384,7.82,0.91,1.25,0
1951,6,3.993,3.591,3.338,2.716,2.749,2.158,1.716,2.654,1.875,1.18,0.253,0.442,7.78,1.06,1.219,0
