Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1917,1,3.719,3.444,3.2,2.582,2.597,1.996,1.591,2.518,1.853,1.204,0.244,0.405,7.71,1.01,1.097,0
1917,2,3.932,3.435,3.228,2.615,2.633,2.039,1.719,2.577,1.716,1.189,0.207,0.32,7.69,0.86,1.341,0
1917,3,3.414,3.264,3.1,2.512,2.521,1.945,1.628,2.446,1.636,1.155,0.165,0.317,7.71,0.94,1.402,0
1917,4,3.566,3.274,3.118,2.521,2.536,1.954,1.603,2.438,1.671,1.164,0.155,0.351,7.71,1.02,1.372,0
1917,5,3.566,3.331,3.121,2.527,2.548,1.975,1.554,2.442,1.777,1.146,0.21,0.421,7.78,1.04,1.28,0
1917,6,3.536,3.38,3.139,2.548,2.569,1.999,1.545,2.462,1.835,1.14,0.241,0.454,7.81,1.01,1.158,0
1917,7,3.78,3.481,3.24,2.637,2.652,2.067,1.646,2.564,1.835,1.173,0.241,0.421,7.76,1.06,1.311,0
1917,8,3.719,3.392,3.216,2.606,2.618,2.021,1.704,2.548,1.688,1.195,0.177,0.317,7.66,1.06,1.28,0
1917,9,3.566,3.371,3.24,2.633,2.643,2.045,1.783,2.577,1.588,1.195,0.131,0.262,7.65,1.07,1.524,0
1917,10,3.658,3.356,3.252,2.637,2.649,2.045,1.737,2.546,1.619,1.207,0.104,0.308,7.67,1.11,1.341,0
1917,11,3.658,3.38,3.216,2.597,2.612,2.009,1.652,2.516,1.728,1.207,0.165,0.357,7.52,1.12,1.219,0
1917,12,3.719,3.45,3.228,2.603,2.621,2.015,1.625,2.538,1.825,1.213,0.223,0.39,7.72,1.11,1.28,0
1918,1,3.688,3.426,3.176,2.557,2.569,1.966,1.588,2.507,1.838,1.21,0.25,0.378,7.71,1.11,1.219,0
1918,2,3.566,3.402,3.194,2.582,2.588,1.984,1.679,2.54,1.723,1.21,0.207,0.305,7.67,1.08,1.25,0
1918,3,3.658,3.374,3.231,2.637,2.64,2.051,1.786,2.58,1.588,1.18,0.143,0.265,7.69,1.01,1.524,0
1918,4,3.658,3.338,3.194,2.591,2.606,2.021,1.695,2.516,1.643,1.173,0.143,0.326,7.74,1.0,1.311,0
1918,5,3.688,3.405,3.2,2.594,2.609,2.021,1.64,2.522,1.765,1.18,0.204,0.381,7.78,1.06,1.189,0
1918,6,3.78,3.533,3.286,2.67,2.685,2.088,1.695,2.614,1.838,1.198,0.247,0.393,7.7,0.97,1.311,0
1918,7,3.749,3.511,3.277,2.658,2.673,2.07,1.679,2.595,1.832,1.207,0.235,0.39,7.65,1.08,1.402,0
1918,8,3.627,3.508,3.313,2.697,2.707,2.103,1.783,2.646,1.725,1.21,0.195,0.32,7.66,1.09,1.494,0
1918,9,3.749,3.493,3.356,2.74,2.749,2.146,1.881,2.687,1.612,1.21,0.137,0.265,7.66,0.94,1.646,0
1918,10,3.81,3.444,3.331,2.713,2.725,2.118,1.817,2.63,1.627,1.213,0.113,0.302,7.59,1.06,1.433,0
1918,11,4.176,3.53,3.344,2.719,2.731,2.121,1.768,2.649,1.762,1.222,0.186,0.354,7.64,1.09,1.372,0
1918,12,3.871,3.514,3.292,2.664,2.682,2.073,1.695,2.604,1.819,1.219,0.223,0.378,7.66,1.08,1.28,0
1919,1,3.78,3.45,3.252,2.633,2.646,2.042,1.722,2.586,1.728,1.21,0.198,0.32,7.65,1.05,1.25,0
1919,2,3.871,3.411,3.228,2.637,2.646,2.063,1.82,2.616,1.591,1.164,0.183,0.244,7.68,0.94,1.402,0
1919,3,3.658,3.322,3.206,2.606,2.612,2.021,1.78,2.551,1.542,1.186,0.116,0.241,7.63,0.91,1.524,0
1919,4,3.749,3.289,3.176,2.573,2.579,1.984,1.713,2.501,1.576,1.192,0.113,0.271,7.66,0.9,1.402,0
1919,5,3.81,3.395,3.228,2.615,2.633,2.039,1.704,2.55,1.691,1.189,0.168,0.335,7.7,0.91,1.189,0
1919,6,3.78,3.429,3.21,2.594,2.606,2.003,1.64,2.534,1.789,1.207,0.219,0.363,7.69,1.04,1.219,0
1919,7,3.719,3.496,3.261,2.64,2.652,2.042,1.686,2.591,1.81,1.219,0.235,0.357,7.64,1.06,1.341,0
1919,8,3.627,3.459,3.255,2.64,2.646,2.039,1.731,2.595,1.728,1.216,0.204,0.308,7.63,1.08,1.494,0
1919,9,3.597,3.447,3.31,2.691,2.704,2.094,1.829,2.638,1.618,1.216,0.137,0.265,7.65,1.08,1.707,0
1919,10,3.688,3.402,3.283,2.661,2.676,2.063,1.759,2.58,1.643,1.219,0.119,0.305,7.63,1.1,1.524,0
1919,11,3.658,3.392,3.225,2.591,2.606,1.987,1.594,2.493,1.798,1.237,0.168,0.393,7.6,1.06,1.158,0
1919,12,3.962,3.481,3.261,2.618,2.637,2.012,1.622,2.552,1.859,1.25,0.219,0.39,7.62,1.04,1.158,0
1920,1,3.84,3.469,3.261,2.624,2.64,2.018,1.67,2.57,1.799,1.244,0.207,0.347,7.61,1.12,1.128,0
1920,2,3.749,3.399,3.243,2.612,2.618,1.993,1.74,2.57,1.659,1.25,0.155,0.253,7.62,1.02,1.341,0
1920,3,3.658,3.307,3.194,2.566,2.576,1.957,1.719,2.513,1.588,1.237,0.113,0.238,7.59,1.0,1.463,0
1920,4,3.505,3.246,3.124,2.509,2.515,1.905,1.622,2.434,1.624,1.219,0.122,0.283,7.58,0.96,1.219,0
1920,5,3.719,3.353,3.179,2.563,2.576,1.975,1.64,2.496,1.713,1.204,0.174,0.335,7.6,0.94,1.28,0
1920,6,3.749,3.441,3.222,2.6,2.618,2.015,1.649,2.545,1.792,1.207,0.219,0.366,7.63,1.04,1.128,0
1920,7,3.719,3.423,3.2,2.585,2.594,1.987,1.628,2.526,1.795,1.213,0.223,0.36,7.59,1.06,1.189,0
1920,8,3.719,3.444,3.264,2.652,2.652,2.042,1.768,2.606,1.676,1.222,0.18,0.274,7.62,1.06,1.433,0
1920,9,3.475,3.356,3.237,2.624,2.624,2.015,1.792,2.574,1.564,1.222,0.119,0.223,7.58,1.06,1.494,0
1920,10,3.658,3.359,3.252,2.624,2.633,2.018,1.75,2.554,1.609,1.234,0.107,0.268,7.65,1.1,1.433,0
1920,11,3.749,3.417,3.258,2.618,2.633,2.012,1.661,2.539,1.756,1.247,0.158,0.351,7.42,1.08,1.189,0
1920,12,3.78,3.49,3.28,2.649,2.664,2.051,1.719,2.604,1.771,1.228,0.21,0.332,7.61,0.93,1.189,0
1921,1,3.871,3.511,3.292,2.673,2.682,2.076,1.734,2.622,1.777,1.216,0.219,0.341,7.67,0.87,1.402,0
1921,2,3.597,3.347,3.173,2.569,2.582,1.99,1.71,2.528,1.637,1.183,0.174,0.28,7.71,0.87,1.341,0
1921,3,3.566,3.335,3.203,2.6,2.606,2.012,1.765,2.55,1.57,1.192,0.128,0.247,7.69,0.91,1.494,0
1921,4,3.475,3.228,3.109,2.502,2.518,1.926,1.615,2.422,1.613,1.183,0.119,0.311,7.67,0.95,1.372,0
1921,5,3.658,3.383,3.194,2.579,2.594,1.996,1.649,2.516,1.734,1.198,0.189,0.347,7.7,1.02,1.341,0
1921,6,3.658,3.432,3.216,2.6,2.615,2.015,1.637,2.534,1.795,1.201,0.216,0.378,7.69,0.97,1.28,0
1921,7,3.84,3.523,3.313,2.685,2.701,2.085,1.737,2.63,1.786,1.228,0.21,0.347,7.62,1.06,1.372,0
1921,8,3.719,3.432,3.267,2.627,2.646,2.024,1.753,2.592,1.679,1.244,0.165,0.271,7.65,1.04,1.341,0
1921,9,3.627,3.386,3.289,2.658,2.667,2.048,1.844,2.615,1.542,1.241,0.098,0.204,7.62,1.06,1.554,0
1921,10,3.658,3.411,3.304,2.661,2.673,2.042,1.807,2.609,1.604,1.262,0.107,0.235,7.74,1.05,1.402,0
1921,11,3.566,3.356,3.21,2.579,2.594,1.975,1.649,2.502,1.707,1.234,0.146,0.326,7.71,0.94,1.311,0
1921,12,4.023,3.484,3.277,2.64,2.655,2.03,1.67,2.577,1.814,1.247,0.207,0.36,7.71,1.06,1.28,0
1922,1,3.658,3.389,3.179,2.557,2.569,1.957,1.631,2.51,1.758,1.222,0.21,0.326,7.71,1.02,1.25,0
1922,2,3.993,3.478,3.283,2.664,2.67,2.057,1.798,2.638,1.68,1.225,0.192,0.259,7.76,0.86,1.372,0
1922,3,3.566,3.249,3.133,2.533,2.539,1.942,1.728,2.488,1.521,1.192,0.116,0.213,7.71,0.92,1.402,0
1922,4,3.444,3.173,3.063,2.466,2.472,1.881,1.615,2.394,1.558,1.183,0.11,0.265,7.76,0.94,1.311,0
1922,5,3.597,3.325,3.167,2.557,2.576,1.981,1.667,2.496,1.658,1.186,0.158,0.314,7.72,0.78,1.25,0
1922,6,3.658,3.456,3.24,2.649,2.655,2.067,1.74,2.598,1.716,1.173,0.216,0.326,7.81,0.95,1.433,0
1922,7,3.688,3.508,3.292,2.667,2.679,2.067,1.75,2.629,1.758,1.225,0.216,0.317,7.72,1.0,1.341,0
1922,8,3.627,3.45,3.261,2.63,2.64,2.018,1.728,2.589,1.722,1.244,0.189,0.29,7.56,1.0,1.463,0
1922,9,3.597,3.411,3.286,2.655,2.664,2.045,1.817,2.614,1.594,1.241,0.125,0.229,7.56,1.01,1.615,0
1922,10,3.627,3.371,3.271,2.646,2.652,2.036,1.78,2.576,1.591,1.234,0.101,0.256,7.55,1.04,1.433,0
1922,11,3.658,3.353,3.21,2.585,2.591,1.975,1.637,2.495,1.716,1.234,0.143,0.338,7.47,0.97,1.25,0
1922,12,3.749,3.475,3.271,2.655,2.667,2.063,1.689,2.582,1.786,1.207,0.204,0.375,7.63,1.0,1.311,0
1923,1,3.627,3.389,3.203,2.588,2.6,1.993,1.673,2.531,1.716,1.21,0.186,0.32,7.64,0.93,1.311,0
1923,2,3.597,3.338,3.191,2.588,2.594,1.996,1.75,2.544,1.588,1.195,0.146,0.247,7.54,0.92,1.433,0
1923,3,3.566,3.197,3.103,2.493,2.496,1.89,1.667,2.432,1.53,1.213,0.094,0.223,7.55,0.96,1.463,0
1923,4,3.597,3.295,3.21,2.597,2.603,1.996,1.756,2.526,1.539,1.213,0.085,0.241,7.53,0.87,1.433,0
1923,5,3.688,3.298,3.158,2.539,2.551,1.942,1.646,2.472,1.652,1.216,0.14,0.296,7.61,0.94,1.158,0
1923,6,3.688,3.395,3.2,2.573,2.588,1.975,1.646,2.52,1.749,1.225,0.195,0.329,7.62,1.04,1.25,0
1923,7,3.658,3.438,3.228,2.603,2.612,1.999,1.655,2.546,1.783,1.228,0.21,0.344,7.62,1.07,1.372,0
1923,8,3.536,3.42,3.228,2.609,2.612,1.999,1.704,2.562,1.716,1.228,0.192,0.296,7.6,1.08,1.433,0
1923,9,3.566,3.417,3.286,2.664,2.673,2.06,1.826,2.622,1.591,1.225,0.131,0.235,7.57,1.01,1.615,0
1923,10,3.627,3.38,3.283,2.655,2.664,2.045,1.777,2.578,1.603,1.237,0.098,0.268,7.52,0.96,1.524,0
1923,11,3.81,3.453,3.313,2.676,2.688,2.063,1.725,2.589,1.728,1.25,0.14,0.338,7.57,1.02,1.402,0
1923,12,3.78,3.432,3.231,2.582,2.597,1.963,1.561,2.496,1.871,1.268,0.201,0.402,7.58,1.0,0.975,0
1924,1,3.719,3.444,3.234,2.591,2.6,1.969,1.615,2.53,1.829,1.265,0.21,0.354,7.6,1.01,1.158,0
1924,2,3.627,3.371,3.203,2.566,2.573,1.945,1.679,2.525,1.692,1.259,0.168,0.265,7.59,0.99,1.219,0
1924,3,3.627,3.313,3.176,2.542,2.554,1.935,1.707,2.51,1.606,1.241,0.137,0.229,7.56,1.01,1.433,0
1924,4,3.566,3.261,3.161,2.533,2.545,1.929,1.664,2.462,1.597,1.231,0.101,0.265,7.58,1.03,1.372,0
1924,5,3.658,3.31,3.149,2.521,2.53,1.911,1.576,2.443,1.734,1.237,0.162,0.335,7.53,1.01,1.189,0
1924,6,3.719,3.392,3.185,2.579,2.585,1.981,1.606,2.499,1.786,1.204,0.207,0.375,7.65,1.08,1.128,0
1924,7,3.719,3.444,3.228,2.606,2.621,2.012,1.625,2.534,1.819,1.216,0.216,0.387,7.61,1.04,1.189,0
1924,8,3.627,3.386,3.203,2.582,2.591,1.978,1.667,2.526,1.719,1.225,0.183,0.311,7.63,1.06,1.28,0
1924,9,3.627,3.35,3.24,2.621,2.627,2.015,1.78,2.565,1.57,1.225,0.11,0.235,7.6,1.06,1.524,0
1924,10,3.688,3.289,3.21,2.585,2.594,1.975,1.716,2.502,1.573,1.234,0.079,0.259,7.64,1.05,1.311,0
1924,11,3.688,3.301,3.164,2.53,2.542,1.923,1.573,2.437,1.728,1.241,0.137,0.351,7.58,1.04,1.158,0
1924,12,3.688,3.399,3.197,2.554,2.566,1.939,1.618,2.508,1.781,1.259,0.201,0.32,7.6,1.0,1.067,0
1925,1,3.871,3.377,3.155,2.521,2.53,1.905,1.591,2.484,1.786,1.25,0.223,0.314,7.59,0.96,1.219,0
1925,2,3.749,3.405,3.231,2.633,2.643,2.051,1.768,2.586,1.637,1.18,0.174,0.283,7.75,0.87,1.524,0
1925,3,3.475,3.338,3.219,2.627,2.637,2.054,1.801,2.57,1.537,1.164,0.119,0.253,7.69,0.87,1.463,0
1925,4,3.505,3.274,3.176,2.576,2.588,2.003,1.716,2.495,1.558,1.173,0.098,0.287,7.7,0.89,1.524,0
1925,5,3.627,3.392,3.243,2.637,2.652,2.06,1.731,2.562,1.661,1.183,0.149,0.329,7.66,0.94,1.158,0
1925,6,3.719,3.459,3.249,2.627,2.646,2.042,1.686,2.572,1.773,1.207,0.21,0.357,7.69,1.0,1.189,0
1925,7,3.81,3.502,3.267,2.643,2.652,2.036,1.682,2.592,1.82,1.231,0.235,0.354,7.62,1.03,1.219,0
1925,8,3.78,3.472,3.289,2.643,2.655,2.024,1.682,2.577,1.79,1.265,0.183,0.341,7.66,1.05,1.25,0
1925,9,3.688,3.414,3.292,2.652,2.661,2.033,1.771,2.592,1.643,1.259,0.122,0.262,7.67,1.08,1.433,0
1925,10,3.597,3.405,3.322,2.673,2.685,2.051,1.798,2.602,1.607,1.271,0.082,0.253,7.63,1.06,1.615,0
1925,11,3.749,3.414,3.277,2.63,2.649,2.021,1.658,2.536,1.756,1.256,0.137,0.363,7.67,1.06,1.341,0
1925,12,3.901,3.52,3.325,2.679,2.701,2.076,1.661,2.59,1.859,1.25,0.195,0.415,7.67,1.05,1.311,0
1926,1,3.871,3.52,3.322,2.688,2.704,2.085,1.719,2.62,1.801,1.237,0.198,0.366,7.61,0.96,1.28,0
1926,2,3.871,3.487,3.307,2.697,2.704,2.1,1.817,2.652,1.67,1.207,0.18,0.283,7.59,0.88,1.463,0
1926,3,3.597,3.377,3.271,2.667,2.673,2.079,1.838,2.608,1.539,1.192,0.107,0.241,7.61,0.88,1.402,0
1926,4,3.627,3.374,3.246,2.64,2.652,2.06,1.777,2.576,1.597,1.186,0.128,0.283,7.66,0.94,1.554,0
1926,5,3.505,3.338,3.179,2.548,2.573,1.966,1.585,2.462,1.753,1.213,0.158,0.381,7.62,0.97,1.219,0
1926,6,3.688,3.447,3.246,2.603,2.621,1.999,1.573,2.51,1.874,1.247,0.201,0.427,7.58,1.02,1.219,0
1926,7,3.719,3.472,3.249,2.606,2.621,1.99,1.622,2.547,1.85,1.259,0.223,0.369,7.57,1.08,1.189,0
1926,8,3.688,3.459,3.252,2.627,2.637,2.024,1.682,2.57,1.777,1.228,0.207,0.341,7.68,1.13,1.25,0
1926,9,3.505,3.356,3.228,2.603,2.615,2.006,1.701,2.528,1.655,1.222,0.128,0.305,7.69,1.1,1.341,0
1926,10,3.627,3.347,3.249,2.621,2.637,2.027,1.722,2.534,1.625,1.222,0.098,0.305,7.67,1.13,1.402,0
1926,11,3.78,3.447,3.316,2.679,2.694,2.076,1.71,2.578,1.737,1.241,0.131,0.366,7.62,1.07,1.402,0
1926,12,3.688,3.417,3.225,2.6,2.621,2.021,1.6,2.508,1.817,1.204,0.192,0.421,7.67,1.11,1.311,0
1927,1,3.749,3.472,3.252,2.621,2.64,2.03,1.618,2.545,1.854,1.222,0.219,0.411,7.64,0.96,1.25,0
1927,2,3.84,3.472,3.289,2.701,2.716,2.146,1.832,2.652,1.64,1.143,0.183,0.314,7.57,0.84,1.28,0
1927,3,3.658,3.28,3.152,2.536,2.554,1.957,1.664,2.472,1.616,1.195,0.128,0.293,7.61,0.74,1.372,0
1927,4,3.597,3.298,3.188,2.566,2.582,1.978,1.695,2.496,1.603,1.21,0.11,0.283,7.63,0.81,1.463,0
1927,5,3.597,3.347,3.164,2.521,2.548,1.929,1.554,2.45,1.793,1.234,0.183,0.375,7.68,0.93,1.128,0
1927,6,3.719,3.466,3.243,2.615,2.637,2.03,1.606,2.536,1.86,1.213,0.223,0.424,7.74,0.94,1.158,0
1927,7,3.688,3.478,3.249,2.6,2.627,2.006,1.6,2.539,1.878,1.244,0.229,0.405,7.62,1.03,1.341,0
1927,8,3.749,3.453,3.267,2.64,2.652,2.039,1.701,2.577,1.752,1.228,0.186,0.338,7.66,1.07,1.433,0
1927,9,3.658,3.411,3.267,2.643,2.658,2.045,1.765,2.588,1.646,1.222,0.143,0.28,7.65,1.04,1.524,0
1927,10,3.688,3.399,3.283,2.661,2.682,2.079,1.74,2.57,1.659,1.204,0.116,0.338,7.65,1.01,1.554,0
1927,11,3.993,3.459,3.316,2.676,2.701,2.085,1.673,2.566,1.786,1.231,0.143,0.411,7.73,1.09,1.28,0
1927,12,3.84,3.517,3.322,2.682,2.707,2.088,1.661,2.589,1.856,1.234,0.195,0.427,7.68,1.02,1.219,0
1928,1,3.719,3.456,3.24,2.612,2.624,2.009,1.637,2.546,1.819,1.231,0.216,0.372,7.73,1.05,1.128,0
1928,2,3.993,3.463,3.261,2.646,2.658,2.06,1.716,2.59,1.747,1.201,0.201,0.344,7.7,0.95,1.372,0
1928,3,3.658,3.356,3.216,2.606,2.621,2.03,1.704,2.53,1.652,1.186,0.14,0.326,7.8,1.08,1.463,0
1928,4,3.566,3.316,3.197,2.582,2.606,2.015,1.698,2.507,1.618,1.183,0.119,0.317,7.73,0.98,1.311,0
1928,5,3.749,3.362,3.179,2.566,2.585,1.993,1.631,2.496,1.731,1.186,0.183,0.363,7.7,0.97,1.219,0
1928,6,3.871,3.456,3.222,2.6,2.624,2.03,1.6,2.528,1.856,1.192,0.235,0.43,7.69,1.03,1.158,0
1928,7,3.81,3.508,3.261,2.63,2.655,2.051,1.612,2.56,1.896,1.21,0.247,0.439,7.72,1.08,1.189,0
1928,8,3.78,3.496,3.289,2.664,2.679,2.073,1.695,2.596,1.801,1.216,0.207,0.378,7.67,1.05,1.433,0
1928,9,3.536,3.392,3.255,2.63,2.643,2.033,1.74,2.566,1.652,1.222,0.137,0.293,7.63,0.97,1.433,0
1928,10,3.688,3.383,3.261,2.618,2.637,2.015,1.67,2.526,1.713,1.247,0.122,0.344,7.6,1.0,1.219,0
1928,11,3.81,3.399,3.237,2.594,2.615,1.996,1.564,2.482,1.835,1.241,0.162,0.433,7.6,0.97,1.097,0
1928,12,3.962,3.487,3.28,2.63,2.655,2.033,1.576,2.532,1.911,1.247,0.207,0.457,7.7,1.05,1.128,0
1929,1,3.749,3.496,3.274,2.649,2.667,2.06,1.686,2.591,1.81,1.213,0.223,0.375,7.69,1.05,1.219,0
1929,2,3.597,3.395,3.197,2.576,2.585,1.975,1.631,2.513,1.764,1.222,0.198,0.344,7.65,0.97,1.219,0
1929,3,3.597,3.277,3.121,2.521,2.533,1.948,1.622,2.45,1.655,1.173,0.155,0.326,7.65,0.96,1.341,0
1929,4,3.536,3.28,3.155,2.542,2.566,1.978,1.618,2.449,1.662,1.177,0.125,0.36,7.64,1.0,1.372,0
1929,5,3.658,3.325,3.155,2.548,2.566,1.981,1.576,2.45,1.749,1.173,0.171,0.405,7.56,0.96,1.158,0
1929,6,3.84,3.466,3.234,2.606,2.633,2.033,1.606,2.536,1.86,1.201,0.232,0.427,7.56,0.96,1.158,0
1929,7,3.962,3.542,3.28,2.661,2.676,2.076,1.661,2.602,1.881,1.204,0.262,0.415,7.65,1.01,1.25,0
1929,8,3.749,3.487,3.264,2.633,2.652,2.042,1.634,2.56,1.853,1.222,0.223,0.408,7.55,1.04,1.158,0
1929,9,3.688,3.472,3.322,2.688,2.704,2.085,1.75,2.611,1.722,1.237,0.149,0.335,7.69,1.04,1.28,0
1929,10,3.627,3.377,3.267,2.63,2.646,2.027,1.704,2.54,1.673,1.241,0.11,0.323,7.66,1.03,1.494,0
1929,11,3.719,3.42,3.249,2.612,2.633,2.021,1.6,2.51,1.82,1.228,0.171,0.421,7.61,1.02,1.219,0
1929,12,3.81,3.45,3.228,2.594,2.624,2.021,1.536,2.493,1.914,1.207,0.223,0.485,7.68,0.95,1.006,0
1930,1,3.962,3.527,3.298,2.682,2.704,2.109,1.67,2.598,1.857,1.189,0.229,0.439,7.66,0.9,1.219,0
1930,2,3.749,3.463,3.264,2.655,2.667,2.073,1.707,2.585,1.756,1.192,0.198,0.366,7.66,0.73,1.158,0
1930,3,3.81,3.395,3.261,2.673,2.682,2.106,1.823,2.609,1.572,1.155,0.134,0.283,7.69,0.84,1.341,0
1930,4,3.658,3.353,3.203,2.6,2.618,2.036,1.686,2.52,1.667,1.167,0.149,0.351,7.63,0.91,1.463,0
1930,5,3.719,3.408,3.203,2.582,2.609,2.015,1.576,2.492,1.832,1.189,0.204,0.439,7.57,0.91,1.25,0
1930,6,3.719,3.484,3.246,2.618,2.64,2.036,1.579,2.532,1.905,1.21,0.238,0.457,7.61,0.8,1.097,0
1930,7,3.84,3.523,3.286,2.652,2.667,2.051,1.634,2.578,1.889,1.234,0.238,0.418,7.64,1.02,1.189,0
1930,8,3.78,3.517,3.295,2.676,2.691,2.091,1.704,2.61,1.813,1.204,0.223,0.387,7.8,1.07,1.341,0
1930,9,3.658,3.481,3.338,2.716,2.734,2.134,1.783,2.632,1.698,1.204,0.143,0.351,7.72,1.06,1.524,0
1930,10,3.627,3.426,3.307,2.697,2.713,2.121,1.75,2.588,1.676,1.186,0.119,0.372,7.65,1.05,1.463,0
1930,11,3.749,3.484,3.304,2.688,2.707,2.112,1.701,2.592,1.783,1.192,0.18,0.411,7.71,0.83,1.28,0
1930,12,3.81,3.523,3.295,2.667,2.691,2.091,1.67,2.596,1.853,1.204,0.229,0.421,7.68,1.0,1.311,0
1931,1,3.84,3.523,3.289,2.664,2.688,2.088,1.646,2.584,1.877,1.201,0.235,0.442,7.7,0.97,1.25,0
1931,2,3.901,3.514,3.31,2.691,2.707,2.103,1.75,2.632,1.764,1.207,0.204,0.354,7.54,0.86,1.311,0
1931,3,3.597,3.344,3.188,2.557,2.579,1.972,1.618,2.481,1.726,1.216,0.155,0.354,7.58,0.93,1.219,0
1931,4,3.566,3.35,3.21,2.582,2.597,1.984,1.649,2.5,1.701,1.225,0.14,0.335,7.54,0.96,1.402,0
1931,5,3.719,3.469,3.255,2.618,2.643,2.03,1.609,2.539,1.86,1.225,0.213,0.421,7.61,1.0,1.28,0
1931,6,3.719,3.49,3.249,2.618,2.649,2.048,1.57,2.53,1.92,1.201,0.241,0.479,7.65,1.06,1.189,0
1931,7,3.749,3.536,3.286,2.658,2.685,2.085,1.628,2.582,1.908,1.201,0.25,0.457,7.64,1.03,1.25,0
1931,8,3.749,3.466,3.264,2.652,2.667,2.07,1.698,2.582,1.768,1.195,0.201,0.372,7.69,0.97,1.341,0
1931,9,3.627,3.414,3.252,2.652,2.661,2.07,1.747,2.58,1.667,1.183,0.162,0.323,7.6,0.92,1.402,0
1931,10,3.688,3.377,3.231,2.621,2.637,2.042,1.655,2.516,1.722,1.189,0.146,0.387,7.62,0.96,1.402,0
1931,11,3.78,3.405,3.228,2.597,2.621,2.018,1.558,2.482,1.847,1.21,0.177,0.46,7.63,0.95,1.219,0
1931,12,3.81,3.484,3.267,2.637,2.661,2.054,1.612,2.548,1.872,1.213,0.216,0.442,7.6,0.95,1.189,0
1932,1,3.688,3.487,3.231,2.612,2.624,2.021,1.631,2.559,1.856,1.21,0.256,0.39,7.74,0.93,1.189,0
1932,2,3.749,3.481,3.274,2.664,2.682,2.091,1.725,2.603,1.756,1.183,0.207,0.366,7.68,0.85,1.341,0
1932,3,3.505,3.331,3.173,2.566,2.585,1.993,1.64,2.486,1.691,1.18,0.158,0.354,7.73,0.9,1.372,0
1932,4,3.749,3.356,3.216,2.603,2.618,2.024,1.664,2.51,1.692,1.192,0.14,0.36,7.57,0.86,1.25,0
1932,5,3.871,3.444,3.243,2.643,2.664,2.088,1.698,2.571,1.746,1.155,0.201,0.39,7.7,0.94,1.158,0
1932,6,3.78,3.481,3.24,2.633,2.661,2.085,1.625,2.553,1.856,1.155,0.241,0.46,7.75,0.93,1.067,0
1932,7,3.78,3.523,3.283,2.67,2.694,2.109,1.652,2.588,1.871,1.173,0.241,0.457,7.72,0.98,1.25,0
1932,8,3.749,3.545,3.331,2.707,2.725,2.121,1.743,2.644,1.802,1.21,0.213,0.378,7.63,0.98,1.463,0
1932,9,3.688,3.511,3.368,2.752,2.765,2.161,1.853,2.682,1.658,1.207,0.143,0.308,7.57,0.87,1.554,0
1932,10,3.78,3.441,3.295,2.661,2.682,2.067,1.698,2.57,1.743,1.228,0.146,0.369,7.62,0.94,1.28,0
1932,11,3.932,3.435,3.249,2.609,2.637,2.024,1.564,2.5,1.871,1.225,0.186,0.46,7.64,0.96,1.219,0
1932,12,3.749,3.481,3.252,2.609,2.637,2.021,1.564,2.522,1.917,1.231,0.229,0.457,7.61,0.96,0.945,0
1933,1,3.901,3.469,3.234,2.612,2.627,2.024,1.634,2.552,1.835,1.21,0.235,0.39,7.64,0.96,1.219,0
1933,2,3.536,3.35,3.142,2.524,2.536,1.932,1.588,2.469,1.762,1.21,0.207,0.344,7.75,1.03,1.219,0
1933,3,3.719,3.347,3.179,2.573,2.594,2.009,1.679,2.513,1.668,1.17,0.168,0.329,7.72,0.97,1.433,0
1933,4,3.627,3.325,3.176,2.569,2.594,2.015,1.634,2.48,1.691,1.161,0.149,0.381,7.71,0.98,1.311,0
1933,5,3.719,3.319,3.13,2.521,2.545,1.96,1.527,2.423,1.792,1.17,0.189,0.433,7.69,1.06,1.097,0
1933,6,3.81,3.45,3.206,2.597,2.615,2.024,1.597,2.524,1.853,1.183,0.244,0.427,7.68,0.99,1.067,0
1933,7,3.901,3.548,3.28,2.661,2.679,2.079,1.676,2.612,1.872,1.201,0.268,0.402,7.56,0.93,1.158,0
1933,8,3.78,3.508,3.277,2.655,2.67,2.063,1.667,2.588,1.841,1.213,0.232,0.396,7.66,1.0,1.25,0
1933,9,3.658,3.429,3.274,2.646,2.661,2.048,1.716,2.572,1.713,1.225,0.155,0.332,7.73,1.06,1.463,0
1933,10,3.719,3.362,3.231,2.6,2.615,1.999,1.664,2.513,1.698,1.231,0.131,0.335,7.53,0.96,1.28,0
1933,11,3.749,3.402,3.216,2.579,2.603,1.99,1.548,2.475,1.854,1.225,0.186,0.442,7.7,1.04,1.097,0
1933,12,3.871,3.496,3.261,2.633,2.652,2.042,1.564,2.53,1.932,1.219,0.235,0.479,7.67,0.99,0.945,0
1934,1,3.81,3.456,3.225,2.603,2.627,2.03,1.606,2.531,1.85,1.195,0.232,0.424,7.7,1.01,1.097,0
1934,2,3.688,3.456,3.258,2.655,2.67,2.079,1.737,2.596,1.719,1.18,0.198,0.341,7.67,0.92,1.219,0
1934,3,3.536,3.362,3.219,2.618,2.627,2.033,1.747,2.554,1.615,1.186,0.143,0.287,7.58,0.81,1.463,0
