lon,lat,segment,kind
30.9401,-49.7568,128,ridge
31.0811,-49.5743,128,ridge
31.1516,-49.3911,128,ridge
31.4336,-49.5286,128,ridge
31.6451,-49.5743,128,ridge
31.9976,-49.62,128,ridge
31.9976,-49.4369,128,ridge
32.2092,-49.2532,128,ridge
32.4207,-49.0226,128,ridge
32.4912,-48.7909,128,ridge
32.6322,-48.6513,128,ridge
32.7027,-48.5114,128,ridge
32.8437,-48.2773,128,ridge
32.9847,-48.0422,128,ridge
33.1257,-47.8533,128,ridge
33.3373,-47.7111,128,ridge
33.3373,-47.4734,128,ridge
33.4783,-47.2346,128,ridge
33.5488,-47.0908,128,ridge
33.5488,-46.8502,128,ridge
33.6193,-46.6086,128,ridge
33.7603,-46.3658,128,ridge
33.8308,-46.1709,128,ridge
33.9013,-46.0242,128,ridge
34.1128,-46.0242,128,ridge
34.3243,-46.0731,128,ridge
34.5358,-46.0731,128,ridge
34.7474,-46.0731,128,ridge
34.8179,-46.0731,128,ridge
34.9589,-45.828,128,ridge
35.0999,-45.5819,128,ridge
35.0999,-45.3841,128,ridge
35.1704,-45.136,128,ridge
35.2409,-45.0364,128,ridge
35.2409,-44.8868,128,ridge
35.3114,-44.7868,128,ridge
35.3819,-44.6866,128,ridge
35.5229,-44.6866,128,ridge
35.8049,-44.6866,128,ridge
36.0165,-44.7868,128,ridge
36.228,-44.8368,128,ridge
36.4395,-44.7868,128,ridge
36.7215,-44.7367,128,ridge
36.8625,-44.6866,128,ridge
37.074,-44.6365,128,ridge
37.215,-44.536,128,ridge
37.3561,-44.5863,128,ridge
37.5676,-44.6365,128,ridge
37.7791,-44.536,128,ridge
37.9201,-44.4354,128,ridge
38.1316,-44.3347,128,ridge
38.3431,-44.1326,128,ridge
38.4841,-44.1326,128,ridge
38.7662,-44.1326,128,ridge
38.9072,-44.1832,128,ridge
39.1187,-44.1832,128,ridge
39.1892,-43.9298,128,ridge
39.2597,-43.7264,128,ridge
39.2597,-43.5222,128,ridge
39.3302,-43.3174,128,ridge
39.6122,-43.3174,128,ridge
39.8237,-43.3686,128,ridge
40.1058,-43.3686,128,ridge
40.3173,-43.3686,128,ridge
40.3173,-43.5733,128,ridge
40.3878,-43.8282,128,ridge
40.6698,-43.8282,128,ridge
41.0223,-43.879,128,ridge
41.3043,-43.879,128,ridge
41.4454,-43.7773,128,ridge
41.5864,-43.5222,128,ridge
41.5864,-43.3174,128,ridge
41.6569,-43.1118,128,ridge
41.6569,-42.9056,128,ridge
41.7979,-42.6987,128,ridge
41.9389,-42.6987,128,ridge
42.2209,-42.7505,128,ridge
42.3619,-42.8022,128,ridge
42.4324,-42.595,128,ridge
42.5029,-42.387,128,ridge
42.5029,-42.1261,128,ridge
42.5734,-41.8641,128,ridge
42.5734,-41.6537,128,ridge
42.6439,-41.4427,128,ridge
42.6439,-41.1779,128,ridge
42.6439,-41.0185,128,ridge
42.785,-40.8053,128,ridge
42.9965,-40.8587,128,ridge
43.208,-40.912,128,ridge
43.5605,-40.9652,128,ridge
43.913,-40.9652,128,ridge
44.1951,-40.9652,128,ridge
44.4066,-40.912,128,ridge
44.5476,-40.8587,128,ridge
44.5476,-40.645,128,ridge
44.7591,-40.538,128,ridge
44.9001,-40.4307,128,ridge
45.0411,-40.3233,128,ridge
45.2526,-40.2157,128,ridge
45.5347,-40.1079,128,ridge
45.6757,-40.054,128,ridge
45.9577,-40.1079,128,ridge
46.0987,-39.946,128,ridge
46.1692,-39.7836,128,ridge
46.0987,-39.5122,128,ridge
46.1692,-39.2397,128,ridge
46.1692,-39.0209,128,ridge
46.3102,-38.8015,128,ridge
46.5922,-38.8015,128,ridge
46.8743,-38.7465,128,ridge
47.1563,-38.7465,128,ridge
47.4383,-38.6915,128,ridge
47.7203,-38.6915,128,ridge
47.8613,-38.5262,128,ridge
48.0729,-38.3605,128,ridge
48.2844,-38.2499,128,ridge
48.3549,-38.0836,128,ridge
48.6369,-38.0281,128,ridge
48.9189,-37.9169,128,ridge
49.2714,-37.8056,128,ridge
49.483,-37.7499,128,ridge
49.765,-37.6941,128,ridge
49.9765,-37.6383,128,ridge
50.188,-37.6383,128,ridge
50.47,-37.6383,128,ridge
50.6816,-37.5824,128,ridge
50.8931,-37.4706,128,ridge
51.1046,-37.4146,128,ridge
51.3866,-37.3586,128,ridge
51.5981,-37.3025,128,ridge
51.7391,-37.2464,128,ridge
52.0212,-37.1903,128,ridge
52.3032,-37.0779,128,ridge
52.3032,-36.8525,128,ridge
52.3032,-36.5699,128,ridge
52.3032,-36.3999,128,ridge
52.3737,-36.1156,128,ridge
52.5852,-36.0586,128,ridge
52.8672,-36.0586,128,ridge
52.9377,-36.1156,128,ridge
53.1492,-36.1725,128,ridge
53.3608,-36.1725,128,ridge
53.3608,-36.0016,128,ridge
53.3608,-35.8303,128,ridge
53.3608,-35.6013,128,ridge
53.4313,-35.4292,128,ridge
53.5723,-35.3717,128,ridge
53.7838,-35.3142,128,ridge
53.9953,-35.2566,128,ridge
54.0658,-35.026,128,ridge
54.0658,-34.7368,128,ridge
54.3478,-34.7368,128,ridge
54.6298,-34.6789,128,ridge
54.8414,-34.5628,128,ridge
54.9824,-34.3302,128,ridge
55.4054,-34.3302,128,ridge
55.6169,-34.0386,128,ridge
55.7579,-33.8632,128,ridge
56.1105,-33.6874,128,ridge
56.3925,-33.6874,128,ridge
56.6745,-33.6287,128,ridge
56.9565,-33.6287,128,ridge
57.027,-33.3346,128,ridge
57.027,-32.9213,128,ridge
56.9565,-32.6843,128,ridge
56.9565,-32.4466,128,ridge
56.9565,-32.2083,128,ridge
57.027,-31.9693,128,ridge
57.0975,-31.7298,128,ridge
57.3796,-31.7298,128,ridge
57.6616,-31.6698,128,ridge
57.8731,-31.6098,128,ridge
58.2961,-31.6098,128,ridge
58.3666,-31.3693,128,ridge
58.4371,-31.1282,128,ridge
58.7192,-31.1282,128,ridge
59.0012,-31.0074,128,ridge
59.3537,-30.8259,128,ridge
59.6357,-30.5835,128,ridge
59.8472,-30.462,128,ridge
60.0588,-30.462,128,ridge
60.3408,-30.3404,128,ridge
60.4818,-30.2795,128,ridge
60.6933,-30.1576,128,ridge
60.6933,-29.9135,128,ridge
60.6933,-29.6075,128,ridge
60.7638,-29.362,128,ridge
60.9753,-29.239,128,ridge
61.1163,-28.9926,128,ridge
61.3984,-28.9309,128,ridge
61.6099,-28.8692,128,ridge
61.8214,-28.8074,128,ridge
62.0329,-28.6838,128,ridge
62.1739,-28.56,128,ridge
62.3854,-28.4361,128,ridge
62.738,-28.2499,128,ridge
63.02,-28.1257,128,ridge
63.2315,-28.0012,128,ridge
63.5135,-27.939,128,ridge
63.6545,-27.8143,128,ridge
63.9365,-27.8143,128,ridge
64.1481,-27.8143,128,ridge
64.5006,-27.939,128,ridge
64.7826,-27.939,128,ridge
65.0646,-27.8143,128,ridge
65.2761,-27.6895,128,ridge
65.4877,-27.6271,128,ridge
65.8402,-27.5646,128,ridge
66.1222,-27.5021,128,ridge
66.3337,-27.3769,128,ridge
66.6157,-27.2516,128,ridge
66.8273,-27.2516,128,ridge
67.1093,-27.0634,128,ridge
67.2503,-26.812,128,ridge
67.4618,-26.6231,128,ridge
67.7438,-26.56,128,ridge
67.9553,-26.3707,128,ridge
68.2374,-26.181,128,ridge
68.5194,-26.1177,128,ridge
68.8014,-26.0544,128,ridge
69.0129,-25.9277,128,ridge
69.2949,-25.8008,128,ridge
69.5065,-25.7373,128,ridge
69.718,-25.6102,128,ridge
70.0,-25.5478,128,ridge
,,128,ridge
-45.1254,15.2648,129,ridge
-45.1449,14.022,129,ridge
-45.0602,13.9966,129,ridge
-45.0342,12.6829,129,ridge
-44.2592,12.6317,129,ridge
-44.2787,12.1062,129,ridge
-43.888,12.087,129,ridge
-43.9205,10.9245,129,ridge
-41.0876,10.7893,129,ridge
-41.0811,9.9769,129,ridge
-40.8597,9.9769,129,ridge
-40.8597,9.3889,129,ridge
-40.6447,9.3759,129,ridge
-40.6513,8.8387,129,ridge
-40.1172,8.8128,129,ridge
-40.1433,8.2099,129,ridge
-38.2156,8.1385,129,ridge
-38.2091,7.7035,129,ridge
-36.861,7.6515,129,ridge
-36.8544,7.4045,129,ridge
-36.0599,7.3655,129,ridge
-36.0469,7.0208,129,ridge
-35.3696,6.9362,129,ridge
-35.3631,6.6107,129,ridge
-33.6242,6.6172,129,ridge
-33.6177,6.109,129,ridge
-33.5135,6.0764,129,ridge
-33.507,5.6525,129,ridge
-32.973,5.646,129,ridge
,,129,ridge
-32.973,5.646,130,ridge
-32.8637,3.9559,130,ridge
-30.9665,4.063,130,ridge
-30.7374,1.6392,130,ridge
-30.0286,1.6106,130,ridge
-29.9141,0.7946,130,ridge
-29.2053,0.8519,130,ridge
-28.3462,0.9521,130,ridge
-27.3153,1.0595,130,ridge
-26.4705,1.1597,130,ridge
-26.2915,0.5011,130,ridge
-25.0315,0.6157,130,ridge
-24.6163,-1.1025,130,ridge
-23.4923,-0.9665,130,ridge
-22.3826,-0.8018,130,ridge
-21.545,-0.6801,130,ridge
-20.4926,-0.494,130,ridge
-19.6764,-0.3293,130,ridge
-18.8459,-0.179,130,ridge
-17.8866,0.0358,130,ridge
-16.7554,0.272,130,ridge
-16.5035,0.3014,130,ridge
,,130,ridge
-16.5035,0.3014,131,ridge
-16.2521,-0.5545,131,ridge
-16.0425,-0.5183,131,ridge
-15.8449,-1.1451,131,ridge
-15.5635,-1.0728,131,ridge
-15.4079,-1.4946,131,ridge
-13.1567,-0.9101,131,ridge
-12.7017,-2.0971,131,ridge
-12.1628,-1.9404,131,ridge
-11.8336,-2.8558,131,ridge
-12.0933,-3.0659,131,ridge
-12.0311,-3.0183,131,ridge
-11.7677,-3.9688,131,ridge
-12.097,-4.1071,131,ridge
-12.0371,-4.5819,131,ridge
-12.1449,-4.6119,131,ridge
-12.0132,-5.0263,131,ridge
-11.606,-4.9423,131,ridge
-11.5162,-5.4165,131,ridge
-11.163,-5.3805,131,ridge
-11.0253,-5.9322,131,ridge
-11.2648,-6.0221,131,ridge
,,131,ridge
70.0,-25.5678,132,ridge
70.2004,-25.8203,132,ridge
70.2863,-25.8974,132,ridge
70.4009,-26.0836,132,ridge
70.5011,-26.1542,132,ridge
70.7373,-26.0708,132,ridge
70.8805,-26.2183,132,ridge
71.1167,-26.0644,132,ridge
71.2384,-26.0066,132,ridge
71.3243,-25.9938,132,ridge
71.4173,-26.1349,132,ridge
71.5605,-26.3463,132,ridge
71.7752,-26.3463,132,ridge
71.9041,-26.5382,132,ridge
72.0472,-26.6914,132,ridge
72.1832,-26.8509,132,ridge
72.3049,-26.9591,132,ridge
72.4409,-27.0037,132,ridge
72.6772,-27.2389,132,ridge
72.8346,-27.4419,132,ridge
72.9921,-27.4292,132,ridge
73.1496,-27.3595,132,ridge
73.2999,-27.4546,132,ridge
73.4717,-27.4356,132,ridge
73.5863,-27.4166,132,ridge
73.6865,-27.6003,132,ridge
73.6936,-27.6952,132,ridge
74.0157,-27.8658,132,ridge
74.1518,-28.0361,132,ridge
74.3808,-28.181,132,ridge
74.3164,-28.3132,132,ridge
74.252,-28.3949,132,ridge
74.1875,-28.5016,132,ridge
74.3665,-28.671,132,ridge
74.5097,-28.7837,132,ridge
74.6671,-28.865,132,ridge
74.7888,-28.9713,132,ridge
74.8747,-29.0712,132,ridge
74.9893,-29.2895,132,ridge
75.1253,-29.4513,132,ridge
75.4474,-29.6936,132,ridge
75.3472,-29.8176,132,ridge
75.2255,-29.9105,132,ridge
75.4402,-30.0652,132,ridge
75.612,-30.2504,132,ridge
76.0845,-30.6691,132,ridge
76.0773,-30.8041,132,ridge
76.3636,-31.037,132,ridge
76.5784,-31.2326,132,ridge
76.7359,-31.4461,132,ridge
76.4495,-31.6713,132,ridge
76.7645,-31.8777,132,ridge
76.9148,-31.9687,132,ridge
77.1582,-32.253,132,ridge
77.4517,-32.6267,132,ridge
77.7237,-32.885,132,ridge
77.5304,-33.0408,132,ridge
77.5948,-33.2561,132,ridge
77.6092,-33.3397,132,ridge
77.6807,-33.4053,132,ridge
77.5161,-33.572,132,ridge
77.3014,-33.7088,132,ridge
77.4087,-33.7682,132,ridge
77.6092,-34.035,132,ridge
77.8311,-34.1473,132,ridge
77.9885,-34.3186,132,ridge
78.2105,-34.5895,132,ridge
78.4037,-34.6835,132,ridge
78.7187,-35.0352,132,ridge
78.6901,-35.2396,132,ridge
78.4681,-35.3911,132,ridge
78.3321,-35.5598,132,ridge
78.5397,-35.7165,132,ridge
78.7473,-35.9366,132,ridge
79.1339,-36.3058,132,ridge
78.8976,-36.5242,132,ridge
78.6686,-36.6676,132,ridge
78.1246,-37.079,132,ridge
78.4681,-37.4201,132,ridge
78.2319,-37.607,132,ridge
78.0458,-37.754,132,ridge
78.461,-38.092,132,ridge
78.2033,-38.2493,132,ridge
78.5397,-38.5906,132,ridge
77.9957,-38.9137,132,ridge
78.3178,-39.2297,132,ridge
77.781,-39.6269,132,ridge
77.917,-39.7588,132,ridge
77.6521,-39.9343,132,ridge
77.3228,-40.1694,132,ridge
77.4517,-40.2676,132,ridge
77.8168,-40.322,132,ridge
78.1174,-40.5829,132,ridge
78.3751,-40.8644,132,ridge
78.5183,-40.8644,132,ridge
78.6543,-40.832,132,ridge
78.9835,-41.0424,132,ridge
79.3486,-41.2736,132,ridge
79.5634,-41.4826,132,ridge
79.7495,-41.723,132,ridge
79.9213,-41.8295,132,ridge
80.2505,-41.5842,132,ridge
80.4581,-41.4184,132,ridge
80.7087,-41.1769,132,ridge
81.1596,-41.4505,132,ridge
81.5891,-41.6216,132,ridge
82.0902,-41.973,132,ridge
82.6342,-42.3489,132,ridge
83.0208,-42.6123,132,ridge
83.5433,-42.9635,132,ridge
83.8976,-42.6704,132,ridge
84.2585,-42.3899,132,ridge
84.5781,-42.1081,132,ridge
84.8359,-41.8787,132,ridge
85.0524,-41.5946,132,ridge
85.2689,-41.4405,132,ridge
85.5989,-41.1158,132,ridge
85.7639,-40.9605,132,ridge
86.2485,-41.2319,132,ridge
86.5063,-41.3942,132,ridge
86.6403,-41.2706,132,ridge
87.228,-41.5638,132,ridge
87.5271,-41.7637,132,ridge
87.8467,-41.9552,132,ridge
88.1457,-42.1539,132,ridge
88.352,-41.9935,132,ridge
88.5375,-41.8174,132,ridge
88.8366,-41.848,132,ridge
89.2799,-42.0928,132,ridge
89.5274,-42.2834,132,ridge
89.8883,-42.4355,132,ridge
90.2801,-42.6023,132,ridge
90.5688,-42.7687,132,ridge
90.9606,-42.9949,132,ridge
91.3937,-43.2802,132,ridge
91.6618,-43.385,132,ridge
91.9711,-43.4523,132,ridge
92.4042,-43.4896,132,ridge
92.8991,-43.7577,132,ridge
93.2806,-43.9506,132,ridge
93.6828,-44.1208,132,ridge
94.1468,-44.3934,132,ridge
94.5283,-44.6868,132,ridge
94.7242,-44.9204,132,ridge
94.8273,-44.8037,132,ridge
95.1057,-44.9859,132,ridge
95.3016,-44.9422,132,ridge
95.5491,-45.015,132,ridge
96.2915,-45.4931,132,ridge
95.6934,-45.9886,132,ridge
96.1677,-46.3235,132,ridge
95.9203,-46.5504,132,ridge
96.3533,-46.7764,132,ridge
96.6008,-46.8961,132,ridge
96.7864,-47.0856,132,ridge
97.2607,-47.3162,132,ridge
97.7247,-47.539,132,ridge
98.0443,-47.6916,132,ridge
98.2299,-47.9127,132,ridge
98.7042,-48.1055,132,ridge
99.3023,-48.3044,132,ridge
99.5085,-48.1055,132,ridge
99.7663,-47.7954,132,ridge
99.9003,-47.5251,132,ridge
100.0653,-47.3441,132,ridge
100.3025,-47.1766,132,ridge
100.6118,-47.3372,132,ridge
100.8386,-47.5112,132,ridge
101.0345,-47.6639,132,ridge
101.2201,-47.7331,132,ridge
101.5295,-47.7054,132,ridge
101.9625,-47.8575,132,ridge
102.4472,-48.023,132,ridge
102.5606,-47.9403,132,ridge
102.8802,-48.1055,132,ridge
103.3442,-48.181,132,ridge
103.9835,-48.4001,132,ridge
104.0866,-48.2975,132,ridge
105.1899,-48.7473,132,ridge
105.0662,-48.9504,132,ridge
105.592,-49.1594,132,ridge
106.0973,-49.3609,132,ridge
106.355,-49.0921,132,ridge
106.5303,-48.8625,132,ridge
106.7572,-48.5638,132,ridge
106.9634,-48.2701,132,ridge
107.8398,-48.5978,132,ridge
108.5513,-48.8286,132,ridge
108.4069,-49.0112,132,ridge
108.6957,-49.1325,132,ridge
108.6338,-49.2535,132,ridge
108.8813,-49.381,132,ridge
109.4277,-49.5281,132,ridge
109.9639,-49.6948,132,ridge
110.4279,-49.8476,132,ridge
110.7269,-49.9338,132,ridge
110.995,-49.7015,132,ridge
111.3147,-49.841,132,ridge
111.325,-50.0331,132,ridge
111.6343,-50.1651,132,ridge
112.088,-50.2704,132,ridge
112.6757,-50.3427,132,ridge
112.8613,-50.1848,132,ridge
113.3562,-50.3558,132,ridge
113.8202,-50.4804,132,ridge
114.078,-50.198,132,ridge
114.377,-49.8675,132,ridge
114.9441,-49.9404,132,ridge
115.5113,-50.1057,132,ridge
115.6556,-49.9338,132,ridge
115.8618,-50.0,132,ridge
116.2021,-49.6815,132,ridge
116.4805,-49.22,132,ridge
116.9651,-49.3542,132,ridge
117.3879,-49.5815,132,ridge
117.3672,-49.6748,132,ridge
117.9344,-49.8211,132,ridge
118.4293,-49.9338,132,ridge
118.5839,-49.9139,132,ridge
118.6974,-49.8277,132,ridge
119.4398,-49.9603,132,ridge
120.0894,-50.1519,132,ridge
120.3471,-49.7281,132,ridge
120.543,-49.2535,132,ridge
120.7802,-48.8151,132,ridge
121.2958,-48.9369,132,ridge
121.6773,-49.0584,132,ridge
121.471,-49.3944,132,ridge
121.3267,-49.7015,132,ridge
121.966,-49.8012,132,ridge
122.564,-49.9404,132,ridge
122.8837,-49.488,132,ridge
123.6054,-49.6482,132,ridge
123.8013,-49.2603,132,ridge
124.0076,-48.8286,132,ridge
124.554,-48.9369,132,ridge
125.1933,-49.1863,132,ridge
125.183,-49.6415,132,ridge
125.5027,-49.7547,132,ridge
125.8945,-49.8211,132,ridge
126.0904,-49.4011,132,ridge
126.2038,-49.0247,132,ridge
126.3275,-48.6454,132,ridge
126.8637,-48.7473,132,ridge
127.503,-48.8489,132,ridge
127.3999,-49.2132,132,ridge
127.2762,-49.5682,132,ridge
127.1421,-49.9139,132,ridge
127.0493,-50.1387,132,ridge
127.9051,-50.2836,132,ridge
128.7919,-50.4345,132,ridge
128.6372,-50.198,132,ridge
129.4002,-50.2704,132,ridge
129.9055,-50.3361,132,ridge
130.6273,-50.4607,132,ridge
131.0913,-50.5785,132,ridge
131.4109,-50.6112,132,ridge
131.5759,-50.5524,132,ridge
131.7408,-50.4476,132,ridge
131.3593,-50.1585,132,ridge
131.679,-50.1585,132,ridge
132.0811,-50.2112,132,ridge
132.7513,-50.2638,132,ridge
133.2669,-50.2901,132,ridge
134.2877,-50.3624,132,ridge
135.6694,-50.5197,132,ridge
135.3188,-50.1848,132,ridge
136.4736,-50.2046,132,ridge
137.1335,-50.2243,132,ridge
137.7006,-50.2243,132,ridge
138.2677,-50.2441,132,ridge
138.6389,-50.277,132,ridge
138.9895,-50.2507,132,ridge
139.4226,-50.2704,132,ridge
139.701,-50.2901,132,ridge
139.7216,-51.0789,132,ridge
139.7113,-51.7845,132,ridge
139.8706,-51.807,132,ridge
140.1529,-51.807,132,ridge
140.2941,-51.8288,132,ridge
140.4706,-51.807,132,ridge
140.5059,-52.3493,132,ridge
140.5059,-52.757,132,ridge
140.5059,-53.2033,132,ridge
140.5059,-53.5192,132,ridge
140.5765,-54.0198,132,ridge
140.7529,-54.0198,132,ridge
141.0706,-53.9991,132,ridge
141.3529,-54.0198,132,ridge
141.6353,-54.0613,132,ridge
141.8471,-54.082,132,ridge
142.0941,-54.082,132,ridge
142.3059,-54.1234,132,ridge
142.5176,-54.206,132,ridge
142.7294,-54.2267,132,ridge
142.9059,-54.2473,132,ridge
143.0824,-54.2473,132,ridge
143.2588,-54.2473,132,ridge
143.4706,-54.2473,132,ridge
143.6118,-54.2267,132,ridge
143.7882,-54.206,132,ridge
144.0353,-54.206,132,ridge
144.0706,-54.3503,132,ridge
144.0706,-54.453,132,ridge
144.0706,-54.5964,132,ridge
144.1059,-54.7596,132,ridge
,,132,ridge
-29.8423,-54.9485,133,ridge
-29.8241,-55.0046,133,ridge
-29.8387,-55.0388,133,ridge
-29.8594,-55.0927,133,ridge
-29.8798,-55.1543,133,ridge
-29.9022,-55.2237,133,ridge
-29.9467,-55.3114,133,ridge
-29.9758,-55.3832,133,ridge
-30.002,-55.4703,133,ridge
-30.0313,-55.5366,133,ridge
-30.0567,-55.5873,133,ridge
-30.0791,-55.6546,133,ridge
-30.0972,-55.7166,133,ridge
-30.1176,-55.7773,133,ridge
-30.1384,-55.8263,133,ridge
-30.1612,-55.8843,133,ridge
-30.1796,-55.937,133,ridge
-30.2041,-56.0088,133,ridge
-30.218,-56.0613,133,ridge
-30.2405,-56.1265,133,ridge
-30.261,-56.1827,133,ridge
-30.2795,-56.2337,133,ridge
-30.2908,-56.2935,133,ridge
-30.3093,-56.3418,133,ridge
-30.3263,-56.3749,133,ridge
-30.413,-56.376,133,ridge
-30.5086,-56.3822,133,ridge
-30.577,-56.3831,133,ridge
-30.6388,-56.3801,133,ridge
-30.6893,-56.3744,133,ridge
-30.6903,-56.406,133,ridge
-30.7083,-56.4668,133,ridge
-30.722,-56.5237,133,ridge
-30.7399,-56.5868,133,ridge
-30.7575,-56.6599,133,ridge
-30.7645,-56.7126,133,ridge
-30.7777,-56.7779,133,ridge
-30.7898,-56.8181,133,ridge
-30.8041,-56.8594,133,ridge
-30.7189,-56.8771,133,ridge
-30.6546,-56.8863,133,ridge
-30.5581,-56.9001,133,ridge
-30.5166,-56.9095,133,ridge
-30.4845,-56.9129,133,ridge
-30.4829,-56.9515,133,ridge
-30.5037,-57.0002,133,ridge
-30.527,-57.0453,133,ridge
-30.5546,-57.094,133,ridge
-30.5758,-57.1339,133,ridge
-30.5899,-57.1787,133,ridge
-30.482,-57.1947,133,ridge
-30.3923,-57.2097,133,ridge
-30.3279,-57.22,133,ridge
-30.2453,-57.2313,133,ridge
-30.1878,-57.2418,133,ridge
-30.1578,-57.2488,133,ridge
-30.1656,-57.3353,133,ridge
-30.1776,-57.3748,133,ridge
-30.1893,-57.4229,133,ridge
-30.2081,-57.4649,133,ridge
-30.2306,-57.5265,133,ridge
-30.2426,-57.5671,133,ridge
-30.2506,-57.5941,133,ridge
-30.2655,-57.6212,133,ridge
-30.2076,-57.6389,133,ridge
-30.1382,-57.6612,133,ridge
-30.057,-57.6908,133,ridge
-30.0224,-57.7013,133,ridge
-29.9876,-57.7143,133,ridge
-29.9343,-57.7332,133,ridge
-29.8835,-57.7448,133,ridge
-29.8817,-57.7886,133,ridge
-29.8888,-57.8361,133,ridge
-29.9004,-57.8848,133,ridge
-29.9073,-57.9371,133,ridge
-29.9125,-57.9759,133,ridge
-29.9219,-58.0232,133,ridge
-29.9294,-58.0619,133,ridge
-29.938,-58.0753,133,ridge
-29.8802,-58.0927,133,ridge
-29.8381,-58.1151,133,ridge
-29.803,-58.1364,133,ridge
-29.7519,-58.1563,133,ridge
-29.7535,-58.1708,133,ridge
-29.7766,-58.2192,133,ridge
-29.8089,-58.2652,133,ridge
-29.8468,-58.3388,133,ridge
-29.8848,-58.4099,133,ridge
-29.912,-58.4688,133,ridge
-29.9541,-58.5504,133,ridge
-29.9944,-58.6222,133,ridge
-30.0219,-58.6713,133,ridge
-30.0408,-58.7083,133,ridge
-30.0581,-58.731,133,ridge
-30.0753,-58.7561,133,ridge
-30.0831,-58.7869,133,ridge
-30.0485,-58.7936,133,ridge
-29.9867,-58.7988,133,ridge
-29.9019,-58.8061,133,ridge
-29.8217,-58.8123,133,ridge
-29.7619,-58.8222,133,ridge
-29.7044,-58.8322,133,ridge
-29.661,-58.834,133,ridge
-29.6034,-58.8452,133,ridge
-29.5574,-58.8541,133,ridge
-29.558,-58.8919,133,ridge
-29.5678,-58.9273,133,ridge
-29.5631,-58.9838,133,ridge
-29.5676,-59.0367,133,ridge
-29.574,-59.1002,133,ridge
-29.5851,-59.1589,133,ridge
-29.5894,-59.2162,133,ridge
-29.58,-59.2733,133,ridge
-29.5962,-59.3213,133,ridge
-29.6,-59.39,133,ridge
-29.5889,-59.434,133,ridge
-29.591,-59.4897,133,ridge
-29.5992,-59.5628,133,ridge
-29.5995,-59.6055,133,ridge
-29.6013,-59.669,133,ridge
-29.6016,-59.7117,133,ridge
-29.5997,-59.7554,133,ridge
-29.6053,-59.783,133,ridge
-29.611,-59.8072,133,ridge
-29.4966,-59.8128,133,ridge
-29.4319,-59.8316,133,ridge
-29.3171,-59.8463,133,ridge
-29.3089,-59.876,133,ridge
-29.2933,-59.9182,133,ridge
-29.2881,-59.9833,133,ridge
-29.2785,-60.0437,133,ridge
-29.2724,-60.0767,133,ridge
-29.2714,-60.0994,133,ridge
-29.2769,-60.1291,133,ridge
-29.3726,-60.1324,133,ridge
-29.4551,-60.1265,133,ridge
-29.5239,-60.1205,133,ridge
-29.5834,-60.1155,133,ridge
-29.6454,-60.1093,133,ridge
-29.6866,-60.1064,133,ridge
-29.7096,-60.1032,133,ridge
-29.7109,-60.1248,133,ridge
-29.7426,-60.1797,133,ridge
-29.7525,-60.2139,133,ridge
-29.7645,-60.2514,133,ridge
-29.7701,-60.2775,133,ridge
-29.7711,-60.3058,133,ridge
-29.7721,-60.3341,133,ridge
-29.7802,-60.3579,133,ridge
-29.7817,-60.3749,133,ridge
-29.7812,-60.385,133,ridge
,,133,ridge
-18.52,67.48,134,ridge
-18.32,67.74,134,ridge
-18.02,68.06,134,ridge
-17.7,68.4,134,ridge
-17.33,68.7,134,ridge
-17.14,68.86,134,ridge
-16.49,68.81,134,ridge
-16.26,69.04,134,ridge
-16.02,69.26,134,ridge
-15.73,69.55,134,ridge
-15.41,69.84,134,ridge
-15.01,70.17,134,ridge
-14.74,70.39,134,ridge
-14.46,70.35,134,ridge
-14.24,70.52,134,ridge
-14.02,70.73,134,ridge
-13.88,70.82,134,ridge
-13.4,70.77,134,ridge
-12.91,70.7,134,ridge
-12.26,70.57,134,ridge
-12.0,70.71,134,ridge
-11.67,70.87,134,ridge
-11.35,71.05,134,ridge
-11.85,71.15,134,ridge
-12.35,71.25,134,ridge
-12.1,71.39,134,ridge
-11.73,71.59,134,ridge
-11.36,71.78,134,ridge
-10.36,71.61,134,ridge
-9.4,71.46,134,ridge
-7.95,71.22,134,ridge
-7.38,71.12,134,ridge
-6.9,71.28,134,ridge
-6.33,71.39,134,ridge
-5.93,71.46,134,ridge
-5.69,71.54,134,ridge
-5.18,71.43,134,ridge
-4.75,71.33,134,ridge
-4.36,71.43,134,ridge
-4.09,71.49,134,ridge
-3.68,71.4,134,ridge
-2.94,71.5,134,ridge
-2.4,71.59,134,ridge
-1.74,71.69,134,ridge
-0.97,71.81,134,ridge
-0.38,71.91,134,ridge
0.29,72.02,134,ridge
0.91,72.13,134,ridge
1.99,72.32,134,ridge
2.78,72.44,134,ridge
3.62,72.58,134,ridge
4.28,72.7,134,ridge
4.97,72.82,134,ridge
5.59,72.93,134,ridge
6.08,73.02,134,ridge
6.77,73.14,134,ridge
,,134,ridge
7.08,73.21,135,ridge
7.38,73.25,135,ridge
,,135,ridge
7.79,73.37,136,ridge
8.14,73.43,136,ridge
,,136,ridge
8.4,73.49,137,ridge
8.64,73.53,137,ridge
8.82,73.63,137,ridge
,,137,ridge
8.96,73.71,138,ridge
9.05,73.76,138,ridge
9.14,73.88,138,ridge
9.18,73.98,138,ridge
9.22,74.1,138,ridge
9.16,74.24,138,ridge
9.12,74.38,138,ridge
8.98,74.54,138,ridge
