time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1940-01-02T00:07:18.060Z,30.733,21.739,15.0,5.63,mw,,,,,iscgem,iscgem901139,2022-04-26T19:32:59.585Z,"144 km E of Ajdabiya, Libya",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem
1940-01-02T11:07:18.540Z,-29.182,-113.001,15.0,6.28,mw,,,,,iscgem,iscgem901140,2022-04-26T19:33:04.378Z,Easter Island region,earthquake,,25.0,0.35,,reviewed,iscgem,iscgem
1940-01-04T20:44:55.390Z,40.415,37.926,15.0,5.51,mw,,,,,iscgem,iscgem901144,2022-04-26T19:33:10.665Z,"13 km ESE of Mesudiye, Turkey",earthquake,,5.2,0.51,,reviewed,iscgem,iscgem
1940-01-06T08:15:39.210Z,45.077,151.498,25.0,6.07,mw,,,,,iscgem,iscgem901146,2022-04-26T19:33:11.890Z,"285 km E of Kuril’sk, Russia",earthquake,,9.3,0.2,,reviewed,iscgem,iscgem
1940-01-06T19:04:35.170Z,35.373,25.814,15.0,5.84,mw,,,,,iscgem,iscgem901148,2022-04-26T19:33:17.199Z,"14 km NE of Eloúnda, Greece",earthquake,,11.1,0.26,,reviewed,iscgem,iscgem
1940-01-07T03:22:39.410Z,33.995,141.386,15.0,6.0,mw,,,,,iscgem,iscgem901149,2022-04-26T19:33:18.452Z,"161 km SE of Katsuura, Japan",earthquake,,19.1,0.2,,reviewed,iscgem,iscgem
1940-01-07T09:01:57.400Z,25.229,63.657,15.0,5.56,mw,,,,,iscgem,iscgem901153,2022-04-26T19:33:19.594Z,"19 km ESE of Pasni, Pakistan",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem
1940-01-10T11:17:33.810Z,35.314,99.072,15.0,5.96,mw,,,,,iscgem,iscgem901156,2022-04-26T19:33:20.801Z,"282 km WSW of Xining, China",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem
1940-01-17T01:14:56.420Z,17.139,148.059,15.0,7.5,mw,,,,,iscgem,iscgem901160,2022-04-26T19:33:21.961Z,Mariana Islands region,earthquake,,3.6,0.2,,reviewed,iscgem,iscgem
1940-01-19T05:23:47.650Z,43.267,121.633,15.0,6.22,mw,,,,,iscgem,iscgem901161,2022-04-26T19:33:27.079Z,"63 km SW of Tongliao, China",earthquake,,25.0,0.36,,reviewed,iscgem,iscgem
1940-01-20T09:58:11.160Z,-54.454,-136.099,10.0,6.39,mw,,,,,iscgem,iscgem16965324,2022-04-26T16:03:58.890Z,Pacific-Antarctic Ridge,earthquake,,25.0,0.2,,reviewed,iscgem,iscgem
1940-01-26T06:41:46.500Z,-14.543,166.795,35.0,5.98,mw,,,,,iscgem,iscgem901169,2022-04-26T19:33:29.363Z,"62 km NNW of Port-Olry, Vanuatu",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem
1940-01-26T17:04:23.920Z,27.425,132.178,15.0,6.71,mw,,,,,iscgem,iscgem901171,2022-04-26T19:33:30.597Z,"285 km ESE of Naze, Japan",earthquake,,25.0,0.29,,reviewed,iscgem,iscgem
1940-01-26T20:56:03.160Z,40.492,38.164,15.0,5.17,mw,,,,,iscgemsup,iscgemsup901172,2022-05-09T16:47:35.520Z,"31 km NW of ?ebin Karahisar, Turkey",earthquake,,5.2,0.54,,reviewed,iscgemsup,iscgemsup
