pl_name,st_teff,st_rad,pl_orbsmax,pl_rade,pl_eqt,discoverymethod
TIC 393818343 b,5756.0,1.086,0.1291,12.18416202,805.5,Transit
Kepler-415 c,,0.643,,,,Transit Timing Variations
Kepler-1514 c,6145.0,1.289,0.0997,1.1758241,1066.0,Transit
TOI-4214 b,6370.0,1.434,0.05018,10.68215861,1642.0,Transit
Kepler-616 d,6004.0,0.977,,2.653,,Transit
Kepler-1962 b,5700.0,1.006,,1.21463929,,Transit
WASP-106 b,6002.0,1.47,0.0901,12.10569916,,Transit
OGLE-2019-BLG-0249L b,,,1.84,,,Microlensing
Kepler-1893 b,5633.0,1.162,,1.70557445,,Transit
Kepler-1491 b,5728.0,0.99,,1.51,,Transit
OGLE-2017-BLG-1237L b,,,2.53,,,Microlensing
Kepler-1883 b,6208.0,1.024,,3.25107395,,Transit
TOI-1739 b,4814.0,0.781,0.073872,1.946,,Transit
Kepler-527 b,6388.0,1.45,,2.84,,Transit
TOI-628 b,6250.0,1.345,0.0486,11.88154,1586.0,Transit
Kepler-1791 b,5887.0,1.177,,3.12103321,,Transit
Kepler-1399 b,5735.0,0.96,,1.25,,Transit
HD 20794 b,5368.0,0.93,0.1257,,,Radial Velocity
KOI-3503 b,6001.0,1.255,,1.19,785.0,Transit
GJ 667 C c,3350.0,,0.125,,,Radial Velocity
HD 28254 b,,,2.45,,,Radial Velocity
TOI-257 b,6095.0,1.867,0.1528,7.16253867,1027.0,Transit
HD 34445 d,5836.0,1.38,0.4817,,,Radial Velocity
KMT-2021-BLG-1077L c,,,0.93,,,Microlensing
GJ 251 b,3342.0,0.36,0.0808,,336.0,Radial Velocity
HAT-P-31 b,6065.0,1.39,,12.21781,,Transit
Kepler-217 d,6341.0,1.76,,1.32,,Transit
DMPP-1 d,,,0.04467,,,Radial Velocity
Kepler-811 b,5747.0,1.24,,2.7,,Transit
OGLE2-TR-L9 b,6933.0,1.53,0.0308,18.046,,Transit
Kepler-1954 b,5840.0,0.849,,1.80235934,,Transit
TOI-4600 c,5170.0,0.81,1.152,9.42,191.0,Transit
TOI-2524 b,5831.0,1.119,0.073,11.2089807,1100.0,Transit
HD 96167 b,5733.0,1.94,1.332,,,Radial Velocity
OGLE-2017-BLG-0604L b,,,4.06,,,Microlensing
Kepler-359 c,6248.0,1.086,0.307,4.3,,Transit
TOI-1260 d,4227.0,0.672,0.1116,3.12,499.0,Transit
Kepler-444 c,5046.0,0.752,0.04881,0.497,,Transit
TOI-1749 c,3985.0,0.55,0.0443,2.12,673.0,Transit
Kepler-616 b,5753.0,0.97,,2.43,,Transit
TOI-237 b,3212.0,0.211,0.0341,1.44,388.0,Transit
HATS-1 b,5870.0,1.038,0.0444,14.594,1359.0,Transit
nu Oph c,4887.0,12.24,5.829,,,Radial Velocity
Kepler-977 b,5315.0,0.83,,2.62,,Transit
GJ 3138 b,3717.0,0.5,0.0197,,,Radial Velocity
HD 130322 b,5387.0,0.85,0.0925,,,Radial Velocity
TOI-6448 b,5910.0,0.897,0.131,8.47398941,745.0,Transit
Kepler-1363 b,4839.0,0.72,,1.25,,Transit
Kepler-880 b,6761.0,1.74,,2.66,,Transit
Kepler-849 b,5950.0,1.822,1.137,8.08167508,362.7,Transit
NGTS-23 b,6057.0,1.24,0.0504,14.20177855,1327.0,Transit
Kepler-299 b,5617.0,1.032,0.04,1.32,,Transit
HD 40307 b,4956.0,,0.0468,,,Radial Velocity
HAT-P-21 b,5588.0,1.21,,12.44199,,Transit
Kepler-478 b,5210.0,0.8,,2.71,,Transit
NGTS-18 b,5610.0,1.392,0.0448,13.56286665,1381.0,Transit
M62H b,,,,,,Pulsar Timing
K2-346 b,4801.0,0.7,,2.26,450.0,Transit
KIC 5479689 b,5459.1,0.894,,,,Orbital Brightness Modulation
Kepler-392 b,5938.0,1.129,0.059,1.0,,Transit
Kepler-363 c,5593.0,1.485,0.079,1.69,,Transit
Kepler-1464 c,5828.0,1.01,,1.0,,Transit
Kepler-223 b,,1.72,,2.99,,Transit
Kepler-1374 b,5323.0,0.81,,2.29,,Transit
Kepler-1370 b,6202.0,1.29,,1.84,,Transit
WASP-41 b,5545.0,0.83,,12.3299,,Transit
KMT-2019-BLG-1953L b,,,,,,Microlensing
HIP 97233 b,,,2.491,,,Radial Velocity
TOI-1794 b,5631.0,1.3162,0.082,3.29701268,992.91,Transit
EPIC 201427007 b,5633.0,0.94,,1.5,,Transit
TOI-6019 b,5561.0,2.02,0.1212,12.3,1095.0,Transit
TOI-2876 b,5271.0,0.873,0.0654,9.6397234,929.0,Transit
Gaia-4 b,4034.0,0.624,,,,Astrometry
HD 102195 b,5301.0,0.82,0.05,,,Radial Velocity
Kepler-650 b,5849.0,1.35,,2.96,,Transit
OGLE-2019-BLG-0960L b,,,1.9,,,Microlensing
TOI-4127 b,6096.0,1.293,0.303,12.07,556.0,Transit
Kepler-892 b,4747.0,0.72,,2.81,,Transit
TOI-5126 b,6150.0,1.241,0.06519,4.74,1442.0,Transit
Kepler-305 e,4974.0,0.827279,,1.7938153,,Transit
Kepler-228 b,6043.0,1.014,0.038,1.53,,Transit
Kepler-864 b,5754.0,1.0,,2.4,,Transit
TOI-5489 b,3547.0,0.42,,1.4,624.0,Transit
GJ 96 b,3785.0,,0.291,,,Radial Velocity
Kepler-1858 b,4939.0,0.819,,2.42168247,,Transit
Kepler-1743 b,5855.0,1.613,,1.59887007,,Transit
HD 181433 b,,,0.0828,,,Radial Velocity
HD 147018 c,5441.0,,1.922,,,Radial Velocity
K2-349 b,4385.0,0.49,,1.38,518.0,Transit
Kepler-25 d,,1.316,,,,Radial Velocity
WASP-178 b,9360.0,1.67,0.0558,20.28829,2470.0,Transit
WASP-39 b,5485.0,0.939,0.04828,14.336311,1166.0,Transit
Kepler-589 c,5372.0,0.916,,1.11727238,,Transit
Kepler-332 c,4955.0,0.72,0.114,1.09,,Transit
HD 222076 b,4806.0,4.1,1.83,,,Radial Velocity
Kepler-882 b,5476.0,0.87,,1.23,,Transit
HAT-P-67 b,6640.0,2.62,,23.9872187,,Transit
Kepler-304 b,4731.0,0.687,0.039,2.86,,Transit
HD 27894 b,,,0.125,,,Radial Velocity
HD 141399 b,5600.0,,0.415,,,Radial Velocity
Kepler-1080 b,5956.0,1.16,,3.28,,Transit
Kepler-355 b,6184.0,1.066,0.102,1.46,,Transit
K2-213 b,5794.0,1.20424,,1.51398464,,Transit
HIP 18606 b,4860.0,4.83,1.61,,,Radial Velocity
OGLE-2017-BLG-0406L b,,,3.5,,,Microlensing
Kepler-224 d,5018.0,0.676,0.089,2.3,,Transit
TOI-2578 b,6333.0,1.64,0.0495,19.66055215,1778.0,Transit
KOI-4978 b,5050.28,0.966,,0.7,,Transit
K2-102 b,4695.0,0.71,,1.3,,Transit
Kepler-757 b,6014.0,1.13,,1.36,,Transit
Kepler-164 b,5888.0,1.148,0.058,1.41,,Transit
Kepler-1196 b,5756.0,0.97,,2.23,,Transit
K2-356 b,5568.0,0.86,0.1599,2.29,624.0,Transit
HAT-P-44 c,5295.0,0.949,1.752,,,Radial Velocity
K2-75 c,5995.0,1.56,0.1429,2.77,,Transit
GJ 433 d,,,0.178,,,Radial Velocity
Kepler-308 c,5895.0,0.941,0.123,2.16,,Transit
HAT-P-64 b,6457.0,1.735,0.05387,19.08889413,1766.0,Transit
WASP-194 b,6405.0,1.409,0.047,15.47960235,1693.0,Transit
HD 73526 b,5601.0,1.53,0.65,,,Radial Velocity
HD 142 c,,,9.811,,,Radial Velocity
Kepler-1597 b,6377.0,1.39,,1.06,,Transit
G 264-012 b,3326.0,0.305,0.02279,,587.0,Radial Velocity
Kepler-256 e,5551.0,1.301,0.096,2.35,,Transit
WASP-64 b,5400.0,1.058,0.02648,14.247,1689.0,Transit
TOI-2145 b,6206.0,2.75,0.1117,12.24020692,,Transit
Kepler-411 e,,0.82,0.186,,503.0,Transit Timing Variations
K2-187 d,5438.0,0.83,,2.4,,Transit
BD+15 2375 b,4649.0,8.95,0.576,,,Radial Velocity
TOI-1751 b,5970.0,1.3137,0.215,2.9507845,651.64,Transit
GJ 3341 b,3526.0,0.439,0.089,,,Radial Velocity
K2-157 d,5334.0,0.86,0.309,,429.1,Radial Velocity
Kepler-1217 b,5905.0,1.08,,1.99,,Transit
GJ 536 c,3641.0,0.529,0.1617,,290.5,Radial Velocity
TIC 245076932 b,6130.0,1.288,0.157,10.87271128,845.0,Transit
HD 31527 d,5898.0,,0.8098,,,Radial Velocity
K2-381 d,4473.0,0.675,,1.689,,Transit
K2-27 b,5246.0,0.876,,4.74,836.0,Transit
Kepler-172 c,5526.0,1.085,0.068,2.86,,Transit
TOI-2986 b,5906.0,1.458,0.04489,9.292245,1622.0,Transit
TOI-756 b,3657.0,0.505,0.018,2.81,934.0,Transit
HD 28192 b,,,0.118,,,Radial Velocity
AB Pic b,,,260.0,,,Imaging
Kepler-782 b,5867.0,1.01,,3.21,,Transit
Kepler-679 b,5403.0,0.84,,3.01,,Transit
Kepler-1829 b,5230.0,0.777,,2.47887001,,Transit
EPIC 212737443 b,4684.0,0.673,0.098,2.586,536.0,Transit
HD 4208 b,5717.0,0.846,1.662,,,Radial Velocity
Kepler-307 c,5367.0,0.814,,2.2,,Transit
Kepler-138 c,3841.0,0.535,0.0913,1.51,410.0,Transit
Kepler-265 c,5835.0,1.103,0.127,2.63,,Transit
KOI-1599.02,,0.972,0.112293,1.9,,Transit
TOI-1203 b,5737.0,1.179,0.04869,1.52,1361.2,Radial Velocity
Kepler-1006 b,5328.0,0.74,,1.54,,Transit
OGLE-2003-BLG-235L b,,,4.3,,,Microlensing
OGLE-2017-BLG-0482L b,,,1.8,,,Microlensing
K2-132 b,4840.0,3.85,,14.5717,,Transit
Kepler-685 b,5963.0,1.16,,10.58,,Transit
Kepler-192 c,5479.0,1.007,0.15,2.79,,Transit
Wolf 1069 b,3158.0,0.1813,0.0672,,250.1,Radial Velocity
Kepler-32 e,3900.0,0.53,0.033,1.5,,Transit
K2-266 e,4285.0,0.703,0.1249,2.73,490.1,Transit
Kepler-1691 b,6000.0,1.13152,,1.83470985,,Transit
Kepler-1995 b,5029.0,0.93,0.3259,4.28,375.0,Transit
WASP-192 b,5910.0,1.32,0.0408,13.78707,1620.0,Transit
OGLE-2016-BLG-1067L b,,,1.7,,,Microlensing
HD 147379 b,4090.0,,,,,Radial Velocity
OGLE-2008-BLG-355L b,,,1.7,,,Microlensing
Kepler-1603 b,6241.0,1.31,,1.29,,Transit
Kepler-1867 b,5693.0,0.816,,1.15985997,,Transit
Kepler-450 b,6197.21,1.64162,,6.14,,Transit
OGLE-2013-BLG-0911L b,,,0.39,,,Microlensing
Kepler-1025 b,6089.0,1.13,,1.98,,Transit
TOI-7041 b,4700.0,4.1,,11.43316031,,Transit
HD 111232 b,,,2.148,,,Radial Velocity
Kepler-1198 b,5517.0,0.9,,1.47,,Transit
Kepler-187 c,6105.0,1.287,0.099,2.67,,Transit
TOI-125 b,5320.0,0.848,0.05186,2.726,1037.0,Transit
TOI-125 c,5320.0,0.848,0.0814,2.759,827.8,Transit
TOI-125 d,5320.0,0.848,0.137,2.93,638.1,Transit
HATS-48 A b,4546.0,0.7152,0.03769,8.9672,954.6,Transit
HATS-72 b,4656.1,0.7214,0.066517,8.0973816,739.3,Transit
TOI-1347 b,5464.0,0.83,,1.8,1400.0,Transit
HD 94890 b,4867.0,10.71,2.07,,,Radial Velocity
Kepler-76 b,6409.0,1.32,0.0274,15.24424,2140.0,Orbital Brightness Modulation
TOI-5502 b,6088.71,1.32375,,4.1287378,,Transit
TOI-329 b,5614.0,1.5326,0.0638,4.94057819,1213.02,Transit
Kepler-1772 b,5541.0,0.934,,2.68609988,,Transit
GJ 393 b,3579.0,0.426,0.05402,,485.0,Radial Velocity
HIP 65407 c,5460.0,,0.316,,,Radial Velocity
Kepler-197 d,6004.0,1.12,0.119,1.22,,Transit
HIP 79098 AB b,,,345.0,,2450.0,Imaging
Kepler-356 b,6133.0,1.335,0.057,1.57,,Transit
HD 11506 d,6123.0,,18.2,,,Radial Velocity
OGLE-2006-BLG-109L c,,,4.5,,,Microlensing
Kepler-1514 b,6145.0,1.289,0.753,12.419572,387.9,Transit
Kepler-274 b,6023.0,1.007,0.101,1.54,,Transit
K2-321 b,3750.0,0.595,0.02839,2.05124347,830.0,Transit
Kepler-1242 b,4895.0,0.74,,2.26,,Transit
Kepler-1249 b,6202.0,1.28,,2.38,,Transit
Kepler-75 b,5200.0,0.89,0.0818,11.77,767.0,Transit
TOI-2025 b,5977.0,1.459,0.0892,11.89272852,1166.0,Transit
TOI-4311 b,5063.0,0.8441,0.01817,1.376,1664.0,Transit
WASP-177 b,5017.0,0.885,0.03957,17.71022,1142.0,Transit
eps Ind A b,4700.0,0.713,15.76,,,Radial Velocity
TOI-5380 b,6400.78,1.5621,,3.48093238,,Transit
Kepler-345 b,4504.0,0.623,0.066,0.74,,Transit
Kepler-1389 b,5078.0,0.74,,1.77,,Transit
Kepler-574 b,5612.0,0.91,,2.39,,Transit
Kepler-1580 b,6228.0,2.15,,2.11,,Transit
nu Oph b,4887.0,12.24,1.765,,,Radial Velocity
Kepler-1773 b,6183.0,1.3,,3.50469499,,Transit
K2-187 c,5438.0,0.83,,1.4,,Transit
Kepler-161 c,5078.0,0.806,0.068,2.05,,Transit
BD-06 1339 c,4324.0,,0.435,,,Radial Velocity
Kepler-1499 b,5097.0,0.78,,1.19,,Transit
Kepler-1930 b,5083.0,0.844,,1.52955541,,Transit
TOI-1266 c,3563.0,0.4232,0.105,1.98,346.0,Transit
HD 43197 c,,,8.54,,,Radial Velocity
Kepler-1960 b,6371.0,1.072,,1.30749704,,Transit
CHXR 73 b,,,210.0,,,Imaging
K2-128 b,4469.51,0.777569,0.056,1.42,,Transit
BD+60 1417 b,4993.0,0.797,1662.0,14.68376472,1303.0,Imaging
TOI-712 c,4622.0,0.674,0.2447,2.701,369.9,Transit
Kepler-501 b,5904.0,1.04,,4.3,,Transit
TOI-5736 b,3949.0,0.58,,1.56,1311.0,Transit
K2-343 c,3804.0,0.46,,2.02,465.0,Transit
Kepler-387 c,5774.0,1.046,0.098,0.89,,Transit
TOI-4507 b,6260.0,1.04,0.456,8.2,,Transit
TOI-5181 A b,6060.0,1.53,0.0522,13.34989601,1585.0,Transit
Kepler-348 c,6177.0,1.359,0.138,1.33,,Transit
Kepler-844 b,4128.0,0.57,,1.68,,Transit
KMT-2019-BLG-0953L b,,,1.1,,,Microlensing
MOA-2016-BLG-319L b,,,0.95,,,Microlensing
LP 261-75 b,,,450.0,,1500.0,Imaging
Kepler-1285 b,6170.0,1.28,,0.97,,Transit
HD 49674 b,5602.0,1.02,0.06,,,Radial Velocity
LHS 1678 b,3490.0,0.329,0.01239,0.685,,Transit
Kepler-1583 b,5645.0,0.91,,0.6,,Transit
Kepler-674 b,4192.0,0.57,,1.69,,Transit
NN Ser d,,,,,,Eclipse Timing Variations
HD 220773 b,5940.0,,4.94,,,Radial Velocity
HD 8673 b,,,2.97,,,Radial Velocity
Kepler-62 c,4925.0,0.64,0.0929,0.54,578.0,Transit
Kepler-700 b,5692.0,0.96,,5.99,,Transit
55 Cnc e,5172.0,0.943,0.01544,1.875,,Radial Velocity
NGTS-11 b,5050.0,0.832,0.201,9.157753,435.0,Transit
HD 86226 b,5863.0,1.053,2.73,,176.0,Radial Velocity
WD 1856+534 b,4710.0,0.0131,0.0204,10.4,163.0,Transit
LTT 9779 b,5443.0,0.949,0.01679,4.72,1978.0,Transit
TOI-824 b,4600.0,0.695,0.02177,2.926,1253.0,Transit
GJ 3473 c,3347.0,0.364,0.0876,,329.1,Radial Velocity
WASP-127 b,,1.333,0.0484,14.694999,,Transit
HAT-P-18 b,4803.0,0.749,0.0559,11.153,852.0,Transit
WASP-139 b,5310.0,0.8,0.062,8.9672,910.0,Transit
K2-287 b,5695.0,1.07,0.1206,9.494023,804.0,Transit
GJ 3473 b,3347.0,0.364,0.01589,1.264,773.0,Transit
Kepler-12 b,5947.0,1.483,0.0553,19.660586,1480.0,Transit
HD 86226 c,5863.0,1.053,0.049,2.16,1311.0,Transit
HD 6061 b,5934.0,1.0072,0.06,2.42763557,1075.31,Transit
TOI-3321 b,5850.0,1.549,0.047,15.55806521,1616.0,Transit
Kepler-209 c,5513.0,0.935,0.231,3.1,,Transit
ups Leo b,4836.0,11.22,1.18,,,Radial Velocity
DMPP-7 b,,,0.05873,,,Radial Velocity
TOI-406.01,3392.0,0.41,0.0809,2.08,368.0,Transit
Kepler-20 d,5495.0,0.9164,0.3474,2.606,430.0,Transit
NGTS-8 b,5241.0,0.98,0.035,12.21781,1345.0,Transit
OGLE-2016-BLG-1195L b,,,1.16,,,Microlensing
Kepler-46 d,5309.0,0.79,0.067,1.64,,Transit
Kepler-1070 b,6261.0,1.32,,1.73,,Transit
mu2 Sco b,21700.0,5.6,242.4,,,Imaging
TIC 161045582 b,5683.87,1.07976,,2.24566738,,Transit
Kepler-53 d,6085.0,0.958,0.091,2.12,,Transit
KMT-2016-BLG-1105L b,,,2.44,,,Microlensing
Kepler-382 b,5600.0,0.945,0.055,1.32,,Transit
HD 190360 c,5560.0,,0.1298,,,Radial Velocity
Kepler-1309 b,5235.0,0.8,,2.37,,Transit
Kepler-603 c,5808.0,1.01,,6.5,,Transit
Kepler-946 b,5665.0,0.93,,1.93,,Transit
TOI-5678 b,5485.0,0.938,0.249,4.91,513.0,Transit
Kepler-77 b,5520.0,0.99,0.04501,10.761,1440.0,Transit
BD-06 1339 b,4324.0,,0.0428,,,Radial Velocity
Kepler-385 c,6326.0,1.126,0.127,3.04,,Transit
Kepler-272 d,5297.0,0.929,0.091,2.25,,Transit
Kepler-1564 b,5528.0,0.9,,1.47,,Transit
CT Cha b,,,440.0,24.66,2600.0,Imaging
WASP-13 b,5950.0,1.37,,13.67498,,Transit
Kepler-659 b,4870.0,0.74,,2.5,,Transit
Kepler-117 b,6150.0,1.606,0.1445,8.059,984.0,Transit
HD 47366 b,4866.0,7.3,1.207,,,Radial Velocity
Kepler-134 b,5983.0,1.176,0.06,2.0,,Transit
14 And b,4888.0,11.55,0.775,,,Radial Velocity
Kepler-1744 b,5986.0,0.85,,3.76754004,,Transit
TOI-1811 b,4766.0,0.769,0.04389,11.14172682,962.2,Transit
Kepler-1182 b,5924.0,1.05,,2.41,,Transit
TOI-5734 b,4750.0,0.639,0.05921,2.1,688.0,Transit
Kepler-384 b,5577.0,0.882,0.148,1.12,,Transit
Kepler-1317 b,5144.0,0.79,,1.56,,Transit
HD 224018 c,5784.0,1.147,0.217,2.42,641.0,Transit
Kepler-157 b,5774.0,1.044,0.028,1.32,,Transit
WASP-62 b,6230.0,1.23,,14.79588,,Transit
TOI-1855 b,5359.0,1.041,0.02398,18.49481816,1701.0,Transit
K2-172 c,5569.0,0.868889,,3.20569097,,Transit
WASP-102 b,5990.0,1.375,0.041,14.90794433,1671.0,Transit
EPIC 212499991 b,,,,1.6,,Transit
Kepler-736 b,5217.0,0.81,,2.93,,Transit
TOI-2260 b,5534.0,0.94,0.0097,1.62,2609.0,Transit
TOI-2445 b,3333.0,0.27,0.0064,1.25,1060.0,Transit
TOI-1442 b,3330.0,0.31,0.0071,1.17,1072.0,Transit
HATS-75 b,3790.4,0.5848,0.032742,9.90873894,772.3,Transit
LTT 1445 A c,3340.0,0.265,0.02661,1.147,508.0,Transit
WASP-18 b,6432.0,1.319,0.02024,13.89913607,2429.0,Transit
WASP-19 b,5616.0,1.006,0.01652,15.86070769,2113.0,Transit
WASP-189 b,8000.0,2.36,0.05053,18.14733975,3353.0,Transit
TOI-1670 b,6170.0,1.316,0.103,2.06,1062.0,Transit
TOI-1670 c,6170.0,1.316,0.249,11.06326395,684.0,Transit
K2-22 b,3879.0,0.58,,2.3,,Transit
K2-253 b,6027.0,1.1,0.0506,12.67,1238.0,Transit
Kepler-1472 b,6159.0,1.25,,1.9,,Transit
K2-264 c,3660.0,0.473,0.11283,2.668,331.0,Transit
TOI-4588 b,7746.12,1.57458,,2.92922558,,Transit
WASP-70 A b,5763.0,1.215,0.04853,13.047,1387.0,Transit
Kepler-783 b,5521.0,0.89,,0.78,,Transit
Kepler-351 b,5643.0,0.854,0.214,3.06,,Transit
Kepler-1640 b,6324.0,1.43,,4.82,,Transit
OGLE-2006-BLG-284L A b,,,2.17,,,Microlensing
Kepler-1611 b,5605.0,0.93,,0.81,,Transit
KMT-2022-BLG-1790L b,,,5.25,,,Microlensing
TOI-512 b,5277.0,0.89,,1.54,1009.0,Transit
Kepler-1530 c,5477.0,0.88,,1.65,,Transit
Kepler-1387 b,5046.0,0.77,,0.93,,Transit
Kepler-968 c,4598.0,0.7,,1.69,,Transit
Kepler-342 d,6175.0,1.472,0.242,2.49,,Transit
KOI-134 c,6160.0,1.667,0.2305,,,Transit Timing Variations
alf Ari b,4553.0,13.9,1.2,,,Radial Velocity
GJ 876 d,,0.3,0.02080665,,,Radial Velocity
GJ 3779 b,3324.0,0.281,0.026,,,Radial Velocity
TOI-6699 b,4705.1,0.75309,,2.32645266,,Transit
KELT-16 b,6236.0,1.36,0.02044,15.860735,2453.0,Transit
K2-384 c,3623.0,0.348,,1.191,,Transit
Kepler-1229 b,3784.0,0.51,,1.4,,Transit
Kepler-722 c,5863.0,1.05,,2.82,,Transit
TOI-1444 b,5460.0,0.9105,0.0116,1.41792246,2130.02,Transit
TOI-908 b,5626.0,1.028,0.041657,3.186,1317.0,Transit
K2-80 c,5441.0,0.87,0.0596,1.47,,Transit
Kepler-220 e,4632.0,0.666,0.226,1.33,,Transit
Kepler-1106 b,6104.0,1.17,,1.65,,Transit
TOI-4379 b,6020.0,1.976,,16.69017226,,Transit
TOI-1231 b,3553.0,0.476,0.1288,3.65,329.6,Transit
LHS 1478 b,3381.0,0.246,0.01848,1.242,595.0,Transit
TOI-674 b,3514.0,0.42,0.025,5.25,635.0,Transit
TOI-431 b,4850.0,0.731,0.0113,1.28,1862.0,Transit
TOI-431 c,4850.0,0.731,0.052,,867.0,Radial Velocity
TOI-431 d,4850.0,0.731,0.098,3.29,633.0,Transit
TRAPPIST-1 b,2566.0,0.1192,0.01154,1.116,,Transit
TRAPPIST-1 c,2566.0,0.1192,0.0158,1.097,,Transit
TRAPPIST-1 d,2566.0,0.1192,0.02227,0.788,,Transit
TRAPPIST-1 e,2566.0,0.1192,0.02925,0.92,,Transit
TRAPPIST-1 f,2566.0,0.1192,0.03849,1.045,,Transit
TRAPPIST-1 g,2566.0,0.1192,0.04683,1.129,,Transit
TRAPPIST-1 h,2566.0,0.1192,0.06189,0.755,,Transit
K2-34 b,6168.0,1.42,0.0442,13.75,1687.0,Transit
Kepler-162 b,5816.0,0.958,0.069,1.26,,Transit
K2-191 b,5176.0,0.839696,,1.57889322,,Transit
Kepler-1826 b,3821.0,0.486,,1.47519116,,Transit
HD 153950 b,6124.0,1.28,1.28,,,Radial Velocity
Kepler-1161 b,4253.0,0.57,,2.13,,Transit
Kepler-294 b,5913.0,0.976,0.048,1.77,,Transit
K2-133 c,3655.0,0.455,0.04341,1.603,,Transit
TOI-2147 b,5983.0,1.39,0.172,10.5,820.0,Transit
WASP-35 b,5990.0,1.08,,14.5717,,Transit
FU Tau b,2838.0,,800.0,,2375.0,Imaging
WASP-132 d,4686.0,0.758,2.71,,107.0,Radial Velocity
HD 74156 b,,,0.28,,,Radial Velocity
Kepler-1607 b,6116.0,1.21,,0.92,,Transit
HD 22781 b,5027.0,,1.167,,,Radial Velocity
HD 65216 c,5612.0,,5.75,,,Radial Velocity
EPIC 220674823 b,5578.0,0.99,0.0132,1.606,2324.0,Transit
TOI-1846 b,3568.0,0.397,0.03646,1.792,568.1,Transit
TOI-2141 c,5635.0,0.95,0.0585,,1095.0,Radial Velocity
K2-138 c,5356.3,0.863,0.04461,2.299,,Transit
Kepler-1737 b,5043.0,0.881,,5.395,,Transit
HATS-39 b,6572.0,1.621,0.06007,17.59813,1645.0,Transit
Kepler-320 c,6435.0,1.108,0.142,1.37,,Transit
NGTS-39 b,6053.0,1.16,0.3077,12.195371,519.0,Transit
HD 79498 b,5748.0,1.05,2.98,,,Radial Velocity
Kepler-1574 b,5892.0,1.08,,1.29,,Transit
K2-285 b,4975.0,0.787,0.03817,2.59,1088.9,Transit
HD 216770 b,5399.0,0.93,0.46,,,Radial Velocity
Kepler-693 b,4881.0,0.72,,10.18,,Transit
Kepler-84 e,6031.0,1.169,0.181,2.6,,Transit
Kepler-1206 b,4877.0,0.75,,1.64,,Transit
TOI-1466 b,4435.39,0.749646,,2.46741991,,Transit
Kepler-1901 b,5696.0,0.921,,1.47418907,,Transit
Kepler-891 b,5887.0,1.07,,6.41,,Transit
Kepler-88 d,5466.0,0.897,,,,Radial Velocity
TOI-4405 b,4467.38,0.687025,,2.55505441,,Transit
KMT-2024-BLG-2242L b,,,0.89,,,Microlensing
Kepler-1675 b,5853.19,1.12865,,3.12483349,,Transit
Kepler-319 b,5526.0,0.903,0.051,1.63,,Transit
HD 219077 b,,,5.935,,,Radial Velocity
Kepler-256 b,5551.0,1.301,0.027,1.59,,Transit
HD 204941 b,5026.0,0.78,2.55,,,Radial Velocity
Kepler-1627 b,5445.0,0.84,,3.69,,Transit
Kepler-482 b,4871.0,0.72,,2.36,,Transit
Kepler-709 b,5071.0,0.77,,2.92,,Transit
HD 38529 c,,,3.226,,,Radial Velocity
DMPP-4 b,6400.0,1.38,0.04853,,,Radial Velocity
Kepler-299 c,5617.0,1.032,0.07,2.65,,Transit
Kepler-234 c,6224.0,1.113,0.077,3.51,,Transit
TIC 320419023 b,5703.36,0.952319,,2.77280763,,Transit
HD 45184 c,5869.0,,0.11,,,Radial Velocity
Kepler-79 e,6389.0,1.316,,3.53,,Transit
Kepler-11 d,5663.0,1.065,0.155,3.12,,Transit
Kepler-884 b,5715.0,0.94,,1.23,,Transit
TOI-1839 c,5315.91,0.848099,,2.40867246,,Transit
K2-187 b,5438.0,0.83,,1.2,,Transit
K2-8 c,4870.0,0.74,0.0532,2.41,801.0,Transit
Kepler-747 b,5096.0,0.78,,5.27,,Transit
HIP 109600 b,5530.0,,0.706,,,Radial Velocity
GJ 9404 b,,,0.0943,,,Radial Velocity
Kepler-23 b,5828.0,1.548,,1.638,,Transit
WASP-159 b,6120.0,2.11,0.0538,15.46842,1850.0,Transit
TOI-2886 b,6240.0,1.241,0.02871,18.6405349,1978.0,Transit
GJ 9773 b,3528.0,0.362,2.921,,,Radial Velocity
HD 73526 c,,,1.03,,,Radial Velocity
OGLE-TR-182 b,5924.0,1.14,0.051,12.666,,Transit
Kepler-832 b,5596.0,0.9,,2.06,,Transit
K2-245 b,5793.0,1.25,0.0959,4.34,923.0,Transit
Kepler-859 b,5020.0,0.77,,3.09,,Transit
KELT-14 b,5720.0,1.52,0.03005,19.537287,1970.0,Transit
Kepler-1160 b,5519.0,0.89,,2.14,,Transit
TOI-1238 c,4089.0,0.58,0.037,2.11,695.0,Transit
Kepler-599 b,5127.0,0.79,,2.84,,Transit
Kepler-218 c,5502.0,1.063,0.248,3.14,,Transit
KMT-2021-BLG-1547L b,,,4.5,,,Microlensing
Kepler-381 b,6152.0,1.568,0.066,0.99,,Transit
HD 23127 b,5843.0,1.49,2.37,,,Radial Velocity
Kepler-712 c,5148.0,0.78,,4.85,,Transit
Kepler-128 c,6072.0,1.659,,1.521,,Transit
TOI-1080 b,3065.0,0.2019,0.0272,1.2,368.0,Transit
TOI-2379 b,3707.0,0.622,0.05263,11.72459381,624.0,Transit
HD 178911 B b,5588.0,1.08,0.34,,,Radial Velocity
K2-200 b,5233.0,0.791736,,1.3643987,,Transit
Kepler-1188 b,5913.0,1.06,,2.08,,Transit
HD 155358 c,5900.0,,1.02,,,Radial Velocity
