time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-03T20:42:48.110Z,35.7155,-117.5421667,6.94,2.29,ml,44.0,53,0.0958,0.14,ci,ci39022567,2020-01-06T19:35:39.920Z,"14km WSW of Searles Valley, CA",earthquake,0.12,0.36,0.157,25,reviewed,ci,ci
2020-01-03T23:34:52.880Z,35.879,-117.6883333,8.65,2.03,ml,46.0,24,0.07534,0.13,ci,ci39022711,2020-01-06T19:47:49.540Z,"21km ESE of Little Lake, CA",earthquake,0.12,0.33,0.187,24,reviewed,ci,ci
2020-01-04T01:42:10.150Z,35.8591667,-117.6831667,7.79,2.2,ml,45.0,40,0.08199,0.12,ci,ci39022863,2020-01-06T21:00:20.000Z,"22km ESE of Little Lake, CA",earthquake,0.11,0.34,0.184,24,reviewed,ci,ci
2020-01-04T04:48:51.240Z,35.6003333,-117.4063333,8.19,2.78,ml,67.0,21,0.02058,0.13,ci,ci39023047,2021-10-12T20:06:50.840Z,"18km S of Trona, CA",earthquake,0.11,0.19,0.12,25,reviewed,ci,ci
2020-01-04T14:40:16.790Z,35.7735,-117.5946667,5.81,2.46,ml,58.0,34,0.005071,0.14,ci,ci39023383,2021-10-12T19:19:22.290Z,"17km W of Searles Valley, CA",earthquake,0.13,0.29,0.113,24,reviewed,ci,ci
2020-01-05T00:55:52.090Z,35.9771667,-117.3975,2.77,2.63,ml,60.0,41,0.1264,0.14,ci,ci39023815,2021-10-12T19:33:35.150Z,"23km N of Searles Valley, CA",earthquake,0.11,0.53,0.142,25,reviewed,ci,ci
2020-01-05T01:28:31.850Z,35.8266667,-117.6276667,9.01,2.15,ml,46.0,35,0.02682,0.13,ci,ci39023831,2020-01-06T22:57:41.950Z,"21km WNW of Searles Valley, CA",earthquake,0.12,0.3,0.185,22,reviewed,ci,ci
2020-01-05T02:56:12.820Z,35.9776667,-117.3978333,1.49,2.03,ml,47.0,52,0.127,0.17,ci,ci39023887,2024-02-06T18:04:30.800Z,"23 km N of Searles Valley, CA",earthquake,0.17,0.44,0.164,25,reviewed,ci,ci
2020-01-05T22:34:51.030Z,35.6576667,-117.526,2.14,2.89,ml,63.0,48,0.04125,0.14,ci,ci39024647,2021-10-12T20:13:01.340Z,"14km ENE of Ridgecrest, CA",earthquake,0.1,0.16,0.134,27,reviewed,ci,ci
2020-01-06T02:04:02.190Z,35.5661667,-117.4061667,7.71,2.0,ml,46.0,48,0.04998,0.15,ci,ci39024855,2024-10-17T16:45:58.860Z,"22km S of Trona, CA",earthquake,0.14,0.35,0.194,25,reviewed,ci,ci
2020-01-06T07:03:13.590Z,35.7403333,-117.5663333,3.39,2.77,ml,61.0,44,0.01846,0.16,ci,ci39025199,2021-08-10T21:30:56.790Z,"15km WSW of Searles Valley, CA",earthquake,0.12,0.35,0.15,23,reviewed,ci,ci
2020-01-07T04:04:32.390Z,35.9545,-117.3623333,2.49,2.36,ml,46.0,51,0.09019,0.16,ci,ci39026407,2020-01-07T17:18:15.800Z,"21km N of Searles Valley, CA",earthquake,0.14,0.36,0.119,25,reviewed,ci,ci
2020-01-07T12:08:14.520Z,35.6623333,-117.441,6.1,2.21,ml,45.0,43,0.07542,0.14,ci,ci39026655,2020-01-07T17:39:27.700Z,"12km SSW of Searles Valley, CA",earthquake,0.13,0.4,0.16,25,reviewed,ci,ci
2020-01-07T23:49:57.740Z,35.9386667,-117.3775,1.35,2.33,ml,58.0,41,0.09007,0.18,ci,ci39027567,2021-09-29T18:49:28.090Z,"19km N of Searles Valley, CA",earthquake,0.14,0.31,0.161,26,reviewed,ci,ci
2020-01-08T08:08:07.400Z,35.6663333,-117.4865,5.82,2.07,ml,50.0,56,0.02202,0.13,ci,ci39028223,2024-02-04T20:00:10.180Z,"14 km SSW of Searles Valley, CA",earthquake,0.12,0.29,0.215,26,reviewed,ci,ci
2020-01-08T16:11:18.170Z,35.6765,-117.5478333,6.6,3.48,ml,59.0,50,0.04975,0.16,ci,ci39028647,2021-10-12T20:51:28.010Z,"13km ENE of Ridgecrest, CA",earthquake,0.14,0.28,0.167,141,reviewed,ci,ci
2020-01-08T18:25:44.270Z,35.676,-117.5401667,3.27,2.0,ml,52.0,51,0.05302,0.14,ci,ci39028783,2024-02-04T19:55:18.565Z,"14 km ENE of Ridgecrest, CA",earthquake,0.11,0.17,0.114,26,reviewed,ci,ci
2020-01-09T02:50:04.410Z,35.9301667,-117.7056667,3.29,2.47,ml,52.0,26,0.02798,0.17,ci,ci39029543,2021-10-12T18:40:05.176Z,"18km E of Little Lake, CA",earthquake,0.15,0.34,0.191,103,reviewed,ci,ci
2020-01-10T06:09:06.330Z,35.9573333,-117.4645,2.88,2.08,ml,50.0,45,0.1134,0.17,ci,ci39031023,2024-03-12T20:55:42.627Z,"22 km NNW of Searles Valley, CA",earthquake,0.17,0.74,0.148,26,reviewed,ci,ci
2020-01-11T05:45:28.260Z,35.9096667,-117.6935,3.39,2.8,ml,48.0,30,0.009972,0.19,ci,ci39032247,2021-08-10T21:51:09.032Z,"19km E of Little Lake, CA",earthquake,0.17,0.36,0.117,16,reviewed,ci,ci
2020-01-11T20:16:33.070Z,35.71,-117.5563333,8.83,2.16,ml,52.0,53,0.01771,0.13,ci,ci39032767,2024-04-18T18:25:21.190Z,"15 km NE of Ridgecrest, CA",earthquake,0.14,0.26,0.156,25,reviewed,ci,ci
2020-01-12T14:18:21.840Z,35.7063333,-117.57,8.83,2.18,ml,51.0,52,0.01611,0.14,ci,ci39033415,2024-04-22T17:02:22.360Z,"14 km NE of Ridgecrest, CA",earthquake,0.14,0.27,0.206,26,reviewed,ci,ci
2020-01-13T20:11:50.170Z,35.6746667,-117.5571667,7.08,2.0,ml,53.0,49,0.04391,0.14,ci,ci39034719,2024-03-14T18:29:18.040Z,"12 km ENE of Ridgecrest, CA",earthquake,0.11,0.22,0.167,26,reviewed,ci,ci
2020-01-13T22:45:46.870Z,35.6586667,-117.4866667,3.03,2.23,ml,53.0,54,0.01507,0.16,ci,ci39034983,2024-05-01T18:36:08.256Z,"14 km SSW of Searles Valley, CA",earthquake,0.13,0.16,0.175,25,reviewed,ci,ci
2020-01-13T23:03:11.870Z,35.7575,-117.582,8.19,2.06,ml,54.0,39,0.01938,0.13,ci,ci39035007,2024-05-01T19:03:33.770Z,"16 km W of Searles Valley, CA",earthquake,0.13,0.28,0.166,25,reviewed,ci,ci
2020-01-13T23:29:36.350Z,35.9193333,-117.6636667,3.55,2.28,ml,51.0,25,0.03048,0.14,ci,ci39035055,2024-05-01T19:24:49.270Z,"22 km E of Little Lake, CA",earthquake,0.12,0.24,0.154,26,reviewed,ci,ci
2020-01-14T14:39:57.990Z,35.8626667,-117.6876667,4.25,2.59,ml,50.0,34,0.0267,0.19,ci,ci39035887,2021-10-12T19:30:32.510Z,"21km ESE of Little Lake, CA",earthquake,0.16,0.36,0.12,117,reviewed,ci,ci
2020-01-15T05:02:41.610Z,35.5801667,-117.4141667,5.95,2.5,ml,51.0,35,0.005488,0.16,ci,ci39036639,2021-10-12T19:13:18.840Z,"21km S of Trona, CA",earthquake,0.14,0.24,0.144,78,reviewed,ci,ci
2020-01-15T07:10:20.520Z,35.7095,-117.5623333,4.72,2.17,ml,52.0,53,0.01504,0.15,ci,ci39036735,2024-05-01T21:04:16.920Z,"14 km NE of Ridgecrest, CA",earthquake,0.13,0.22,0.129,25,reviewed,ci,ci
2020-01-16T05:33:04.090Z,35.6163333,-117.467,9.95,2.03,ml,52.0,46,0.02676,0.12,ci,ci39271960,2024-03-14T20:54:29.670Z,"18 km SSW of Searles Valley, CA",earthquake,0.13,0.2,0.146,25,reviewed,ci,ci
2020-01-16T10:08:17.670Z,35.6671667,-117.525,7.65,2.49,ml,56.0,51,0.04424,0.14,ci,ci39272200,2021-10-12T18:47:09.210Z,"15km ENE of Ridgecrest, CA",earthquake,0.13,0.3,0.173,135,reviewed,ci,ci
2020-01-16T12:14:51.100Z,35.8953333,-117.6668333,9.86,2.09,ml,49.0,38,0.02923,0.12,ci,ci39272264,2024-04-15T22:54:06.070Z,"22 km ESE of Little Lake, CA",earthquake,0.13,0.24,0.129,26,reviewed,ci,ci
2020-01-16T23:43:57.780Z,35.6466667,-117.4585,4.08,2.05,ml,43.0,56,0.0156,0.12,ci,ci39273120,2024-04-16T21:42:28.962Z,"14 km SSW of Searles Valley, CA",earthquake,0.14,0.23,0.116,24,reviewed,ci,ci
2020-01-17T08:02:03.110Z,35.6905,-117.5401667,8.69,2.12,ml,52.0,52,0.04099,0.14,ci,ci39273536,2024-03-19T18:38:00.200Z,"14 km ENE of Ridgecrest, CA",earthquake,0.13,0.27,0.173,25,reviewed,ci,ci
2020-01-17T11:50:13.030Z,35.5978333,-117.5983333,4.38,2.52,ml,58.0,32,0.03392,0.14,ci,ci39273664,2024-10-21T18:22:28.100Z,"8km ESE of Ridgecrest, CA",earthquake,0.11,0.26,0.135,133,reviewed,ci,ci
2020-01-17T13:06:21.470Z,35.6453333,-117.4826667,9.12,3.01,ml,51.0,41,0.00413,0.13,ci,ci39273704,2021-10-12T20:39:15.440Z,"15km SSW of Searles Valley, CA",earthquake,0.12,0.22,0.129,89,reviewed,ci,ci
2020-01-17T17:47:49.690Z,36.0333333,-117.8168333,1.33,2.04,ml,46.0,50,0.04258,0.16,ci,ci39273928,2024-03-19T18:35:09.570Z,"12 km E of Coso Junction, CA",earthquake,0.14,0.18,0.209,26,reviewed,ci,ci
2020-01-19T01:48:51.820Z,35.6823333,-117.5301667,6.05,2.14,ml,53.0,52,0.05246,0.12,ci,ci39275216,2024-04-19T22:29:07.600Z,"15 km SW of Searles Valley, CA",earthquake,0.11,0.29,0.122,28,reviewed,ci,ci
2020-01-19T19:28:21.620Z,35.6693333,-117.4733333,7.88,2.32,ml,47.0,59,0.02403,0.14,ci,ci39275680,2024-04-10T23:12:25.570Z,"13 km SSW of Searles Valley, CA",earthquake,0.15,0.32,0.147,25,reviewed,ci,ci
2020-01-20T09:27:14.770Z,35.5893333,-117.3973333,8.28,2.53,ml,56.0,23,0.01775,0.15,ci,ci39276056,2021-08-10T22:15:15.880Z,"20km S of Trona, CA",earthquake,0.13,0.25,0.12,24,reviewed,ci,ci
2020-01-20T17:15:59.740Z,35.953,-117.4601667,4.88,2.29,ml,43.0,50,0.1544,0.13,ci,ci39276264,2024-04-22T23:46:26.570Z,"21 km NNW of Searles Valley, CA",earthquake,0.18,0.64,0.161,26,reviewed,ci,ci
2020-01-20T23:39:27.280Z,36.3105,-118.3266667,0.73,2.46,ml,29.0,144,0.2372,0.2,ci,ci39276456,2024-10-17T21:17:22.892Z,"29km W of Olancha, CA",earthquake,0.29,1.03,0.154,88,reviewed,ci,ci
2020-01-21T01:51:12.160Z,35.9108333,-117.6905,3.9,2.09,ml,42.0,35,0.01252,0.17,ci,ci39276552,2024-03-19T19:55:53.685Z,"20 km E of Little Lake, CA",earthquake,0.17,0.26,0.191,25,reviewed,ci,ci
2020-01-21T02:08:19.120Z,35.6173333,-117.432,10.17,3.07,ml,75.0,27,0.04255,0.16,ci,ci39276560,2021-10-12T20:42:19.050Z,"17km S of Searles Valley, CA",earthquake,0.12,0.19,0.156,246,reviewed,ci,ci
2020-01-21T03:00:10.650Z,35.6166667,-117.4305,10.3,2.79,ml,46.0,51,0.0416,0.12,ci,ci39276616,2021-10-12T20:09:57.050Z,"17km S of Searles Valley, CA",earthquake,0.13,0.2,0.15,111,reviewed,ci,ci
2020-01-21T14:09:33.590Z,35.3251667,-117.8161667,8.33,2.29,ml,43.0,54,0.06251,0.19,ci,ci39276872,2020-01-23T21:50:12.600Z,"17km WSW of Johannesburg, CA",earthquake,0.24,0.48,0.198,50,reviewed,ci,ci
2020-01-21T20:08:03.280Z,35.8001667,-117.6061667,11.0,2.68,ml,50.0,31,0.01706,0.14,ci,ci39277104,2021-10-12T19:39:38.830Z,"19km WNW of Searles Valley, CA",earthquake,0.14,0.22,0.143,104,reviewed,ci,ci
2020-01-22T05:06:49.570Z,35.6646667,-117.5256667,7.23,2.23,ml,47.0,51,0.04357,0.11,ci,ci39277512,2024-04-24T23:40:18.280Z,"14 km ENE of Ridgecrest, CA",earthquake,0.12,0.21,0.196,22,reviewed,ci,ci
2020-01-22T08:06:53.630Z,35.642,-117.4745,8.42,2.31,ml,53.0,52,0.00431,0.13,ci,ci39277752,2024-06-19T00:02:29.850Z,"15 km SSW of Searles Valley, CA",earthquake,0.13,0.25,0.178,28,reviewed,ci,ci
2020-01-22T13:42:23.890Z,36.0103333,-117.6091667,2.21,2.35,ml,44.0,59,0.0707,0.13,ci,ci39278088,2024-04-29T17:58:23.990Z,"28 km ENE of Little Lake, CA",earthquake,0.14,0.21,0.156,20,reviewed,ci,ci
2020-01-23T04:27:32.850Z,35.6465,-117.481,9.36,2.18,ml,47.0,61,0.002944,0.12,ci,ci39279008,2024-04-30T00:37:20.040Z,"15 km SSW of Searles Valley, CA",earthquake,0.13,0.25,0.163,27,reviewed,ci,ci
2020-01-23T05:46:10.290Z,35.6731667,-117.521,7.84,2.28,ml,49.0,69,0.04485,0.12,ci,ci39279096,2024-04-30T18:48:05.722Z,"15 km SW of Searles Valley, CA",earthquake,0.13,0.28,0.163,21,reviewed,ci,ci
2020-01-23T12:14:35.950Z,35.6743333,-117.5201667,9.15,2.32,ml,48.0,61,0.04505,0.11,ci,ci39279328,2024-05-01T22:52:37.090Z,"15 km SW of Searles Valley, CA",earthquake,0.12,0.24,0.147,24,reviewed,ci,ci
2020-01-24T11:22:38.450Z,35.8536667,-117.6656667,6.8,2.2,ml,40.0,48,0.04494,0.12,ci,ci39280648,2024-05-20T21:36:02.763Z,"24 km ESE of Little Lake, CA",earthquake,0.12,0.23,0.169,21,reviewed,ci,ci
2020-01-25T20:03:11.260Z,35.889,-117.7085,7.91,2.06,ml,50.0,24,0.004607,0.11,ci,ci39282024,2024-05-21T00:11:07.070Z,"19 km ESE of Little Lake, CA",earthquake,0.1,0.23,0.3,24,reviewed,ci,ci
2020-01-27T09:16:17.390Z,36.0875,-117.832,1.58,2.04,ml,43.0,49,0.03527,0.15,ci,ci39283408,2024-04-11T20:39:53.660Z,"12 km ENE of Coso Junction, CA",earthquake,0.16,0.21,0.196,25,reviewed,ci,ci
2020-01-28T05:20:43.200Z,35.6325,-117.4151667,2.74,2.01,ml,29.0,70,0.0598,0.2,ci,ci39284584,2020-01-28T15:20:32.240Z,"15km SSW of Trona, CA",earthquake,0.31,0.58,0.185,26,reviewed,ci,ci
2020-01-28T14:22:51.120Z,35.9066667,-117.7321667,7.65,2.57,ml,50.0,26,0.02504,0.18,ci,ci39284936,2021-08-10T22:41:27.720Z,"16km ESE of Little Lake, CA",earthquake,0.14,0.34,0.243,22,reviewed,ci,ci
2020-01-28T23:18:37.440Z,35.055,-118.3178333,1.23,2.08,ml,44.0,35,0.06714,0.19,ci,ci39285400,2024-10-17T20:56:17.759Z,"13km W of Mojave, CA",earthquake,0.17,0.37,0.204,51,reviewed,ci,ci
2020-01-29T12:29:16.310Z,35.8268333,-117.6581667,6.89,2.04,ml,46.0,43,0.05052,0.17,ci,ci39285800,2024-04-11T20:50:06.290Z,"23 km N of Ridgecrest, CA",earthquake,0.15,0.32,0.231,26,reviewed,ci,ci
2020-01-30T06:58:52.710Z,35.0556667,-118.3195,1.93,2.84,ml,61.0,35,0.06739,0.17,ci,ci39286528,2024-10-14T22:34:56.160Z,"13km W of Mojave, CA",earthquake,0.13,0.39,0.171,119,reviewed,ci,ci
2020-01-30T11:06:12.020Z,35.859,-117.6881667,7.48,2.33,ml,45.0,38,0.02969,0.11,ci,ci39286640,2024-05-06T22:35:19.950Z,"22 km ESE of Little Lake, CA",earthquake,0.11,0.26,0.165,26,reviewed,ci,ci
2020-01-30T16:07:04.750Z,35.6638333,-117.4828333,4.69,2.26,ml,48.0,64,0.01878,0.12,ci,ci39286792,2024-05-07T21:10:38.571Z,"14 km SSW of Searles Valley, CA",earthquake,0.13,0.21,0.155,23,reviewed,ci,ci
2020-01-31T10:29:12.390Z,35.5196667,-117.4046667,7.43,2.75,ml,52.0,36,0.03316,0.14,ci,ci39287752,2021-10-12T20:01:47.810Z,"26km NE of Johannesburg, CA",earthquake,0.14,0.37,0.146,126,reviewed,ci,ci
2020-01-31T17:35:29.520Z,36.0565,-117.856,3.05,2.33,ml,42.0,53,0.05608,0.12,ci,ci39288024,2024-05-10T18:18:08.060Z,"8 km E of Coso Junction, CA",earthquake,0.13,0.28,0.323,30,reviewed,ci,ci
2020-02-01T02:13:42.200Z,36.4518318,-118.4871674,15.23,2.53,ml,11.0,178,0.3371,0.19,ci,ci39288528,2020-02-01T02:43:14.018Z,"37km E of Three Rivers, CA",earthquake,1.37,15.27,0.449,24,automatic,ci,ci
2020-02-01T06:59:50.710Z,35.6478333,-117.4833333,9.05,2.06,ml,40.0,64,0.06358,0.12,ci,ci39288752,2023-01-13T23:54:50.690Z,"15km SSW of Searles Valley, CA",earthquake,0.14,0.42,0.118,66,reviewed,ci,ci
2020-02-01T10:50:27.030Z,35.8743333,-117.7013333,8.1,2.44,ml,54.0,23,0.01149,0.17,ci,ci39288856,2021-10-12T19:19:38.680Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.33,0.203,114,reviewed,ci,ci
2020-02-01T20:20:28.910Z,35.6826667,-117.5228333,9.51,2.29,ml,51.0,61,0.05227,0.12,ci,ci39289232,2023-05-10T18:29:34.420Z,"14km SW of Searles Valley, CA",earthquake,0.12,0.24,0.124,58,reviewed,ci,ci
2020-02-02T05:45:39.160Z,35.7115,-117.5445,7.67,2.24,ml,48.0,56,0.02481,0.11,ci,ci39289752,2023-05-11T00:09:33.980Z,"14km WSW of Searles Valley, CA",earthquake,0.12,0.32,0.116,26,reviewed,ci,ci
2020-02-02T10:09:33.690Z,35.758,-117.5701667,6.2,2.7,ml,52.0,40,0.02706,0.17,ci,ci39290016,2021-10-12T19:02:25.810Z,"15km W of Searles Valley, CA",earthquake,0.15,0.38,0.146,175,reviewed,ci,ci
2020-02-03T14:34:43.150Z,35.3576667,-117.8145,6.53,2.35,ml,49.0,36,0.09361,0.17,ci,ci39290872,2021-10-12T19:59:55.720Z,"16km W of Johannesburg, CA",earthquake,0.16,0.59,0.17,47,reviewed,ci,ci
2020-02-03T21:41:21.670Z,35.5466667,-117.5241667,4.26,2.84,ml,54.0,38,0.06428,0.14,ci,ci39291168,2021-10-12T18:59:20.450Z,"16km ESE of Ridgecrest, CA",earthquake,0.11,0.32,0.174,121,reviewed,ci,ci
2020-02-04T23:21:21.120Z,35.801,-117.6231667,6.65,2.67,ml,53.0,32,0.02552,0.17,ci,ci39292256,2021-10-12T19:06:31.270Z,"20km W of Searles Valley, CA",earthquake,0.14,0.35,0.138,129,reviewed,ci,ci
2020-02-05T15:08:59.540Z,35.3585,-117.8165,6.46,2.07,ml,37.0,37,0.09398,0.15,ci,ci39292736,2020-02-05T16:11:39.436Z,"17km W of Johannesburg, CA",earthquake,0.18,0.56,0.195,47,reviewed,ci,ci
2020-02-05T18:57:43.260Z,36.0875,-117.8638333,5.68,2.02,ml,39.0,53,0.03088,0.13,ci,ci39292920,2024-02-13T19:11:21.920Z,"9 km ENE of Coso Junction, CA",earthquake,0.14,0.31,0.216,23,reviewed,ci,ci
2020-02-06T13:20:43.710Z,35.6811667,-117.4046667,7.09,2.95,ml,55.0,60,0.06924,0.12,ci,ci39293816,2021-10-12T18:52:13.710Z,"10km SSW of Trona, CA",earthquake,0.11,0.25,0.158,88,reviewed,ci,ci
2020-02-07T01:06:04.520Z,35.6143333,-117.4821667,6.35,2.42,ml,52.0,45,0.03132,0.13,ci,ci39294544,2021-10-12T21:12:00.870Z,"18km E of Ridgecrest, CA",earthquake,0.12,0.27,0.133,64,reviewed,ci,ci
2020-02-07T11:35:36.300Z,36.1103333,-117.8625,2.57,2.01,ml,36.0,54,0.009517,0.13,ci,ci39294944,2024-02-20T22:48:21.420Z,"11 km NE of Coso Junction, CA",earthquake,0.14,0.21,0.232,31,reviewed,ci,ci
2020-02-08T10:11:26.890Z,35.9555,-117.3665,1.04,2.91,ml,45.0,52,0.09331,0.18,ci,ci39296232,2021-10-12T20:27:25.780Z,"21km N of Searles Valley, CA",earthquake,0.16,0.38,0.124,199,reviewed,ci,ci
2020-02-08T18:57:27.280Z,35.5285,-117.3796667,7.97,2.94,ml,55.0,38,0.01284,0.15,ci,ci39296600,2021-10-12T20:22:19.120Z,"26km S of Trona, CA",earthquake,0.14,0.28,0.142,98,reviewed,ci,ci
2020-02-09T00:22:54.310Z,35.863,-117.6998333,6.72,2.18,ml,45.0,27,0.02281,0.15,ci,ci39296800,2024-02-06T22:25:07.150Z,"20 km ESE of Little Lake, CA",earthquake,0.12,0.27,0.196,27,reviewed,ci,ci
2020-02-09T05:08:13.690Z,35.7165,-117.5515,5.58,2.81,ml,55.0,44,0.01761,0.16,ci,ci39296968,2021-10-12T20:33:31.860Z,"14km WSW of Searles Valley, CA",earthquake,0.13,0.31,0.142,96,reviewed,ci,ci
2020-02-09T08:37:05.340Z,35.5295,-117.379,7.88,2.3,ml,40.0,67,0.01265,0.15,ci,ci39297048,2020-02-12T19:37:58.410Z,"26km S of Trona, CA",earthquake,0.18,0.35,0.145,64,reviewed,ci,ci
2020-02-09T11:56:00.660Z,35.7135,-117.5655,4.36,2.78,ml,56.0,53,0.0103,0.16,ci,ci39297136,2021-10-12T20:39:39.410Z,"14km NE of Ridgecrest, CA",earthquake,0.13,0.27,0.183,171,reviewed,ci,ci
2020-02-09T13:12:43.020Z,35.7348333,-117.5373333,6.69,2.71,ml,56.0,50,0.03074,0.16,ci,ci39297176,2021-10-12T20:56:48.150Z,"13km WSW of Searles Valley, CA",earthquake,0.14,0.32,0.143,163,reviewed,ci,ci
2020-02-09T15:14:45.670Z,35.6506667,-117.497,10.83,2.14,ml,38.0,70,0.07002,0.15,ci,ci39297232,2024-01-19T23:08:08.310Z,"16 km SSW of Searles Valley, CA",earthquake,0.19,0.34,0.175,25,reviewed,ci,ci
2020-02-09T18:19:27.000Z,35.53,-117.3775,7.99,2.53,ml,53.0,73,0.01172,0.15,ci,ci39297288,2021-10-12T21:03:53.810Z,"26km S of Trona, CA",earthquake,0.16,0.31,0.15,83,reviewed,ci,ci
2020-02-10T23:26:38.280Z,35.9558333,-117.5228333,2.54,2.04,ml,35.0,29,0.06708,0.16,ci,ci39297888,2020-02-11T21:19:12.300Z,"24km NNW of Searles Valley, CA",earthquake,0.16,0.26,0.132,36,reviewed,ci,ci
2020-02-13T07:54:05.500Z,35.6908333,-117.4696667,2.97,2.31,ml,48.0,65,0.04569,0.13,ci,ci39070111,2024-03-13T21:04:10.240Z,"10 km SW of Searles Valley, CA",earthquake,0.12,0.19,0.139,26,reviewed,ci,ci
2020-02-14T04:41:32.090Z,35.9568333,-117.4631667,4.76,2.26,ml,47.0,45,0.1144,0.16,ci,ci39071159,2024-03-18T20:51:23.267Z,"22 km NNW of Searles Valley, CA",earthquake,0.15,0.54,0.167,24,reviewed,ci,ci
2020-02-14T08:56:51.980Z,35.679,-117.5081667,8.86,2.32,ml,48.0,62,0.04168,0.12,ci,ci39071271,2024-03-19T15:47:08.238Z,"14 km SW of Searles Valley, CA",earthquake,0.12,0.27,0.174,26,reviewed,ci,ci
2020-02-14T19:22:53.490Z,35.6796667,-117.5141667,10.01,2.44,ml,54.0,53,0.04527,0.15,ci,ci39071767,2021-09-29T20:35:17.750Z,"14km SW of Searles Valley, CA",earthquake,0.13,0.25,0.169,26,reviewed,ci,ci
2020-02-16T05:32:33.090Z,35.642,-117.4635,6.71,2.02,ml,48.0,65,0.012,0.12,ci,ci39073295,2024-03-27T21:12:41.420Z,"15 km SSW of Searles Valley, CA",earthquake,0.13,0.24,0.135,25,reviewed,ci,ci
2020-02-16T21:56:07.390Z,35.7118333,-117.5488333,4.58,2.12,ml,49.0,56,0.02153,0.14,ci,ci39073863,2024-03-25T16:23:31.520Z,"14 km WSW of Searles Valley, CA",earthquake,0.12,0.29,0.134,27,reviewed,ci,ci
2020-02-17T11:29:54.150Z,35.726,-117.5295,7.03,2.13,ml,40.0,55,0.03469,0.1,ci,ci39074255,2024-02-23T23:23:38.632Z,"12 km WSW of Searles Valley, CA",earthquake,0.12,0.25,0.114,21,reviewed,ci,ci
2020-02-18T17:59:08.170Z,35.8958333,-117.7331667,3.6,2.32,ml,36.0,51,0.02524,0.1,ci,ci39075711,2024-02-29T19:57:18.490Z,"16 km ESE of Little Lake, CA",earthquake,0.1,0.22,0.215,26,reviewed,ci,ci
2020-02-18T19:04:19.780Z,36.2083333,-118.1278333,1.98,3.15,ml,61.0,67,0.2343,0.17,ci,ci39075799,2024-10-14T20:24:28.880Z,"14km SW of Olancha, CA",earthquake,0.16,0.56,0.151,213,reviewed,ci,ci
