time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-08T17:19:24.370Z,36.4148333,-117.8133333,5.48,2.11,ml,27,81,0.1356,0.15,ci,ci37890575,2018-07-27T03:34:58.733Z,"23km NE of Olancha, CA",earthquake,0.24,0.94,0.125,22,reviewed,ci,ci
2018-03-11T12:35:42.070Z,35.832,-117.7265,3.71,2.69,ml,35,38,0.03899,0.12,ci,ci37892047,2018-07-27T03:08:46.635Z,"20km SE of Little Lake, CA",earthquake,0.12,0.31,0.139,120,reviewed,ci,ci
2018-03-13T09:57:04.350Z,35.6031667,-117.402,6.01,2.64,ml,39,62,0.0518,0.15,ci,ci37893367,2018-07-27T03:07:29.205Z,"18km S of Trona, CA",earthquake,0.16,0.44,0.122,125,reviewed,ci,ci
2018-03-14T12:27:53.950Z,35.9421667,-117.6541667,2.72,2.77,ml,35,33,0.006494,0.17,ci,ci37894071,2018-07-27T02:27:06.528Z,"23km E of Little Lake, CA",earthquake,0.15,0.26,0.125,128,reviewed,ci,ci
2018-03-22T22:57:55.810Z,36.2328333,-117.5685,0.79,3.04,ml,36,40,0.04304,0.15,ci,ci37898863,2018-07-27T04:08:17.423Z,"40km E of Olancha, CA",earthquake,0.15,0.26,0.154,26,reviewed,ci,ci
2018-03-22T23:00:30.170Z,36.229,-117.576,0.71,2.24,ml,32,49,0.04436,0.18,ci,ci37898871,2018-07-27T02:09:46.187Z,"39km E of Olancha, CA",earthquake,0.19,0.33,0.135,25,reviewed,ci,ci
2018-03-23T08:49:25.840Z,35.3965,-117.825,7.67,3.06,ml,49,38,0.1299,0.14,ci,ci37899039,2018-07-27T03:45:29.899Z,"18km W of Johannesburg, CA",earthquake,0.13,0.71,0.213,163,reviewed,ci,ci
2018-03-25T08:35:51.700Z,35.8333333,-117.7268333,3.35,2.34,ml,36,35,0.03959,0.14,ci,ci37899775,2018-07-27T03:03:26.246Z,"20km SE of Little Lake, CA",earthquake,0.14,0.37,0.169,61,reviewed,ci,ci
2018-03-26T01:46:28.990Z,36.2348333,-117.5766667,2.03,2.17,ml,31,54,0.03865,0.18,ci,ci37900031,2018-07-27T04:04:01.253Z,"39km E of Olancha, CA",earthquake,0.19,0.29,0.116,34,reviewed,ci,ci
2018-03-30T01:56:34.780Z,36.0165,-117.5523333,1.93,2.19,ml,33,40,0.06594,0.16,ci,ci37902551,2018-07-27T04:01:21.788Z,"31km NNW of Searles Valley, CA",earthquake,0.17,0.26,0.111,47,reviewed,ci,ci
2018-04-01T19:37:30.020Z,36.0815,-117.8468333,1.67,2.17,ml,35,53,0.03659,0.13,ci,ci37904679,2018-07-27T03:36:26.117Z,"10km ENE of Coso Junction, CA",earthquake,0.14,0.19,0.184,25,reviewed,ci,ci
2018-04-01T23:04:15.510Z,36.0985,-117.6661667,0.34,2.1,ml,37,38,0.09383,0.15,ci,ci37904783,2018-07-27T02:26:42.528Z,"26km ENE of Coso Junction, CA",earthquake,0.14,0.25,0.142,25,reviewed,ci,ci
2018-04-02T02:47:36.090Z,36.0813333,-117.8466667,1.56,2.01,ml,34,53,0.03678,0.14,ci,ci37904919,2018-07-27T03:22:53.406Z,"10km ENE of Coso Junction, CA",earthquake,0.16,0.22,0.207,25,reviewed,ci,ci
2018-04-03T18:57:44.540Z,35.8081667,-117.5766667,6.58,2.11,ml,34,73,0.01855,0.13,ci,ci37906375,2018-07-27T03:56:27.732Z,"16km WNW of Searles Valley, CA",earthquake,0.14,0.31,0.098,49,reviewed,ci,ci
2018-04-04T10:27:05.740Z,36.0813333,-117.845,1.58,2.17,ml,37,53,0.03704,0.13,ci,ci37907199,2018-07-27T04:13:06.468Z,"10km ENE of Coso Junction, CA",earthquake,0.14,0.18,0.143,25,reviewed,ci,ci
2018-04-26T08:35:54.290Z,35.7416667,-118.0518333,3.51,2.22,ml,39,50,0.1552,0.14,ci,ci37924575,2018-07-27T03:29:18.541Z,"24km WNW of Inyokern, CA",earthquake,0.14,0.48,0.173,67,reviewed,ci,ci
2018-05-02T17:51:42.620Z,36.0856667,-117.8695,3.05,2.03,ml,29,55,0.03398,0.09,ci,ci38162640,2018-07-27T03:35:33.123Z,"8km ENE of Coso Junction, CA",earthquake,0.12,0.27,0.225,30,reviewed,ci,ci
2018-05-04T19:12:45.170Z,36.2501667,-118.301,2.33,2.09,ml,30,100,0.2601,0.17,ci,ci38164648,2018-07-27T03:35:39.929Z,"27km W of Olancha, CA",earthquake,0.22,0.92,0.172,29,reviewed,ci,ci
2018-05-21T17:52:07.950Z,36.0505,-117.8753333,2.06,2.02,ml,30,55,0.04438,0.11,ci,ci37945975,2018-07-27T03:01:59.141Z,"7km E of Coso Junction, CA",earthquake,0.16,0.19,0.184,25,reviewed,ci,ci
2018-05-23T19:21:52.410Z,35.4628333,-118.3071667,2.72,2.2,ml,27,82,0.1548,0.11,ci,ci37947927,2018-07-27T04:18:08.914Z,"22km SE of Bodfish, CA",earthquake,0.19,0.91,0.2,27,reviewed,ci,ci
2018-05-24T20:19:55.370Z,35.5465,-117.2891667,2.93,2.01,ml,31,82,0.06512,0.15,ci,ci37948775,2018-07-27T03:49:31.747Z,"26km SSE of Trona, CA",earthquake,0.17,0.3,0.205,43,reviewed,ci,ci
2018-06-04T19:27:03.590Z,35.6945,-118.3906667,3.8,2.26,ml,41,48,0.03162,0.13,ci,ci37956727,2018-07-27T02:28:20.025Z,"6km ESE of Wofford Heights, CA",earthquake,0.15,0.27,0.17,25,reviewed,ci,ci
2018-06-09T20:09:48.190Z,36.4525,-118.2238333,10.57,2.48,ml,25,70,0.1165,0.15,ci,ci38194816,2018-07-27T02:08:31.643Z,"20km SW of Lone Pine, CA",earthquake,0.29,0.61,0.188,43,reviewed,ci,ci
2018-06-19T13:15:09.400Z,36.1791667,-117.5705,0.9,2.09,ml,31,77,0.08039,0.14,ci,ci38200584,2018-07-27T03:28:58.041Z,"37km ENE of Coso Junction, CA",earthquake,0.17,0.27,0.154,33,reviewed,ci,ci
2018-06-19T14:12:18.040Z,35.068,-117.4881667,1.54,2.07,ml,46,42,0.1651,0.14,ci,ci38200616,2018-07-27T03:32:02.075Z,"17km ENE of Boron, CA",earthquake,0.13,0.38,0.144,62,reviewed,ci,ci
2018-06-27T08:40:18.110Z,35.7371667,-117.525,9.32,2.0,ml,36,70,0.0981,0.15,ci,ci37270298,2018-07-27T03:58:25.736Z,"11km WSW of Searles Valley, CA",earthquake,0.18,0.45,0.147,43,reviewed,ci,ci
