site_code,year,month,day,hour,minute,second,datetime,time_decimal,midpoint_time,value,value_std_dev,nvalue,latitude,longitude,altitude,elevation,intake_height,qcflag
BRW,1980,6,1,0,0,0,1980-06-01T00:00:00Z,1980.415300546448,329979600,342.91,1.11,15,71.323,-156.611,27.46,11.0,16.46,...
BRW,1980,7,1,0,0,0,1980-07-01T00:00:00Z,1980.4972677595629,332571600,337.62,1.65,19,71.323,-156.611,27.46,11.0,16.46,...
BRW,1980,8,1,0,0,0,1980-08-01T00:00:00Z,1980.5819672131147,335250000,332.2,1.77,15,71.323,-156.611,27.46,11.0,16.46,...
BRW,1980,9,1,0,0,0,1980-09-01T00:00:00Z,1980.6666666666667,337928400,331.69,1.03,13,71.323,-156.611,27.46,11.0,16.46,...
BRW,1980,10,1,0,0,0,1980-10-01T00:00:00Z,1980.7486338797817,340520400,338.64,2.39,19,71.323,-156.611,27.46,11.0,16.46,...
BRW,1980,11,1,0,0,0,1980-11-01T00:00:00Z,1980.8333333333333,343198800,340.67,0.67,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1980,12,1,0,0,0,1980-12-01T00:00:00Z,1980.915300546448,345790800,343.64,1.39,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,1,1,0,0,0,1981-01-01T00:00:00Z,1981.0,348469200,344.45,0.86,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,2,1,0,0,0,1981-02-01T00:00:00Z,1981.0849315068492,351147600,345.74,0.93,25,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,3,1,0,0,0,1981-03-01T00:00:00Z,1981.1616438356164,353566800,345.07,0.5,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,4,1,0,0,0,1981-04-01T00:00:00Z,1981.2465753424656,356245200,347.0,0.82,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,5,1,0,0,0,1981-05-01T00:00:00Z,1981.3287671232877,358837200,348.09,0.69,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,6,1,0,0,0,1981-06-01T00:00:00Z,1981.4136986301369,361515600,345.44,1.57,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,7,1,0,0,0,1981-07-01T00:00:00Z,1981.495890410959,364107600,338.57,3.98,20,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,8,1,0,0,0,1981-08-01T00:00:00Z,1981.580821917808,366786000,332.11,0.66,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,9,1,0,0,0,1981-09-01T00:00:00Z,1981.6657534246576,369464400,333.99,1.63,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,10,1,0,0,0,1981-10-01T00:00:00Z,1981.7479452054797,372056400,339.34,2.31,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,11,1,0,0,0,1981-11-01T00:00:00Z,1981.8328767123287,374734800,342.64,1.17,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1981,12,1,0,0,0,1981-12-01T00:00:00Z,1981.9150684931508,377326800,345.18,0.7,24,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,1,1,0,0,0,1982-01-01T00:00:00Z,1982.0,380005200,346.04,1.31,20,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,2,1,0,0,0,1982-02-01T00:00:00Z,1982.0849315068492,382683600,347.79,2.1,25,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,3,1,0,0,0,1982-03-01T00:00:00Z,1982.1616438356164,385102800,348.02,0.87,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,4,1,0,0,0,1982-04-01T00:00:00Z,1982.2465753424656,387781200,348.2,0.55,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,5,1,0,0,0,1982-05-01T00:00:00Z,1982.3287671232877,390373200,348.6,0.34,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,6,1,0,0,0,1982-06-01T00:00:00Z,1982.4136986301369,393051600,346.65,1.6,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,7,1,0,0,0,1982-07-01T00:00:00Z,1982.495890410959,395643600,339.92,2.16,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,8,1,0,0,0,1982-08-01T00:00:00Z,1982.580821917808,398322000,333.28,1.66,21,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,9,1,0,0,0,1982-09-01T00:00:00Z,1982.6657534246576,401000400,333.58,1.45,25,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,10,1,0,0,0,1982-10-01T00:00:00Z,1982.7479452054797,403592400,338.06,1.92,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,11,1,0,0,0,1982-11-01T00:00:00Z,1982.8328767123287,406270800,342.32,1.24,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1982,12,1,0,0,0,1982-12-01T00:00:00Z,1982.9150684931508,408862800,344.84,1.26,31,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,1,1,0,0,0,1983-01-01T00:00:00Z,1983.0,411541200,347.33,0.85,25,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,2,1,0,0,0,1983-02-01T00:00:00Z,1983.0849315068492,414219600,346.86,1.03,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,3,1,0,0,0,1983-03-01T00:00:00Z,1983.1616438356164,416638800,347.84,1.01,31,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,4,1,0,0,0,1983-04-01T00:00:00Z,1983.2465753424656,419317200,348.36,0.45,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,5,1,0,0,0,1983-05-01T00:00:00Z,1983.3287671232877,421909200,348.55,0.29,31,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,6,1,0,0,0,1983-06-01T00:00:00Z,1983.4136986301369,424587600,347.38,1.27,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,7,1,0,0,0,1983-07-01T00:00:00Z,1983.495890410959,427179600,341.64,2.65,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,8,1,0,0,0,1983-08-01T00:00:00Z,1983.580821917808,429858000,334.21,1.83,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,9,1,0,0,0,1983-09-01T00:00:00Z,1983.6657534246576,432536400,335.53,2.38,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,10,1,0,0,0,1983-10-01T00:00:00Z,1983.7479452054797,435128400,340.93,1.94,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,11,1,0,0,0,1983-11-01T00:00:00Z,1983.8328767123287,437806800,346.65,1.07,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1983,12,1,0,0,0,1983-12-01T00:00:00Z,1983.9150684931508,440398800,346.56,1.96,25,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,1,1,0,0,0,1984-01-01T00:00:00Z,1984.0,443077200,350.83,1.71,20,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,2,1,0,0,0,1984-02-01T00:00:00Z,1984.084699453552,445755600,351.07,0.87,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,3,1,0,0,0,1984-03-01T00:00:00Z,1984.1639344262296,448261200,350.23,0.48,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,4,1,0,0,0,1984-04-01T00:00:00Z,1984.2486338797817,450939600,350.03,0.2,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,5,1,0,0,0,1984-05-01T00:00:00Z,1984.330601092896,453531600,350.91,0.44,31,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,6,1,0,0,0,1984-06-01T00:00:00Z,1984.415300546448,456210000,348.63,1.25,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,7,1,0,0,0,1984-07-01T00:00:00Z,1984.4972677595629,458802000,342.03,2.84,25,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,8,1,0,0,0,1984-08-01T00:00:00Z,1984.5819672131147,461480400,335.68,1.1,21,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,9,1,0,0,0,1984-09-01T00:00:00Z,1984.6666666666667,464158800,338.25,2.18,23,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,10,1,0,0,0,1984-10-01T00:00:00Z,1984.7486338797817,466750800,341.69,2.1,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,11,1,0,0,0,1984-11-01T00:00:00Z,1984.8333333333333,469429200,345.02,0.3,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1984,12,1,0,0,0,1984-12-01T00:00:00Z,1984.915300546448,472021200,348.72,1.35,31,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,1,1,0,0,0,1985-01-01T00:00:00Z,1985.0,474699600,349.93,0.82,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,2,1,0,0,0,1985-02-01T00:00:00Z,1985.0849315068492,477378000,349.85,0.7,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,3,1,0,0,0,1985-03-01T00:00:00Z,1985.1616438356164,479797200,350.85,0.49,30,71.323,-156.611,27.46,11.0,16.46,...
